year (AD),age (BP),depth (m),dD (permil),sampleID (missing),d18O (missing),deutEx (missing)
-40670.13,42620.13,761.2,-433.2,1385,-54.98,6.6
-40715.88,42665.88,761.75,-429.1,1386,-54.46,6.5
-40761.35,42711.35,762.3,-436.4,1387,-55.47,7.4
-40806.53,42756.53,762.85,-435.8,1388,-55.36,7
-40851.55,42801.55,763.4,-426.9,1389,-54.16,6.4
-40896.39,42846.39,763.95,-429.7,1390,-54.45,5.9
-40941.18,42891.18,764.5,-432.3,1391,-54.72,5.5
-40985.9,42935.9,765.05,-435.6,1392,-55.22,6.2
-41030.64,42980.64,765.6,-436.6,1393,-55.4,6.6
-41075.46,43025.46,766.15,-432.4,1394,-54.66,4.9
-41120.5,43070.5,766.7,-433.6,1395,-54.92,5.8
-41165.78,43115.78,767.25,-435.1,1396,-55.15,6.1
-41211.43,43161.43,767.8,-431.5,1397,-54.68,6
-41257.33,43207.33,768.35,-438.8,1398,-55.67,6.5
-41303.66,43253.66,768.9,-440.4,1399,-55.84,6.3
-41350.2,43300.2,769.45,-438.4,1400,-55.59,6.3
-41397.2,43347.2,770,-436.3,1401,-55.31,6.2
-41444.41,43394.41,770.55,-437.7,1402,-55.6,7.1
-41492.03,43442.03,771.1,-441.1,1403,-55.86,5.8
-41539.86,43489.86,771.65,-435.3,1404,-55.05,5.1
-41587.96,43537.96,772.2,-441,1405,-55.84,5.7
-41636.27,43586.27,772.75,-443.2,1406,-56.27,6.9
-41684.74,43634.74,773.3,-441.6,1407,-56.08,7
-41733.38,43683.38,773.85,-440.7,1408,-55.95,6.9
-41782.11,43732.11,774.4,-433.2,1409,-54.93,6.2
-41830.88,43780.88,774.95,-430.3,1410,-54.49,5.6
-41879.65,43829.65,775.5,-438.7,1411,-55.78,7.5
-41928.4,43878.4,776.05,-438,1412,-55.52,6.2
-41977.09,43927.09,776.6,-436.8,1413,-55.44,6.8
-42025.69,43975.69,777.15,-435,1414,-55.16,6.3
-42074.16,44024.16,777.7,-428,1415,-54.24,5.9
-42122.48,44072.48,778.25,-440,1416,-55.74,5.9
-42170.62,44120.62,778.8,-435.4,1417,-55.19,6.1
-42218.62,44168.62,779.35,-438,1418,-55.36,4.9
-42266.4,44216.4,779.9,-433.3,1419,-54.99,6.6
-42314.07,44264.07,780.45,-433.2,1420,-54.94,6.3
-42361.48,44311.48,781,-431.9,1421,-54.6,4.9
-42408.78,44358.78,781.55,-431.3,1422,-54.52,4.9
-42455.85,44405.85,782.1,-435.6,1423,-55.21,6.1
-42502.78,44452.78,782.65,-432.8,1424,-54.86,6
-42549.52,44499.52,783.2,-428.6,1425,-54.34,6.1
-42596.1,44546.1,783.75,-429.7,1426,-54.53,6.6
-42642.53,44592.53,784.3,-434.1,1427,-55.04,6.2
-42688.75,44638.75,784.85,-425.7,1428,-53.95,5.9
-42734.83,44684.83,785.4,-431.7,1429,-54.89,7.5
-42780.65,44730.65,785.95,-429.8,1430,-54.6,7
-42826.34,44776.34,786.5,-430.2,1431,-54.68,7.3
-42871.74,44821.74,787.05,-430.9,1432,-54.64,6.2
