year (AD),age (BP),depth (cm),d18O (permil),d13C (permil)
-3742.5,5692.5,206.1,-6.93,4.41
-3747.5,5697.5,206.19,-6.78,4.74
-3752.4,5702.4,206.28,-8.07,4.01
-3758.5,5708.5,206.39,-6.83,4.5
-3764.5,5714.5,206.5,-6.82,4.05
-3771.1,5721.1,206.62,-6.26,4.65
-3777.2,5727.2,206.73,-6.56,4.08
-3783.2,5733.2,206.84,-6.37,4.45
-3789.8,5739.8,206.96,-6.48,3.82
-3795.9,5745.9,207.07,-6.11,4.61
-3801.9,5751.9,207.18,-6.5,3.93
-3808.5,5758.5,207.3,-5.62,5.4
-3814.6,5764.6,207.41,-5.99,4.82
-3820.6,5770.6,207.52,-5.42,5.29
-3827.2,5777.2,207.64,-8.77,3.21
-3833.3,5783.3,207.75,-5.45,5.29
-3839.3,5789.3,207.86,-5.76,5.24
-3845.9,5795.9,207.98,-6.1,4.7
-3850.9,5800.9,208.08,-5.61,5.12
-3855.8,5805.8,208.18,-5.57,5.14
-3860.7,5810.7,208.28,-5.66,4.61
-3865.6,5815.6,208.38,-5.84,4.47
-3870.5,5820.5,208.48,-6.33,3.67
-3875.4,5825.4,208.58,-7.49,3.71
-3880.3,5830.3,208.68,-6.01,4.5
-3885.2,5835.2,208.78,-6.16,4.32
-3890.1,5840.1,208.88,-6.27,4.3
-3895,5845,208.98,-6.23,4.33
-3898.1,5848.1,209.05,-5.9,4.55
-3901.5,5851.5,209.13,-5.96,4.66
-3904.4,5854.4,209.2,-5.85,4.74
-3907.8,5857.8,209.28,-5.86,4.48
-3910.7,5860.7,209.35,-5.76,4.25
-3914.1,5864.1,209.43,-5.96,3.76
-3917,5867,209.5,-6.26,3.44
-3920.4,5870.4,209.58,-6.58,3.08
-3923.3,5873.3,209.65,-6.34,3.25
-3926.7,5876.7,209.73,-6.73,3.35
-3929.6,5879.6,209.8,-7.63,2.09
-3933,5883,209.88,-7.3,2.64
-3936.7,5886.7,209.97,-6.37,3.5
-3940.6,5890.6,210.06,-8.8,2.07
-3944.9,5894.9,210.16,-7.29,1.97
-3948.8,5898.8,210.25,-6.63,3.73
-3952.6,5902.6,210.34,-6.64,4.04
-3956.9,5906.9,210.44,-6.43,4.07
-3960.8,5910.8,210.53,-6.56,3.5
-3964.7,5914.7,210.62,-6.94,2.26
-3969,5919,210.72,-6.78,3.24
-3972.8,5922.8,210.81,-6.38,3.54
-3976.7,5926.7,210.9,-6.46,3.63
-3980.6,5930.6,210.99,-7.83,2.91
-3984.9,5934.9,211.09,-6.39,3.79
-3988.7,5938.7,211.18,-6.36,3.86
-3992.6,5942.6,211.27,-6.66,3.28
-3998.2,5948.2,211.4,-7.45,2.45
-4003.8,5953.8,211.53,-7.53,2.04
-4009.4,5959.4,211.66,-8.36,0.9
-4015,5965,211.79,-8.9,0.35
-4020.6,5970.6,211.92,-7.78,1.81
-4026.2,5976.2,212.05,-7.63,2.29
-4031.7,5981.7,212.18,-6.49,3.8
-4036.9,5986.9,212.3,-6.83,3.3
-4042.1,5992.1,212.42,-5.73,4.16
-4047.2,5997.2,212.54,-6.03,3.64
-4052.4,6002.4,212.66,-7.35,2.79
-4057.5,6007.5,212.78,-6.28,3.34
-4062.7,6012.7,212.9,-6.75,2.8
-4067.9,6017.9,213.02,-6.27,3.12
-4073,6023,213.14,-6.7,2.56
-4078.2,6028.2,213.26,-6.6,2.56
-4083.3,6033.3,213.38,-7.3,2.18
-4088.5,6038.5,213.5,-9.08,0.46
-4093.7,6043.7,213.62,-8.7,0.34
-4098.8,6048.8,213.74,-6.61,2.83
-4104,6054,213.86,-6.97,2.95
-4109.1,6059.1,213.98,-7.05,2.84
-4113.4,6063.4,214.08,-7,2.78
-4117.6,6067.6,214.18,-6.18,3.27
-4121.8,6071.8,214.28,-7.27,2.48
-4126,6076,214.38,-6.12,3.93
-4130.2,6080.2,214.48,-6.02,3.58
-4134.4,6084.4,214.58,-5.78,3.83
-4138.6,6088.6,214.68,-5.74,3.94
-4142.8,6092.8,214.78,-5.93,3.17
-4147,6097,214.88,-5.74,3.61
-4151.2,6101.2,214.98,-5.87,3.76
-4156.3,6106.3,215.1,-6.07,4.14
-4161.9,6111.9,215.23,-5.45,4.13
-4167.5,6117.5,215.36,-5.45,4.14
-4173.1,6123.1,215.49,-5.15,4.21
-4178.7,6128.7,215.62,-5.32,3.75
-4184.3,6134.3,215.75,-5.36,3.98
-4189.8,6139.8,215.88,-6.05,3.73
-4194.1,6144.1,215.98,-6.28,3.56
-4198.4,6148.4,216.08,-6.46,3.63
-4202.7,6152.7,216.18,-7.06,3.35
-4207,6157,216.28,-5.67,4.07
-4211.3,6161.3,216.38,-5.73,4.15
-4215.6,6165.6,216.48,-6.91,3.38
-4219.9,6169.9,216.58,-5.9,3.83
-4224.2,6174.2,216.68,-5.88,4
-4228.5,6178.5,216.78,-5.92,3.81
-4232.8,6182.8,216.88,-5.4,4.2
-4237.1,6187.1,216.98,-7.02,3.33
-4241.4,6191.4,217.08,-7.64,2.72
-4245.7,6195.7,217.18,-5.86,3.92
-4250,6200,217.28,-5.93,4.5
-4254.3,6204.3,217.38,-6.07,3.81
-4258.6,6208.6,217.48,-6.38,3.47
-4262.9,6212.9,217.58,-6.46,3.36
-4267.2,6217.2,217.68,-6.14,3.46
-4271.5,6221.5,217.78,-6.05,3.84
-4275.8,6225.8,217.88,-5.87,3.63
-4280.1,6230.1,217.98,-6.43,2.69
-4284.4,6234.4,218.08,-6.21,3.45
-4288.7,6238.7,218.18,-6.26,3.57
-4293,6243,218.28,-6.54,3.19
-4297.3,6247.3,218.38,-6.73,2.96
-4301.6,6251.6,218.48,-6.96,2.69
-4305.9,6255.9,218.58,-6.58,3.34
-4310.2,6260.2,218.68,-6.37,3.88
-4314.5,6264.5,218.78,-6.45,4.11
-4318.8,6268.8,218.88,-6.51,3.93
-4323.1,6273.1,218.98,-6.41,3.76
-4327.4,6277.4,219.08,-6.4,3.61
-4331.7,6281.7,219.18,-6.11,3.63
-4336,6286,219.28,-6.36,3.27
-4340.3,6290.3,219.38,-6.06,3.59
-4344.6,6294.6,219.48,-6.49,3.25
-4348.9,6298.9,219.58,-6.1,3.61
-4353.7,6303.7,219.69,-6.71,3.79
-4358.4,6308.4,219.8,-6.93,3.53
-4363.1,6313.1,219.91,-6.53,3.75
-4368.3,6318.3,220.03,-6.5,3.82
-4372.9,6322.9,220.14,-6.69,3.95
-4377.5,6327.5,220.25,-6.42,3.77
-4382.1,6332.1,220.36,-6.14,4.16
-4387.2,6337.2,220.48,-6.28,4.02
-4392.6,6342.6,220.61,-6.76,3.81
-4398.1,6348.1,220.74,-6.46,3.89
-4404,6354,220.88,-6.54,3.98
-4409.4,6359.4,221.01,-6.86,3.77
-4414.2,6364.2,221.14,-6.72,3.69
-4419.4,6369.4,221.28,-6.09,4.34
-4424.2,6374.2,221.41,-6.88,3.62
-4429,6379,221.54,-6.54,4.04
-4433.8,6383.8,221.67,-6.7,4.1
-4437.9,6387.9,221.78,-6.71,3.85
-4441.9,6391.9,221.89,-7.13,2.92
-4446,6396,222,-7.41,2.62
-4450.1,6400.1,222.11,-6.68,3.4
-4454.1,6404.1,222.22,-6.67,3.44
-4457.8,6407.8,222.32,-6.7,3.29
-4461.9,6411.9,222.43,-5.64,4.49
-4466,6416,222.54,-6.58,3.69
-4470.1,6420.1,222.65,-6.29,3.66
-4474.1,6424.1,222.76,-5.88,4.2
-4478.2,6428.2,222.87,-6.05,3.48
-4481.9,6431.9,222.97,-5.65,4.15
-4486.8,6436.8,223.1,-5.63,4.27
-4491.4,6441.4,223.22,-5.36,3.87
-4496.3,6446.3,223.35,-5.28,3.89
-4500.9,6450.9,223.47,-5.63,3.78
-4505.8,6455.8,223.6,-6.43,3.34
-4510.4,6460.4,223.72,-6.4,2.67
-4515.3,6465.3,223.85,-7.64,1.61
-4519.9,6469.9,223.97,-7.57,1.88
-4523.2,6473.2,224.06,-9.03,0.69
-4526.6,6476.6,224.15,-7.54,2
-4529.9,6479.9,224.24,-6.45,3.12
-4533.2,6483.2,224.33,-6.52,3.28
-4536.5,6486.5,224.42,-6.32,3.29
-4539.9,6489.9,224.51,-6.31,3.6
-4543.2,6493.2,224.6,-5.91,3.91
-4546.5,6496.5,224.69,-5.81,4
-4549.9,6499.9,224.78,-6.73,2.45
-4553.2,6503.2,224.87,-7.97,1.55
-4557.6,6507.6,224.99,-8.06,0.97
-4561.7,6511.7,225.1,-8.06,1.33
-4565.8,6515.8,225.21,-6.08,4.28
-4569.8,6519.8,225.32,-6.44,4.26
-4574.3,6524.3,225.44,-5.91,4.14
-4578.4,6528.4,225.55,-6.54,2.96
-4582.4,6532.4,225.66,-5.94,3.47
-4586.5,6536.5,225.77,-6.52,2.91
-4590.2,6540.2,225.87,-9.46,-0.24
-4593.9,6543.9,225.97,-11.1,-0.84
-4597.7,6547.7,226.07,-9.35,1.04
-4601.5,6551.5,226.17,-6.61,3.2
-4605.3,6555.3,226.27,-7.12,2.69
-4609.1,6559.1,226.37,-7.85,2.28
-4612.9,6562.9,226.47,-6.76,2.81
-4618.2,6568.2,226.61,-5.36,3.79
-4623.1,6573.1,226.74,-5.2,3.67
-4628.1,6578.1,226.87,-5.61,3.92
-4633.4,6583.4,227.01,-5.86,3.47
-4638.2,6588.2,227.14,-6.88,2.6
-4643,6593,227.27,-6.07,3.43
-4646.7,6596.7,227.37,-5.77,3.53
-4650.4,6600.4,227.47,-5.7,3.77
-4654.1,6604.1,227.57,-5.93,3.69
-4657.8,6607.8,227.67,-6.79,2.5
-4661.5,6611.5,227.77,-8.26,1.2
-4665.2,6615.2,227.87,-8.45,1.33
-4668.9,6618.9,227.97,-7.27,2.05
-4672.6,6622.6,228.07,-6.49,3.03
-4676.3,6626.3,228.17,-5.83,3.31
-4680,6630,228.27,-6.24,2.66
-4683.7,6633.7,228.37,-7.28,2.1
-4687.4,6637.4,228.47,-10.24,-2.12
-4691.1,6641.1,228.57,-12.23,-5.98
-4694.8,6644.8,228.67,-10.19,-1.79
-4698.5,6648.5,228.77,-9.38,-0.71
-4702.2,6652.2,228.87,-7.61,2.03
-4705.9,6655.9,228.97,-6.74,3.28
-4709.6,6659.6,229.07,-6.39,3.52
-4712.9,6662.9,229.16,-5.96,3.55
-4716.3,6666.3,229.25,-6.24,3.25
-4720,6670,229.35,-6.62,2.95
-4723.3,6673.3,229.44,-6.08,3.37
-4726.6,6676.6,229.53,-5.87,3.45
-4729.9,6679.9,229.62,-5.81,3.56
-4733.6,6683.6,229.72,-5.64,3.7
-4737,6687,229.81,-5.66,3.78
-4740.3,6690.3,229.9,-5.2,3.85
-4744,6694,230,-5.4,3.73
-4747.4,6697.4,230.09,-5,3.79
-4750.8,6700.8,230.18,-5.26,3.67
-4754.3,6704.3,230.27,-5.97,3.11
-4758.1,6708.1,230.37,-6.38,2.63
-4761.9,6711.9,230.47,-6.78,2.59
-4765.7,6715.7,230.57,-6.23,3.21
-4769.5,6719.5,230.67,-6.45,2.84
-4773.3,6723.3,230.77,-6.65,2.84
-4777.1,6727.1,230.87,-5.81,3.21
-4780.9,6730.9,230.97,-5.04,3.69
-4784.6,6734.6,231.07,-4.94,3.72
-4788.3,6738.3,231.17,-5.33,3.53
-4792,6742,231.27,-6.16,3.37
-4795.7,6745.7,231.37,-6.45,3.07
-4799.4,6749.4,231.47,NA,NA
-4803.1,6753.1,231.57,-5.72,3.71
-4806.8,6756.8,231.67,-5.9,3.32
-4811.2,6761.2,231.79,-6.07,2.95
-4815.7,6765.7,231.91,-6.44,3.07
-4819.7,6769.7,232.02,-6.33,3.65
-4824.2,6774.2,232.14,-6.09,3.52
-4828.6,6778.6,232.26,-5.58,3.61
-4832.7,6782.7,232.37,-5.49,3.59
-4837.1,6787.1,232.49,-5.98,3.03
-4841.6,6791.6,232.61,-5.6,3.19
-4845.6,6795.6,232.72,-6.29,2.5
-4850.1,6800.1,232.84,-5.59,3.57
-4854.5,6804.5,232.96,-5.55,3.45
-4858.6,6808.6,233.07,-5.52,3.31
-4863,6813,233.19,-5.49,3.2
-4867.1,6817.1,233.3,-5.41,3.28
-4871.5,6821.5,233.42,-5.64,3.35
-4875.6,6825.6,233.53,-6.16,2.87
-4880.1,6830.1,233.65,-6.74,2.46
-4884.1,6834.1,233.76,-6.71,2.83
-4888.2,6838.2,233.87,-7.29,2.31
-4891.5,6841.5,233.96,-6.32,3.44
-4894.5,6844.5,234.04,-7.46,2.28
-4897.6,6847.6,234.12,-6.02,3.94
-4900.6,6850.6,234.2,-6.43,3.49
-4903.6,6853.6,234.28,-7.15,2.1
-4907.1,6857.1,234.37,-6.05,3.76
-4910.1,6860.1,234.45,-6.31,3.24
-4913.1,6863.1,234.53,-6.54,2.96
-4916.2,6866.2,234.61,NA,NA
-4919.2,6869.2,234.69,NA,NA
-4922.3,6872.3,234.77,NA,NA
-4926.8,6876.8,234.89,NA,NA
-4931.4,6881.4,235.01,-13.14,0.51
-4935.8,6885.8,235.13,-8.2,2.3
-4940.3,6890.3,235.25,-7.22,3.13
-4944.7,6894.7,235.37,-6.58,4
-4949.1,6899.1,235.49,-5.75,3.64
-4953.6,6903.6,235.61,-6.36,2.92
-4958,6908,235.73,-5.44,3.83
-4962.5,6912.5,235.85,-5.65,3.68
-4966.9,6916.9,235.97,-5.77,3.52
-4971.3,6921.3,236.09,-5.86,3.45
-4975.8,6925.8,236.21,-6.72,2.81
-4980.2,6930.2,236.33,-6.18,2.78
-4984.7,6934.7,236.45,-5.05,3.67
-4989.1,6939.1,236.57,-5.23,3.44
-4993.5,6943.5,236.69,-6.21,2.87
-4998,6948,236.81,-5.89,3.03
-5002.4,6952.4,236.93,-5.94,3.1
-5006.9,6956.9,237.05,-6.17,2.59
-5011.5,6961.5,237.17,-5.7,2.86
-5014.9,6964.9,237.26,-5.72,2.91
-5018.3,6968.3,237.35,-6.89,2.21
-5021.7,6971.7,237.44,-9.87,0.06
-5025.1,6975.1,237.53,-5.71,3.27
-5028.6,6978.6,237.62,-5.74,3.3
-5032,6982,237.71,-7.64,1.02
-5035.4,6985.4,237.8,-8.29,1.09
-5038.8,6988.8,237.89,-7.89,1.15
-5042.2,6992.2,237.98,-6.57,3.33
-5045.6,6995.6,238.07,-6.6,3.91
-5049.3,6999.3,238.17,-6.21,3.68
-5053,7003,238.27,-5.97,3.76
-5056.7,7006.7,238.37,-5.82,3.4
-5060.4,7010.4,238.47,-5.54,3.43
-5064.1,7014.1,238.57,-5.1,3.74
-5067.8,7017.8,238.67,-5.82,3.16
-5071.5,7021.5,238.77,-6.2,2.74
-5075.2,7025.2,238.87,-5.8,3.1
-5078.9,7028.9,238.97,-6.26,2.73
-5082.6,7032.6,239.07,-5.89,3.03
-5086.3,7036.3,239.17,-6.45,2.87
-5090,7040,239.27,-6.14,3.11
-5093.7,7043.7,239.37,-5.93,2.73
-5097.4,7047.4,239.47,-5.74,2.66
-5101.1,7051.1,239.57,-6.07,2.47
-5104.8,7054.8,239.67,-5.71,3.09
-5108.5,7058.5,239.77,NA,NA
-5112.2,7062.2,239.87,-5.52,3.11
-5115.9,7065.9,239.97,-5.54,3.22
-5119.6,7069.6,240.07,-5.43,3.06
-5123.7,7073.7,240.18,-5.67,2.86
-5127.7,7077.7,240.29,-5.76,3.02
-5131.8,7081.8,240.4,-5.95,3.04
-5135.9,7085.9,240.51,-6.01,3.06
-5139.9,7089.9,240.62,-6.03,3
-5144,7094,240.73,-5.95,3.37
-5148.1,7098.1,240.84,-6.19,3.46
-5152.2,7102.2,240.95,-5.38,3.83
-5156.3,7106.3,241.06,-5,3.67
-5160.5,7110.5,241.17,-5.2,3.43
-5164.3,7114.3,241.27,-5.43,3.1
-5168.1,7118.1,241.37,-5.87,2.88
-5171.9,7121.9,241.47,-6.62,2.66
-5175.7,7125.7,241.57,NA,NA
-5179.5,7129.5,241.67,-6.35,3.32
-5183.3,7133.3,241.77,-6.01,3.65
-5187.1,7137.1,241.87,-5.72,3.85
-5191.6,7141.6,241.99,-4.74,3.83
-5196.1,7146.1,242.11,-5.95,2.86
-5200.5,7150.5,242.23,-4.55,3.32
-5205,7155,242.35,-5.66,3.17
-5209.4,7159.4,242.47,-5.06,4.08
-5213.8,7163.8,242.59,-5.09,3.7
-5218.3,7168.3,242.71,-4.94,3.62
-5222.7,7172.7,242.83,-5.07,3.18
-5227.2,7177.2,242.95,-4.74,3.12
-5231.6,7181.6,243.07,-4.68,3.15
-5234.9,7184.9,243.16,-5.27,2.95
-5237.9,7187.9,243.24,-6.22,2.48
-5240.8,7190.8,243.32,-6,2.85
-5244.2,7194.2,243.41,-5.64,3.41
-5247.1,7197.1,243.49,-5.76,3.09
-5250.1,7200.1,243.57,-6.26,3.31
-5253.4,7203.4,243.66,-5.92,3.19
-5256.4,7206.4,243.74,-5.47,3.2
-5259.3,7209.3,243.82,-4.81,3.02
-5262.7,7212.7,243.91,-4.33,3.49
-5265.6,7215.6,243.99,-4.81,3.62
-5275.3,7225.3,244.07,-5.52,2.59
-5291.3,7241.3,244.19,-6.05,2.57
-5307.2,7257.2,244.31,-5.65,3.46
-5323.2,7273.2,244.43,-6.25,2.79
-5337.8,7287.8,244.54,-6.67,2.97
-5353.8,7303.8,244.66,-6.85,3.41
-5369.7,7319.7,244.78,-6.86,2.89
-5384.4,7334.4,244.89,-6.26,3.01
-5399.6,7349.6,245.01,-6.55,2.4
-5406.2,7356.2,245.13,-6.15,2.77
-5412.2,7362.2,245.24,-6.06,2.72
-5417.7,7367.7,245.34,-6.61,2.58
-5423.2,7373.2,245.44,-7.27,2.33
-5428.7,7378.7,245.54,-7.17,2.56
-5434.2,7384.2,245.64,-7.42,2.44
-5439.7,7389.7,245.74,-6.7,3.57
-5445.2,7395.2,245.84,-6.1,3.13
-5450.7,7400.7,245.94,-6.32,2.98
-5456.2,7406.2,246.04,-5.88,3.29
-5461.7,7411.7,246.14,-5.98,2.87
-5467.2,7417.2,246.24,-6.91,2.1
-5472.7,7422.7,246.34,-7,1.9
-5478.2,7428.2,246.44,-6.85,2.33
-5483.7,7433.7,246.54,-6.83,2.3
-5489.2,7439.2,246.64,-7.51,1.61
-5494.7,7444.7,246.74,-6.28,2.59
-5500.2,7450.2,246.84,-5.89,2.84
-5505.7,7455.7,246.94,NA,NA
-5511.2,7461.2,247.04,-6.57,2.22
-5516.8,7466.8,247.14,-6.3,2.81
-5522.4,7472.4,247.24,-6.1,2.6
-5528,7478,247.34,-6.41,2.03
-5534.2,7484.2,247.45,-6.97,1.57
-5540.4,7490.4,247.56,-6.16,2.49
-5546.5,7496.5,247.67,-7.22,1.6
-5552.1,7502.1,247.77,-6.53,2.35
-5558.3,7508.3,247.88,-7.08,1.42
-5564.4,7514.4,247.99,-6.71,2.46
-5570.5,7520.5,248.1,-6.11,2.72
-5576.6,7526.6,248.21,-5.52,3.42
-5582.1,7532.1,248.31,-5.5,2.86
-5588.1,7538.1,248.42,-5.14,3.16
-5594.2,7544.2,248.53,-5.09,2.7
-5600.2,7550.2,248.64,-4.71,2.6
-5605.7,7555.7,248.74,-4.58,2.93
