year (AD),age (BP),d18O (missing),d13C (missing)
-7683.77,9633.77,-10.26,-10.38
-7685.98,9635.98,-10.34,-10.62
-7688.18,9638.18,-10.31,-10.33
-7690.39,9640.39,-10.3,-10.26
-7692.59,9642.59,-10.47,-10.26
-7694.8,9644.8,-10.37,-10.27
-7697,9647,-10.32,-10.45
-7704.08,9654.08,-10.25,-10.27
-7711.15,9661.15,-10.42,-10.57
-7718.23,9668.23,-10.45,-10.29
-7725.3,9675.3,-10.59,-10.23
-7732.38,9682.38,-10.71,-10.34
-7739.45,9689.45,-10.5,-10.49
-7746.53,9696.53,-10.49,-10.71
-7753.6,9703.6,-10.5,-10.52
-7760.68,9710.68,-10.42,-10.35
-7767.75,9717.75,-10.45,-10.26
-7774.83,9724.83,-10.49,-10.54
-7781.9,9731.9,-10.35,-10.62
-7788.98,9738.98,-10.46,-10.73
-7796.05,9746.05,-10.48,-10.45
-7803.13,9753.13,-10.5,-10.55
-7810.2,9760.2,-10.5,-10.44
-7817.28,9767.28,-10.5,-10.53
-7824.35,9774.35,-10.37,-10.58
-7831.43,9781.43,-10.08,-10.34
-7838.5,9788.5,-9.89,-10.09
-7845.58,9795.58,-9.95,-10.16
-7852.65,9802.65,-10.03,-10.44
-7859.73,9809.73,-10.23,-10.78
-7866.8,9816.8,-10.1,-10.38
-7873.88,9823.88,-9.99,-10.25
-7880.95,9830.95,-10.17,-10.31
-7888.03,9838.03,-10.14,-10.36
-7895.1,9845.1,-10.19,-10.35
-7902.18,9852.18,-10.35,-10.41
-7909.25,9859.25,-10.42,-10.66
-7916.33,9866.33,-10.43,-10.81
-7923.4,9873.4,-10.39,-10.49
-7930.48,9880.48,-10.41,-10.56
-7937.55,9887.55,-10.47,-10.37
-7944.63,9894.63,-10.05,-9.66
-7951.7,9901.7,-10,-9.8
-7958.78,9908.78,-9.95,-9.8
-7965.85,9915.85,-9.78,-9.69
-7972.93,9922.93,-9.86,-9.81
-7980,9930,-10,-10.03
-7987.08,9937.08,-10.11,-9.99
-7994.15,9944.15,-10.09,-9.7
-8001.23,9951.23,-10.22,-10.08
-8008.3,9958.3,-10.35,-10.16
-8015.38,9965.38,-10.34,-10.23
-8022.45,9972.45,-10.42,-10.29
-8029.53,9979.53,-10.42,-10.26
-8036.6,9986.6,-10.52,-10.32
-8043.68,9993.68,-10.46,-10.48
-8050.8,10000.8,-10.43,-10.49
-8057.8,10007.8,-10.24,-10.15
-8064.9,10014.9,-10.42,-10.34
-8072,10022,-10.46,-10.09
-8079.1,10029.1,-10.38,-9.86
-8086.1,10036.1,-10.27,-9.91
-8093.2,10043.2,-10.32,-9.93
-8100.3,10050.3,-10.26,-9.88
-8107.4,10057.4,-10.3,-10.01
-8114.4,10064.4,-10.31,-10.08
-8121.5,10071.5,-10.39,-10.05
-8128.6,10078.6,-10.45,-10.37
-8135.7,10085.7,-10.49,-10.23
-8142.7,10092.7,-10.37,-10.48
-8149.8,10099.8,-10.36,-10.48
-8156.9,10106.9,-10.3,-10.65
-8164,10114,-10.34,-10.66
-8171,10121,-10.33,-10.66
-8178.1,10128.1,-10.53,-10.52
-8185.2,10135.2,-10.46,-10.46
-8192.3,10142.3,-10.62,-10.47
-8199.3,10149.3,-10.43,-10.32
-8206.4,10156.4,-10.38,-10.32
-8213.5,10163.5,-10.36,-10.14
-8220.6,10170.6,-10.5,-10.19
-8227.6,10177.6,-10.69,-10.31
-8234.7,10184.7,-10.42,-10.27
-8241.8,10191.8,-10.35,-10.19
-8248.9,10198.9,-10.35,-10.23
-8255.9,10205.9,-10.32,-10.43
-8263,10213,-10.4,-10.24
-8270.9,10220.9,-10.45,-10.33
-8278.8,10228.8,-10.65,-10.44
-8286.8,10236.8,-10.51,-10.54
-8294.7,10244.7,-10.5,-10.52
-8302.6,10252.6,-10.66,-10.7
-8310.5,10260.5,-10.7,-10.75
-8318.4,10268.4,-10.62,-10.66
-8326.4,10276.4,-10.34,-10.64
-8334.3,10284.3,-10.44,-10.61
-8342.2,10292.2,-10.36,-10.72
-8350.1,10300.1,-10.31,-10.52
-8358,10308,-10.42,-10.67
-8366,10316,-10.53,-10.67
-8373.9,10323.9,-10.45,-10.65
-8381.8,10331.8,-10.45,-10.61
-8389.7,10339.7,-10.53,-10.81
-8397.6,10347.6,-10.54,-10.81
-8405.6,10355.6,-10.49,-10.71
-8413.5,10363.5,-10.33,-10.51
-8421.4,10371.4,-10.46,-10.71
-8429.3,10379.3,-10.58,-10.62
-8437.2,10387.2,-10.48,-10.6
-8445.2,10395.2,-10.58,-10.38
-8453.1,10403.1,-10.48,-10.37
-8461,10411,-10.58,-10.46
-8468.9,10418.9,-10.78,-10.69
-8476.8,10426.8,-10.72,-10.71
-8484.7,10434.7,-10.68,-10.69
-8492.7,10442.7,-10.69,-10.73
-8500.6,10450.6,-10.53,-10.64
-8508.5,10458.5,-10.74,-10.53
-8516.4,10466.4,-10.97,-10.55
-8524.3,10474.3,-10.96,-10.45
-8532.3,10482.3,-10.72,-10.49
-8540.2,10490.2,-10.51,-10.53
-8548.1,10498.1,-10.7,-10.81
-8556,10506,-10.78,-10.59
-8563.9,10513.9,-10.88,-10.55
-8571.9,10521.9,-11,-10.5
-8579.8,10529.8,-11.05,-10.68
-8587.7,10537.7,-11.16,-10.51
-8595.6,10545.6,-11.2,-10.5
-8603.5,10553.5,-11.17,-10.62
-8611.5,10561.5,-10.91,-10.27
-8619.4,10569.4,-10.85,-10.36
-8627.3,10577.3,-10.87,-10.39
-8635.2,10585.2,-11.02,-10.43
-8643.1,10593.1,-10.88,-10.33
-8651.1,10601.1,-11.04,-10.19
-8659,10609,-10.8,-10.26
-8666.9,10616.9,-10.51,-10.09
-8674.8,10624.8,-10.49,-10.34
-8682.7,10632.7,-10.53,-10.38
-8690.7,10640.7,-10.61,-10.36
-8698.6,10648.6,-10.8,-10.32
-8706.5,10656.5,-10.86,-10.33
-8714.4,10664.4,-10.73,-10.31
-8722.3,10672.3,-10.54,-10.33
-8730.2,10680.2,-10.7,-10.31
-8738.2,10688.2,-10.7,-10.14
-8746.1,10696.1,-10.68,-10.29
-8754,10704,-10.65,-10.33
-8759.8,10709.8,-10.29,-10.5
-8765.6,10715.6,-10.32,-10.5
-8771.4,10721.4,-10.56,-10.39
-8777.2,10727.2,-10.56,-10.28
-8783,10733,-10.47,-10.35
-8788.8,10738.8,-10.36,-10.61
-8794.6,10744.6,-10.25,-10.66
-8800.4,10750.4,-10.87,-10.6
-8806.2,10756.2,-10.88,-10.54
-8812,10762,-10.77,-10.5
-8817.8,10767.8,-10.92,-10.5
-8823.6,10773.6,-10.69,-10.55
-8829.4,10779.4,-10.49,-10.44
-8835.2,10785.2,-10.49,-10.77
-8841,10791,-10.7,-10.83
-8846.8,10796.8,-10.83,-10.79
-8852.6,10802.6,-10.72,-10.83
-8858.4,10808.4,-11.32,-10.66
-8864.2,10814.2,-10.91,-10.68
-8870,10820,-10.6,-10.75
-8875.8,10825.8,-10.55,-10.79
-8881.6,10831.6,-10.59,-10.79
-8887.4,10837.4,-10.74,-10.5
-8893.2,10843.2,-10.81,-10.52
-8899,10849,-10.75,-10.66
-8904.8,10854.8,-10.82,-10.62
-8910.6,10860.6,-10.68,-10.47
-8916.4,10866.4,-10.77,-10.54
-8922.2,10872.2,-10.86,-10.66
-8928,10878,-10.81,-10.53
-8933.8,10883.8,-10.91,-10.74
-8939.6,10889.6,-10.9,-10.94
-8945.4,10895.4,-10.96,-10.96
-8951.2,10901.2,-10.96,-10.97
-8957,10907,-11.03,-10.83
-8962.8,10912.8,-10.88,-10.85
-8968.6,10918.6,-10.8,-10.93
-8974.4,10924.4,-10.93,-10.87
-8980.2,10930.2,-11.15,-10.93
-8986,10936,-11.06,-10.95
-8991.8,10941.8,-11.13,-11.03
-8997.6,10947.6,-11.21,-11.1
-9003.4,10953.4,-11.29,-11.07
-9009.2,10959.2,-11.11,-10.94
-9015,10965,-11.02,-11.11
-9020.8,10970.8,-11.23,-11.06
-9026.6,10976.6,-11.3,-11.06
-9032.4,10982.4,-11.29,-11.14
-9038.2,10988.2,-11.16,-11.2
-9044,10994,-11.08,-11.06
-9061.8,11011.8,-11.31,-11.1
-9079.7,11029.7,-11.19,-11.15
-9097.5,11047.5,-11.27,-11.29
-9115.3,11065.3,-11.25,-11.27
-9133.2,11083.2,-11.34,-11.21
-9151,11101,-10.92,-11.17
-9168.8,11118.8,-11.03,-11.14
-9186.7,11136.7,-11.04,-11.22
-9204.5,11154.5,-11.07,-11.11
-9222.3,11172.3,-11.1,-11.03
-9240.2,11190.2,-11.25,-10.85
-9258,11208,-11.22,-10.84
-9275.8,11225.8,-11.25,-11.03
-9293.7,11243.7,-11.37,-11.18
-9311.5,11261.5,-11.23,-11.04
-9329.3,11279.3,-11.12,-11.17
-9347.2,11297.2,-11.02,-11.11
-9365,11315,-11.12,-10.93
-9392.2,11342.2,-11.11,-11.02
-9419.4,11369.4,-11.02,-10.65
-9446.6,11396.6,-11.23,-10.26
-9473.8,11423.8,-11.42,-10.03
-9501.1,11451.1,-11.4,-9.71
-9528.3,11478.3,-11.4,-10.1
-9555.5,11505.5,-11.55,-10.28
-9582.7,11532.7,-11.56,-10.21
-9609.9,11559.9,-11.19,-10.24
-9637.1,11587.1,-11.15,-10.43
-9664.3,11614.3,-11.31,-10.58
-9691.5,11641.5,-11.22,-10.48
-9718.7,11668.7,-11.42,-10.27
-9746,11696,-11.69,-9.96
-9773.2,11723.2,-11.76,-10.05
-9800.4,11750.4,-11.89,-10.09
-9827.6,11777.6,-11.9,-10.05
-9854.8,11804.8,-11.9,-9.57
-9882,11832,-12.06,-9.24
-9910.5,11860.5,-12.07,-9.37
-9938.9,11888.9,-12.12,-9.4
-9967.4,11917.4,-12.16,-9.36
-9995.9,11945.9,-12.11,-9.3
-10024.3,11974.3,-11.95,-9.38
-10052.8,12002.8,-11.93,-9.56
-10081.2,12031.2,-12.07,-9.37
-10109.7,12059.7,-12.16,-9.23
-10138.2,12088.2,-12.1,-9.19
-10166.6,12116.6,-12.15,-8.8
-10195.1,12145.1,-12.1,-8.6
-10223.5,12173.5,-11.8,-8.72
-10252,12202,-11.9,-8.58
-10263.7,12213.7,-11.86,-8.71
-10275.4,12225.4,-11.83,-8.66
-10287.1,12237.1,-11.83,-8.77
-10298.9,12248.9,-11.92,-8.64
-10310.6,12260.6,-12.03,-8.85
-10322.3,12272.3,-11.94,-8.83
-10334,12284,-12.13,-8.84
-10345.7,12295.7,-12.33,-8.97
-10357.4,12307.4,-12.32,-8.88
-10369.1,12319.1,-12.19,-9.01
-10380.8,12330.8,-11.89,-8.76
-10392.5,12342.5,-11.93,-8.79
-10404.3,12354.3,-12.07,-8.74
-10416,12366,-12.08,-8.66
-10427.7,12377.7,-12.02,-8.53
-10439.4,12389.4,-12.1,-8.87
-10451.1,12401.1,-12.04,-8.7
-10462.8,12412.8,-11.99,-8.77
-10474.5,12424.5,-12.03,-8.79
-10486.2,12436.2,-12.23,-8.59
-10498,12448,-12.12,-8.67
-10509.7,12459.7,-12.16,-8.77
-10521.4,12471.4,-12.18,-8.65
-10533.1,12483.1,-12.23,-8.87
-10544.8,12494.8,-12.36,-8.83
-10556.5,12506.5,-12.35,-8.59
-10568.2,12518.2,-12.42,-8.85
-10579.9,12529.9,-12.19,-8.77
-10591.6,12541.6,-12.31,-8.91
-10603.4,12553.4,-12.27,-8.58
-10615.1,12565.1,-12.09,-8.59
-10626.8,12576.8,-11.9,-8.75
-10638.5,12588.5,-11.92,-8.96
-10650.2,12600.2,-12.06,-8.64
-10661.9,12611.9,-12.19,-8.72
-10673.6,12623.6,-12.27,-8.8
-10685.3,12635.3,-12.21,-8.78
-10697.1,12647.1,-12.34,-8.8
-10708.8,12658.8,-12.34,-8.69
-10720.5,12670.5,-12.28,-8.47
-10732.2,12682.2,-12.39,-8.46
-10743.9,12693.9,-12.4,-8.52
-10755.6,12705.6,-12.46,-8.62
-10767.3,12717.3,-12.5,-8.77
-10779,12729,-12.5,-8.79
-10790.8,12740.8,-12.4,-8.88
-10802.5,12752.5,-12.17,-8.78
-10814.2,12764.2,-12.26,-8.71
-10825.9,12775.9,-12.62,-8.95
-10837.6,12787.6,-12.67,-8.89
-10849.3,12799.3,-12.54,-9.1
-10861,12811,-12.54,-9.08
-10872.7,12822.7,-12.58,-9.14
-10884.4,12834.4,-12.58,-8.9
-10896.2,12846.2,-12.48,-8.96
-10907.9,12857.9,-12.31,-9.03
-10919.6,12869.6,-12.13,-9.16
-10931.3,12881.3,-12.05,-9.43
-10943,12893,-11.83,-9.66
-10950,12900,-11.97,-9.8
-10957,12907,-12.15,-9.89
-10964,12914,-12.06,-9.77
-10971,12921,-12.22,-9.95
-10978,12928,-12.24,-10.05
-10985,12935,-12.19,-9.92
-10992,12942,-12.13,-9.87
-10999,12949,-12.08,-9.87
-11006,12956,-12.03,-10.28
-11014,12964,-12.05,-10.01
-11021.9,12971.9,-12.14,-9.87
-11029.8,12979.8,-12.07,-10.08
-11037.8,12987.8,-11.86,-10.18
-11045.7,12995.7,-11.64,-10.19
-11053.7,13003.7,-11.54,-10.17
-11061.6,13011.6,-11.49,-10.19
-11069.6,13019.6,-11.48,-10.21
-11077.5,13027.5,-11.59,-10.28
-11085.5,13035.5,-11.63,-10.22
-11093.4,13043.4,-11.53,-10.17
-11101.4,13051.4,-11.58,-10.23
-11109.3,13059.3,-11.32,-10.23
-11117.2,13067.2,-11.43,-10.35
-11125.2,13075.2,-11.42,-10.43
-11133.1,13083.1,-11.62,-10.39
-11141.1,13091.1,-11.59,-10.12
-11149,13099,-11.52,-10.14
-11157,13107,-11.69,-10.02
-11164.9,13114.9,-11.79,-10.11
-11172.9,13122.9,-11.92,-10.27
-11180.8,13130.8,-11.95,-10.07
-11188.8,13138.8,-12.2,-9.86
-11196.7,13146.7,-12.27,-9.75
-11204.7,13154.7,-12.21,-9.79
-11212.6,13162.6,-12.21,-9.89
-11220.5,13170.5,-12.31,-9.94
-11228.5,13178.5,-12.45,-9.7
-11236.4,13186.4,-12.37,-9.92
-11244.4,13194.4,-12.23,-9.91
-11252.3,13202.3,-12.12,-10.1
-11260.3,13210.3,-12.34,-10.32
-11268.2,13218.2,-12.32,-10.16
-11276.2,13226.2,-12.22,-10.13
-11284.1,13234.1,-12.44,-10.09
-11292.1,13242.1,-12.26,-9.87
-11300,13250,-12.24,-9.97
-11305.6,13255.6,-12.38,-10.03
-11311.3,13261.3,-12.61,-9.86
-11316.9,13266.9,-12.61,-9.96
-11322.5,13272.5,-12.37,-10.15
-11328.2,13278.2,-12.27,-10.05
-11333.8,13283.8,-12.22,-10.11
-11339.4,13289.4,-12.24,-10.34
-11345.1,13295.1,-12.11,-10.35
-11350.7,13300.7,-11.93,-10.36
-11356.3,13306.3,-12.16,-10.6
-11362,13312,-12.03,-10.39
-11367.6,13317.6,-12,-10.64
-11373.2,13323.2,-11.9,-10.65
-11378.8,13328.8,-11.95,-10.86
-11384.5,13334.5,-12.07,-10.7
-11390.1,13340.1,-12.01,-10.57
-11395.7,13345.7,-11.97,-10.61
-11401.4,13351.4,-11.95,-10.57
-11407,13357,-11.85,-10.27
-11415.8,13365.8,-11.89,-10.45
-11424.6,13374.6,-11.85,-10.44
-11433.4,13383.4,-11.84,-10.6
-11442.1,13392.1,-11.99,-10.49
-11450.9,13400.9,-11.97,-10.45
-11459.7,13409.7,-11.95,-10.37
-11468.5,13418.5,-11.94,-10.41
-11477.3,13427.3,-12.1,-10.57
-11486,13436,-12,-10.52
-11494.8,13444.8,-12.22,-10.58
-11503.6,13453.6,-12.15,-10.51
-11512.4,13462.4,-12.21,-10.48
-11521.2,13471.2,-12.13,-10.43
-11530,13480,-12.04,-10.4
-11538.7,13488.7,-11.99,-10.45
-11547.5,13497.5,-12.08,-10.42
-11556.3,13506.3,-11.83,-10.49
-11565.1,13515.1,-12,-10.39
-11573.9,13523.9,-11.96,-10.53
-11582.6,13532.6,-12.02,-10.47
-11591.4,13541.4,-11.98,-10.39
-11600.2,13550.2,-12.25,-10.39
-11609,13559,-12.11,-10.36
-11617.8,13567.8,-11.87,-10.33
-11626.6,13576.6,-12.18,-10.33
-11635.3,13585.3,-12.17,-10.28
-11644.1,13594.1,-11.95,-10.25
-11652.9,13602.9,-12.1,-10.11
-11661.7,13611.7,-12.16,-10.09
-11670.5,13620.5,-12.3,-9.96
-11679.3,13629.3,-12.29,-9.99
-11688,13638,-12.08,-10.05
-11696.8,13646.8,-11.99,-10.17
-11705.6,13655.6,-12.01,-10.26
-11714.4,13664.4,-11.98,-10.39
-11723.2,13673.2,-12.15,-10.36
-11731.9,13681.9,-12.13,-10.28
-11740.7,13690.7,-12.09,-10.24
-11749.5,13699.5,-12.18,-10.13
-11758.3,13708.3,-12.14,-10.17
-11767.1,13717.1,-12.33,-10.24
-11775.9,13725.9,-12.16,-10.07
-11784.6,13734.6,-12.11,-10.2
-11793.4,13743.4,-11.85,-10.15
-11802.2,13752.2,-11.77,-10.36
-11811,13761,-11.88,-10.51
-11819.8,13769.8,-11.86,-10.4
-11828.5,13778.5,-11.89,-10.56
-11837.3,13787.3,-12.12,-10.41
-11846.1,13796.1,-12.25,-10.18
-11854.9,13804.9,-12.16,-10.19
-11863.7,13813.7,-12.17,-10.41
-11872.5,13822.5,-11.9,-10.24
-11881.2,13831.2,-11.85,-10.01
-11890,13840,-12,-10.29
-11898.8,13848.8,-12.26,-10.13
-11907.6,13857.6,-12.23,-10.32
-11916.4,13866.4,-12.23,-10.29
-11925.2,13875.2,-12.12,-10.1
-11933.9,13883.9,-12.13,-10.42
-11942.7,13892.7,-11.65,-10.42
-11951.5,13901.5,-11.34,-10.48
-11960.3,13910.3,-11.7,-10.5
-11969.1,13919.1,-11.94,-10.54
-11977.8,13927.8,-11.98,-10.61
-11986.6,13936.6,-12.09,-10.68
-11995.4,13945.4,-11.99,-10.63
-12004.2,13954.2,-11.91,-10.5
-12013,13963,-11.88,-10.56
-12021.8,13971.8,-12.03,-10.69
-12030.5,13980.5,-12.13,-10.54
-12039.3,13989.3,-12.32,-10.3
-12048.1,13998.1,-12.18,-10.17
-12056.9,14006.9,-12.14,-10.2
-12065.7,14015.7,-12.15,-10.19
-12074.5,14024.5,-12.07,-10.08
-12083.2,14033.2,-11.97,-9.96
-12092,14042,-11.98,-10.14
-12100.8,14050.8,-12.09,-10.04
-12109.6,14059.6,-12.22,-9.92
-12118.4,14068.4,-12.14,-9.97
-12127.1,14077.1,-12.2,-9.96
-12135.9,14085.9,-12.19,-10.12
-12144.7,14094.7,-12.39,-10.19
-12153.5,14103.5,-12.41,-10.26
-12162.3,14112.3,-12.44,-10.2
-12171.1,14121.1,-12.34,-10.26
-12179.8,14129.8,-12.38,-10.11
-12188.6,14138.6,-12.63,-10.06
-12197.4,14147.4,-12.78,-9.85
-12206.2,14156.2,-12.86,-9.82
-12215,14165,-12.55,-9.8
-12223.7,14173.7,-12.63,-9.49
-12232.5,14182.5,-12.66,-9.31
-12241.3,14191.3,-12.66,-9.43
-12250.1,14200.1,-12.67,-9.41
-12258.9,14208.9,-12.71,-9.51
-12267.7,14217.7,-12.71,-9.37
-12276.4,14226.4,-12.57,-9.33
-12285.2,14235.2,-12.63,-9.44
-12294,14244,-12.62,-9.67
-12299.2,14249.2,-12.48,-9.7
-12304.4,14254.4,-12.15,-9.69
-12309.6,14259.6,-12.16,-10.03
-12314.8,14264.8,-12.36,-10.18
-12320,14270,-12.24,-10.13
-12325.2,14275.2,-12.08,-10.05
-12330.4,14280.4,-12.18,-10.15
-12335.6,14285.6,-12.29,-10.26
-12340.8,14290.8,-12.23,-10.44
-12346,14296,-12.2,-10.4
-12351.3,14301.3,-12.13,-10.27
-12356.5,14306.5,-12.03,-10.3
-12361.7,14311.7,-12.22,-10.26
-12366.9,14316.9,-12.21,-9.98
-12372.1,14322.1,-12.34,-10.28
-12377.3,14327.3,-12.33,-10.27
-12382.5,14332.5,-12.19,-10.23
-12387.7,14337.7,-12.29,-10.46
-12392.9,14342.9,-12.21,-10.27
-12398.1,14348.1,-12.36,-10.19
-12403.3,14353.3,-12.46,-9.95
-12408.5,14358.5,-12.6,-9.86
-12413.7,14363.7,-12.56,-9.83
-12418.9,14368.9,-12.49,-10
-12424.1,14374.1,-12.52,-10.11
-12429.3,14379.3,-12.6,-9.85
-12434.5,14384.5,-12.72,-9.72
-12439.7,14389.7,-12.53,-9.89
-12444.9,14394.9,-12.25,-10.03
-12450.1,14400.1,-12.55,-10.07
-12455.3,14405.3,-12.77,-9.99
-12460.5,14410.5,-12.77,-9.94
-12465.7,14415.7,-12.56,-9.85
-12470.9,14420.9,-12.44,-9.81
-12476.2,14426.2,-12.51,-10.2
-12481.4,14431.4,-12.73,-10.13
-12486.6,14436.6,-12.57,-10.05
-12491.8,14441.8,-12.6,-10.04
-12497,14447,-12.64,-10.09
-12502.2,14452.2,-12.43,-10.17
-12507.4,14457.4,-12.45,-10.03
-12512.6,14462.6,-12.62,-10.02
-12517.8,14467.8,-12.78,-9.89
-12523,14473,-12.73,-9.94
-12528.2,14478.2,-12.63,-9.94
-12533.4,14483.4,-12.64,-9.84
-12538.6,14488.6,-12.54,-9.99
-12543.8,14493.8,-12.48,-9.99
-12549,14499,-12.62,-10.01
-12554.2,14504.2,-12.66,-9.92
-12559.4,14509.4,-12.7,-9.87
-12564.6,14514.6,-12.78,-9.86
-12569.8,14519.8,-12.84,-9.91
-12575,14525,-12.79,-9.81
-12580.2,14530.2,-12.77,-9.8
-12585.4,14535.4,-12.5,-9.78
-12590.6,14540.6,-12.73,-9.58
-12595.8,14545.8,-12.61,-9.39
-12601.1,14551.1,-12.53,-9.45
-12606.3,14556.3,-12.8,-9.48
-12611.5,14561.5,-12.72,-9.49
-12616.7,14566.7,-12.61,-9.47
-12621.9,14571.9,-12.6,-9.72
-12627.1,14577.1,-12.6,-9.72
-12632.3,14582.3,-12.37,-9.62
-12637.5,14587.5,-12.38,-9.78
-12644.9,14594.9,-12.36,-9.75
-12652.2,14602.2,-12.33,-9.44
-12659.6,14609.6,-12.06,-9.48
-12667,14617,-12.08,-9.65
-12674.3,14624.3,-12.14,-9.64
-12681.7,14631.7,-12.25,-9.58
-12689.1,14639.1,-12.51,-9.49
-12696.4,14646.4,-12.51,-9.56
-12703.8,14653.8,-12.41,-9.46
-12711.2,14661.2,-12.6,-9.31
-12718.5,14668.5,-12.78,-9.16
-12725.9,14675.9,-13.16,-8.99
-12733.3,14683.3,-13.35,-9
-12740.6,14690.6,-13.22,-9.08
-12748,14698,-13.19,-8.97
-12781.3,14731.3,-13.11,-8.44
-12814.6,14764.6,-13.18,-8.47
-12847.9,14797.9,-13.2,-8.37
-12881.1,14831.1,-13.25,-7.9
-12914.4,14864.4,-13.21,-7.82
-12947.7,14897.7,-13.16,-8.28
-12981,14931,-13.11,-8.31
-13037.2,14987.2,-13.2,-8.1
-13093.3,15043.3,-13.2,-7.93
-13149.5,15099.5,-13.37,-8.22
-13205.7,15155.7,-13.57,-8.21
-13261.8,15211.8,-13.75,-8.18
-13318,15268,-13.74,-8.28
-13374.2,15324.2,-13.66,-8.27
-13430.3,15380.3,-13.78,-8.2
-13486.5,15436.5,-13.97,-8.17
-13542.7,15492.7,-13.87,-7.97
-13598.8,15548.8,-13.56,-7.82
-13655,15605,-13.36,-7.9
-13711.2,15661.2,-13.17,-7.88
-13767.3,15717.3,-13.31,-8.06
-13823.5,15773.5,-13.52,-8.08
-13879.7,15829.7,-13.53,-7.93
-13935.8,15885.8,-13.57,-7.64
-13992,15942,-13.54,-7.64
-14048.2,15998.2,-13.36,-7.51
-14104.3,16054.3,-13.31,-7.5
-14160.5,16110.5,-13.26,-7.56
-14216.7,16166.7,-13.17,-7.37
-14272.8,16222.8,-13.05,-7.06
-14329,16279,-13.1,-7.15
-14385.2,16335.2,-13.04,-6.97
-14441.3,16391.3,-13.21,-7.26
-14497.5,16447.5,-13.1,-7.16
-14553.7,16503.7,-13.04,-7.36
-14609.8,16559.8,-13.06,-7.1
-14666,16616,-12.94,-7.09
-14722.2,16672.2,-12.94,-7.33
-14778.3,16728.3,-12.86,-7.3
-14834.5,16784.5,-12.83,-7.04
-14890.7,16840.7,-12.64,-6.47
-14946.8,16896.8,-12.79,-6.78
-15003,16953,-12.88,-6.89
-15027.4,16977.4,-12.99,-7.09
-15051.9,17001.9,-13.09,-7.12
-15076.3,17026.3,-13.09,-7.07
-15100.7,17050.7,-13.1,-7.12
-15125.1,17075.1,-13.04,-6.96
-15149.6,17099.6,-13.13,-6.99
-15174,17124,-13.16,-6.6
-15198.4,17148.4,-13.14,-6.22
-15222.9,17172.9,-13.21,-6.94
-15247.3,17197.3,-13.12,-6.93
-15271.7,17221.7,-13.15,-7.28
-15296.1,17246.1,-13.09,-6.99
-15320.6,17270.6,-13.15,-6.87
-15345,17295,-13.04,-6.78
-15364.5,17314.5,-13.09,-7.09
-15384,17334,-13.15,-6.78
-15403.5,17353.5,-12.93,-6.62
-15423,17373,-12.72,-6.74
-15442.5,17392.5,-12.61,-6.74
-15462,17412,-12.52,-6.85
-15481.5,17431.5,-12.66,-7.11
-15501,17451,-12.92,-7.05
-15520.5,17470.5,-12.91,-7.06
-15540,17490,-12.94,-7.18
-15559.5,17509.5,-12.89,-7.2
-15579,17529,-12.88,-7.1
-15598.5,17548.5,-12.93,-7.23
-15618,17568,-12.94,-7.22
-15637.5,17587.5,-12.79,-6.77
-15657,17607,-12.75,-6.7
-15676.5,17626.5,-12.78,-6.37
-15696,17646,-12.81,-6.78
-15715.5,17665.5,-12.75,-7.03
-15735,17685,-12.77,-7.01
-15754.5,17704.5,-12.87,-6.65
-15774,17724,-12.88,-6.35
-15793.5,17743.5,-12.84,-6.44
-15813,17763,-12.83,-6.68
-15832.5,17782.5,-12.86,-7.34
-15852,17802,-12.95,-7.5
-15871.5,17821.5,-13.01,-7.3
-15891,17841,-12.92,-7.17
-15910.5,17860.5,-12.94,-6.81
-15930,17880,-12.85,-6.7
-15949.5,17899.5,-13.01,-6.79
-15969,17919,-12.9,-6.94
-15988.5,17938.5,-12.7,-7.2
-16008,17958,-12.71,-7.15
-16027.5,17977.5,-12.71,-6.88
-16047,17997,-12.63,-6.76
-16066.5,18016.5,-12.64,-6.79
-16086,18036,-12.65,-6.82
-16105.5,18055.5,-12.73,-7.08
-16125,18075,-12.83,-7.4
-16144.5,18094.5,-12.89,-7.31
-16164,18114,-12.86,-7.36
-16183.5,18133.5,-12.88,-7.12
-16203,18153,-12.8,-7.05
-16222.5,18172.5,-12.91,-7.5
-16242,18192,-12.96,-7.66
-16261.5,18211.5,-12.98,-7.57
-16281,18231,-12.91,-7.45
-16300.5,18250.5,-12.79,-7.15
-16320,18270,-12.62,-7.32
-16339.5,18289.5,-12.54,-7.26
-16359,18309,-12.62,-7.16
-16378.5,18328.5,-12.62,-6.96
-16398,18348,-12.6,-7.02
-16417.5,18367.5,-12.78,-7.07
-16437,18387,-12.82,-7.12
-16456.5,18406.5,-12.84,-6.95
-16476,18426,-12.75,-7.02
-16495.5,18445.5,-12.66,-7.13
-16515,18465,-12.61,-7.23
-16534.5,18484.5,-12.62,-7.1
-16554,18504,-12.77,-7.13
-16573.5,18523.5,-12.76,-7.23
-16593,18543,-12.59,-7.04
-16612.5,18562.5,-12.41,-6.99
-16632,18582,-12.4,-7.23
-16651.5,18601.5,-12.53,-7.55
-16671,18621,-12.67,-7.54
-16690.5,18640.5,-12.71,-7.37
-16710,18660,-12.66,-7.29
-16729.5,18679.5,-12.73,-7.37
-16749,18699,-12.69,-7.45
-16768.5,18718.5,-12.71,-7.17
-16788,18738,-12.7,-7.25
-16807.5,18757.5,-12.61,-7.22
-16827,18777,-12.59,-7.22
