age (BP) [1-1],d13C (permil) [1-1],C/N (unitless) [1-1],TOC (mg/g) [1-1],MS (unitless) [1-1],SE (cm yr-1) [1-1],BSi (mg/g) [1-1],age (BP) [2-1],PC1 (unitless) [2-1]
2992,NA,NA,NA,NA,0.235,NA,NA,NA
2993,-26.669,9.782,13.666,683.732,0.233,NA,NA,NA
2995,NA,NA,NA,NA,0.231,NA,NA,NA
2996,NA,NA,9.084,689.646,0.229,54.295,NA,NA
2998,NA,NA,NA,NA,0.227,NA,NA,NA
3000,NA,NA,10.398,704.367,0.225,36.006,NA,NA
3001,NA,NA,NA,NA,0.223,NA,NA,NA
3003,-26.171,10.583,10.901,716.985,0.221,NA,NA,NA
3005,NA,NA,NA,NA,0.219,NA,NA,NA
3007,-26.525,10.339,10.838,710.151,0.217,NA,NA,NA
3009,NA,NA,NA,NA,0.215,NA,NA,NA
3012,NA,NA,8.895,687.806,0.213,68.321,NA,NA
3014,NA,NA,NA,NA,0.204,NA,NA,NA
3016,-27.058,9.819,9.223,674.4,0.194,NA,NA,NA
3019,NA,NA,NA,NA,0.189,NA,NA,NA
3022,NA,NA,11.23,678.08,0.188,73.941,NA,NA
3024,NA,NA,NA,NA,0.187,NA,NA,NA
3027,-27.312,9.106,9.619,693.195,0.186,NA,NA,NA
3030,NA,NA,NA,NA,0.193,NA,NA,NA
3032,NA,NA,8.529,712.122,0.186,51.17,NA,NA
3035,NA,NA,NA,NA,0.185,NA,NA,NA
3038,-27.218,9.072,9.606,729.077,0.183,NA,NA,NA
3040,NA,NA,NA,NA,0.181,NA,NA,NA
3043,-27.21,9.612,8.403,743.273,0.18,99.6,NA,NA
3046,NA,NA,NA,NA,0.178,NA,NA,NA
3049,NA,NA,11.651,761.805,0.177,NA,NA,NA
3051,NA,NA,NA,NA,0.175,NA,NA,NA
3054,NA,NA,7.378,787.698,0.174,51.63,NA,NA
3057,NA,NA,NA,NA,0.172,NA,NA,NA
3060,-27.258,8.728,6.94,812.671,0.171,NA,NA,NA
3063,NA,NA,NA,NA,0.169,NA,NA,NA
3066,NA,NA,8.284,823.449,0.168,51.376,NA,NA
3069,NA,NA,NA,NA,0.166,NA,NA,NA
3072,-27.06,9.511,14.956,824.369,0.164,NA,NA,NA
3075,NA,NA,NA,NA,0.163,NA,NA,NA
3078,NA,NA,8.296,822.397,0.162,68.415,NA,NA
3081,NA,NA,NA,NA,0.159,NA,NA,NA
3084,-27.078,9.003,8.171,821.335,0.157,NA,NA,NA
3088,NA,NA,NA,NA,0.155,NA,NA,NA
3091,NA,NA,8.71,823.174,0.153,61.469,NA,NA
3094,NA,NA,NA,NA,0.151,NA,NA,NA
3097,-27.271,9.421,8.803,828.561,0.149,NA,NA,NA
3101,NA,NA,NA,NA,0.147,NA,NA,NA
3104,-27.255,9.259,8.124,834.737,0.145,NA,NA,NA
3108,NA,NA,NA,NA,0.144,NA,NA,NA
3111,NA,NA,7.637,834.605,0.142,63.339,NA,NA
3115,NA,NA,NA,NA,0.14,NA,NA,NA
3118,NA,NA,9.578,826.59,0.138,62.151,NA,NA
3122,NA,NA,NA,NA,0.136,NA,NA,NA
3125,-27.131,9.367,7.298,816.21,0.134,NA,NA,NA
3129,NA,NA,NA,NA,0.132,NA,NA,NA
3133,NA,NA,8.573,808.59,0.13,45.434,NA,NA
3137,NA,NA,NA,NA,0.128,NA,NA,NA
3141,-27.162,9.455,8.425,802.808,0.126,NA,NA,NA
3145,NA,NA,NA,NA,0.124,NA,NA,NA
3149,NA,NA,9.164,802.94,0.123,76.958,NA,NA
3153,NA,NA,NA,NA,0.121,NA,NA,NA
3157,-27.118,9.415,7.651,811.218,0.119,NA,NA,NA
3161,NA,NA,NA,NA,0.122,NA,NA,NA
3165,NA,NA,8.14,822.123,0.116,51.36,NA,NA
3169,NA,NA,NA,NA,0.114,NA,NA,NA
3174,-27.357,9.819,7.041,829.218,0.112,NA,NA,NA
3178,NA,NA,NA,NA,0.111,NA,NA,NA
3183,-27.172,9.861,7.196,830.138,0.109,70.2,NA,NA
3187,NA,NA,NA,NA,0.107,NA,NA,NA
3192,NA,NA,8.408,823.043,0.105,NA,NA,NA
3197,NA,NA,NA,NA,0.104,NA,NA,NA
3202,NA,NA,8.526,811.086,0.102,64.742,NA,NA
3207,NA,NA,NA,NA,0.1,NA,NA,NA
3211,-27.285,9.001,8.427,798.472,0.096,NA,NA,NA
3217,NA,NA,NA,NA,0.093,NA,NA,NA
3222,NA,NA,8.868,786.516,0.09,65.964,NA,NA
3228,NA,NA,NA,NA,0.087,NA,NA,NA
3233,-27.546,8.6,7.787,772.982,0.085,NA,NA,NA
3239,NA,NA,NA,NA,0.083,NA,NA,NA
3245,NA,NA,16.349,756.821,0.081,80.505,NA,NA
3251,NA,NA,NA,NA,0.08,NA,NA,NA
3258,-27.235,9.833,18.048,744.207,0.078,NA,NA,NA
3264,NA,NA,NA,NA,0.077,NA,NA,NA
3271,NA,NA,9.306,744.601,0.076,64.469,NA,NA
3277,NA,NA,NA,NA,0.075,NA,NA,NA
3284,-27.608,9.517,10.364,755.77,0.074,NA,NA,NA
3291,NA,NA,NA,NA,0.073,NA,NA,NA
3297,-27.345,9.251,8.032,769.428,0.073,NA,NA,NA
3304,NA,NA,NA,NA,0.072,NA,NA,NA
3311,NA,NA,8.349,782.046,0.072,66.361,NA,NA
3318,NA,NA,NA,NA,0.072,NA,NA,NA
3325,NA,NA,7.913,791.115,0.072,56.76,NA,NA
3332,NA,NA,NA,NA,0.072,NA,NA,NA
3339,-27.072,10.709,14.965,798.213,0.072,NA,NA,NA
3346,NA,NA,NA,NA,0.072,NA,NA,NA
3353,NA,NA,8.899,806.231,0.073,55.354,NA,NA
3360,NA,NA,NA,NA,0.073,NA,NA,NA
3366,-27.058,9.51,8.8,813.065,0.074,NA,NA,NA
3373,NA,NA,NA,NA,0.075,NA,NA,NA
3380,NA,NA,7.446,817.008,0.075,60.054,NA,NA
3386,NA,NA,NA,NA,0.076,NA,NA,NA
3393,-27.021,8.987,7.845,818.06,0.077,NA,NA,NA
3400,NA,NA,NA,NA,0.08,NA,NA,NA
3406,NA,NA,7.915,816.22,0.08,61.334,NA,NA
3412,NA,NA,NA,NA,0.082,NA,NA,NA
3418,-27.121,10.118,9.875,815.694,0.084,NA,NA,NA
3424,NA,NA,NA,NA,0.086,NA,NA,NA
3430,-26.493,10.699,11.377,820.557,0.088,89.9,NA,NA
3436,NA,NA,NA,NA,0.091,NA,NA,NA
3441,NA,NA,9.099,829.495,0.094,NA,NA,NA
3446,NA,NA,NA,NA,0.097,NA,NA,NA
3452,NA,NA,7.006,839.878,0.101,57.687,NA,NA
3457,NA,NA,NA,NA,0.105,NA,NA,NA
3461,-26.904,9.926,8.545,847.239,0.11,NA,NA,NA
3466,NA,NA,NA,NA,0.116,NA,NA,NA
3470,NA,NA,7.223,846.056,0.123,63.293,NA,NA
3474,NA,NA,NA,NA,0.127,NA,NA,NA
3478,-27.042,9.214,8.564,834.358,0.135,NA,NA,NA
3482,NA,NA,NA,NA,0.142,NA,NA,NA
3485,NA,NA,9.154,817.403,0.15,66.285,NA,NA
3489,NA,NA,NA,NA,0.158,NA,NA,NA
3492,-27.548,9.258,9.644,804.916,0.165,NA,NA,NA
3495,NA,NA,NA,NA,0.171,NA,NA,NA
3498,NA,NA,8.97,805.573,0.17,69.196,NA,NA
3501,NA,NA,NA,NA,0.183,NA,NA,NA
3503,-27.062,9.262,9.139,818.06,0.191,NA,NA,NA
3506,NA,NA,NA,NA,0.198,NA,NA,NA
3509,-27.001,9.401,8.446,833.044,0.183,NA,NA,NA
3511,NA,NA,NA,NA,0.2,NA,NA,NA
3514,NA,NA,9.725,842.113,0.2,76.627,NA,NA
3516,NA,NA,NA,NA,0.197,NA,NA,NA
3519,NA,NA,7.642,845.004,0.202,64.208,NA,NA
3521,NA,NA,NA,NA,0.204,NA,NA,NA
3524,-27.381,8.816,7.309,846.056,0.181,NA,NA,NA
3527,NA,NA,NA,NA,0.187,NA,NA,NA
3529,NA,NA,6.751,845.004,0.185,48.671,NA,NA
3532,NA,NA,NA,NA,0.183,NA,NA,NA
3535,-27.053,9.735,6.717,838.432,0.218,NA,NA,NA
3537,NA,NA,NA,NA,0.179,NA,NA,NA
3540,NA,NA,NA,826.735,0.179,NA,NA,NA
3543,NA,NA,NA,NA,0.179,NA,NA,NA
3545,-27.203,9.521,6.652,813.46,0.178,NA,NA,NA
3548,NA,NA,NA,NA,0.178,NA,NA,NA
3551,NA,NA,6.595,800.316,0.172,84.055,NA,NA
3554,NA,NA,NA,NA,0.179,NA,NA,NA
3557,-27.308,9.105,7.169,784.412,0.179,NA,NA,NA
3559,NA,NA,NA,NA,0.18,NA,NA,NA
3562,-27.342,9.296,5.398,770.086,0.18,85.6,NA,NA
3565,NA,NA,NA,NA,0.18,NA,NA,NA
3568,NA,NA,9.206,762.331,0.18,NA,NA,NA
3571,NA,NA,NA,NA,0.18,NA,NA,NA
3573,NA,NA,9.599,762.725,0.18,56.814,NA,NA
3576,NA,NA,NA,NA,0.181,NA,NA,NA
3579,-27.394,9.411,9.16,769.954,0.173,NA,NA,NA
3582,NA,NA,NA,NA,0.182,NA,NA,NA
3585,NA,NA,8.051,781.783,0.182,62.799,NA,NA
3587,NA,NA,NA,NA,0.182,NA,NA,NA
3590,-27.482,9.557,7.803,790.852,0.182,NA,NA,NA
3593,NA,NA,NA,NA,0.187,NA,NA,NA
3595,NA,NA,7.903,792.561,0.182,69.717,NA,NA
3598,NA,NA,NA,NA,0.182,NA,NA,NA
3601,-27.463,9.818,8.528,789.144,0.182,NA,NA,NA
3604,NA,NA,NA,NA,0.183,NA,NA,NA
3606,NA,NA,9.991,787.698,0.183,73.619,NA,NA
3609,NA,NA,NA,NA,0.183,NA,NA,NA
3612,-27.362,9.844,8.986,792.824,0.183,NA,NA,NA
3615,NA,NA,NA,NA,0.184,NA,NA,NA
3617,-27.228,9.465,8.188,802.682,0.184,NA,NA,NA
3620,NA,NA,NA,NA,0.186,NA,NA,NA
3623,NA,NA,10.631,809.385,0.185,60.755,NA,NA
3625,NA,NA,NA,NA,0.185,NA,NA,NA
3628,NA,NA,8.691,812.145,0.185,51.983,NA,NA
3631,NA,NA,NA,NA,0.186,NA,NA,NA
3634,-26.734,9.416,9.744,810.305,0.186,NA,NA,NA
3636,NA,NA,NA,NA,0.187,NA,NA,NA
3639,NA,NA,11.526,802.287,0.187,65.437,NA,NA
3642,NA,NA,NA,NA,0.187,NA,NA,NA
3644,-27.42,9.468,8.439,793.744,0.187,NA,NA,NA
3647,NA,NA,NA,NA,0.187,NA,NA,NA
3650,NA,NA,8.298,787.435,0.187,81.573,NA,NA
3652,NA,NA,NA,NA,0.187,NA,NA,NA
3655,-27.336,9.359,8.325,784.149,0.188,NA,NA,NA
3658,NA,NA,NA,NA,0.188,NA,NA,NA
3660,NA,NA,8.351,781.258,0.188,77.529,NA,NA
3663,NA,NA,NA,NA,0.189,NA,NA,NA
3666,-27.46,9.973,8.878,780.206,0.19,NA,NA,NA
3668,NA,NA,NA,NA,0.189,NA,NA,NA
3671,-27.483,9.222,8.828,779.417,0.189,92.7,NA,NA
3674,NA,NA,NA,NA,0.188,NA,NA,NA
3676,NA,NA,9.323,777.052,0.188,NA,NA,NA
3679,NA,NA,NA,NA,0.188,NA,NA,NA
3682,NA,NA,8.288,774.949,0.189,70.64,NA,NA
3684,NA,NA,NA,NA,0.192,NA,NA,NA
3687,-27.444,9.671,8.131,776.92,0.195,NA,NA,NA
3689,NA,NA,NA,NA,0.192,NA,NA,NA
3692,NA,NA,7.946,780.863,0.19,61.985,NA,NA
3695,NA,NA,NA,NA,0.189,NA,NA,NA
3697,-27.322,10.192,7.458,780.732,0.187,NA,NA,NA
3700,NA,NA,NA,NA,0.185,NA,NA,NA
3703,NA,NA,8.653,774.029,0.185,59.042,NA,NA
3705,NA,NA,NA,NA,0.184,NA,NA,NA
3708,-27.253,9.606,8.59,765.485,0.182,NA,NA,NA
3711,NA,NA,NA,NA,0.181,NA,NA,NA
3713,NA,NA,10.101,755.89,0.18,68.933,NA,NA
3716,NA,NA,NA,NA,0.177,NA,NA,NA
3719,-27.197,10.077,9.454,749.056,0.179,NA,NA,NA
3722,NA,NA,NA,NA,0.177,NA,NA,NA
3725,-27.237,9.608,9.376,746.69,0.176,NA,NA,NA
3728,NA,NA,NA,NA,0.176,NA,NA,NA
3730,NA,NA,8.161,753.13,0.175,73.322,NA,NA
3733,NA,NA,NA,NA,0.174,NA,NA,NA
3736,NA,NA,8.803,769.034,0.173,74.363,NA,NA
3739,NA,NA,NA,NA,0.174,NA,NA,NA
3742,-27.356,9.838,7.674,787.435,0.172,NA,NA,NA
3745,NA,NA,NA,NA,0.171,NA,NA,NA
3748,NA,NA,6.717,804.127,0.17,70.043,NA,NA
3751,NA,NA,NA,NA,0.169,NA,NA,NA
3754,-27.143,9.087,6.147,813.722,0.169,NA,NA,NA
3757,NA,NA,NA,NA,0.168,NA,NA,NA
3760,NA,NA,8.127,818.454,0.168,73.562,NA,NA
3763,NA,NA,NA,NA,0.167,NA,NA,NA
3766,-27.13,9.464,6.706,821.871,0.166,NA,NA,NA
3769,NA,NA,NA,NA,0.166,NA,NA,NA
3772,NA,NA,7.139,826.34,0.165,70.234,NA,NA
3775,NA,NA,NA,NA,0.164,NA,NA,NA
3778,-27.212,10.79,6.767,825.815,0.164,NA,NA,NA
3781,NA,NA,NA,NA,0.163,NA,NA,NA
3784,-27.299,9.706,8.624,817.14,0.16,102.3,NA,NA
3787,NA,NA,NA,NA,0.162,NA,NA,NA
3790,NA,NA,9.724,806.493,0.162,NA,NA,NA
3793,NA,NA,NA,NA,0.161,NA,NA,NA
3796,NA,NA,4.593,803.47,0.161,NA,NA,NA
3799,NA,NA,NA,NA,0.16,NA,NA,NA
3802,-27.251,9.616,6.664,810.699,0.16,NA,NA,NA
3806,NA,NA,NA,NA,0.159,NA,NA,NA
3809,NA,NA,6.914,821.871,0.159,NA,NA,NA
3812,NA,NA,NA,NA,0.158,NA,NA,NA
3815,-27.273,9.611,6.966,827.129,0.158,NA,NA,NA
3818,NA,NA,NA,NA,0.157,NA,NA,NA
3821,NA,NA,7.594,825.289,0.157,54.032,NA,NA
3825,NA,NA,NA,NA,0.157,NA,NA,NA
3828,-27.406,9.115,8.611,822.134,0.156,NA,NA,NA
3831,NA,NA,NA,NA,0.154,NA,NA,NA
3834,NA,NA,7.79,823.843,0.156,NA,NA,NA
3837,NA,NA,NA,NA,0.156,NA,NA,NA
3841,-27.383,10.048,8.627,832.649,0.156,NA,NA,NA
3844,NA,NA,NA,NA,0.155,NA,NA,NA
3847,-27.372,9.45,7.638,846.976,0.155,NA,NA,NA
3850,NA,NA,NA,NA,0.155,NA,NA,NA
3853,NA,NA,7.76,864.457,0.154,65.157,NA,NA
3857,NA,NA,NA,NA,0.154,NA,NA,NA
3860,-27.017,9.976,6.332,878.258,0.153,NA,NA,NA
3863,NA,NA,NA,NA,0.154,NA,NA,NA
3866,NA,NA,6.295,879.835,0.154,NA,NA,NA
3870,NA,NA,NA,NA,0.153,NA,NA,NA
3873,NA,NA,7.539,865.377,0.153,NA,NA,NA
3876,NA,NA,NA,NA,0.153,NA,NA,NA
3880,-27.132,9.081,8.227,848.816,0.152,NA,NA,NA
3883,NA,NA,NA,NA,0.152,NA,NA,NA
3886,NA,NA,8.569,836.198,0.152,73.274,NA,NA
3889,NA,NA,NA,NA,0.152,NA,NA,NA
3893,-27.581,8.681,6.736,832.518,0.152,NA,NA,NA
3896,NA,NA,NA,NA,0.152,NA,NA,NA
3899,NA,NA,7.194,839.221,0.151,NA,NA,NA
3903,NA,NA,NA,NA,0.151,NA,NA,NA
3906,-26.968,9.132,7.819,854.993,0.151,NA,NA,NA
3909,NA,NA,NA,NA,0.151,NA,NA,NA
3912,-26.478,9.54,8.857,871.554,0.151,88.8,NA,NA
3916,NA,NA,NA,NA,0.151,NA,NA,NA
3919,NA,NA,10.185,879.572,0.151,NA,NA,NA
3922,NA,NA,NA,NA,0.151,NA,NA,NA
3926,NA,NA,6.643,874.972,0.151,NA,NA,NA
3929,NA,NA,NA,NA,0.151,NA,NA,NA
3932,-27.037,9.194,6.214,866.034,0.151,NA,NA,NA
3936,NA,NA,NA,NA,0.151,NA,NA,NA
3939,NA,NA,7.031,855.651,0.151,NA,NA,NA
3942,NA,NA,NA,NA,0.151,NA,NA,NA
3946,-26.891,9.042,7.367,839.615,0.151,NA,NA,NA
3949,NA,NA,NA,NA,0.154,NA,NA,NA
3952,NA,NA,8.583,816.483,0.161,58.733,NA,NA
3955,NA,NA,NA,NA,0.163,NA,NA,NA
3958,-27.216,8.6,7.821,783.623,0.166,NA,NA,NA
3961,NA,NA,NA,NA,0.169,NA,NA,NA
3964,NA,NA,7.885,728.611,0.172,NA,NA,NA
3966,NA,NA,NA,NA,0.175,NA,NA,NA
3969,-26.874,10.206,9.361,630.269,0.178,NA,NA,NA
3971,NA,NA,NA,NA,0.181,NA,NA,NA
3974,-27.244,8.938,8.009,516.1,0.184,NA,NA,NA
3976,NA,NA,NA,NA,0.187,NA,NA,NA
3978,NA,NA,14.636,NA,0.19,68.206,NA,NA
3980,NA,NA,NA,NA,0.193,NA,NA,NA
3983,NA,NA,8.441,NA,0.196,70.837,NA,NA
3984,NA,NA,NA,NA,0.199,NA,NA,NA
3986,-27.162,9.742,7.507,605.228,0.202,NA,NA,NA
3988,NA,NA,NA,NA,0.205,NA,NA,NA
3990,NA,NA,7.927,709.938,0.208,NA,NA,NA
3991,NA,NA,NA,NA,0.211,NA,NA,NA
3993,-27.033,9.193,7.779,759.205,0.214,NA,NA,NA
3995,NA,NA,NA,NA,0.217,NA,NA,NA
3996,NA,NA,8.373,784.152,0.22,71.258,NA,NA
3998,NA,NA,NA,NA,0.223,NA,NA,NA
3999,-27.449,9.138,7.706,801.096,0.226,NA,NA,NA
4001,NA,NA,NA,NA,0.229,NA,NA,NA
4002,NA,NA,8.11,816.595,0.232,NA,NA,NA
4003,NA,NA,NA,NA,0.235,NA,NA,NA
4005,-27.594,8.859,8.394,829.467,0.238,NA,NA,NA
4006,NA,NA,NA,NA,0.241,NA,NA,NA
4007,-27.339,9.378,8.82,837.217,0.244,66.8,NA,NA
4009,NA,NA,NA,NA,0.247,NA,NA,NA
4010,NA,NA,9.42,836.954,0.25,NA,NA,NA
4011,NA,NA,NA,NA,0.247,NA,NA,NA
4013,NA,NA,8.938,830.78,0.244,NA,NA,NA
4014,NA,NA,NA,NA,0.241,NA,NA,NA
4015,-27.46,9.24,8.067,825.132,0.238,NA,NA,NA
4017,NA,NA,NA,NA,0.235,NA,NA,NA
4018,NA,NA,7.504,823.031,0.232,NA,NA,NA
4020,NA,NA,NA,NA,0.229,NA,NA,NA
4021,-27.105,9.615,7.919,822.637,0.226,NA,NA,NA
4022,NA,NA,NA,NA,0.223,NA,NA,NA
4024,NA,NA,10.095,822.374,0.22,60.915,NA,NA
4025,NA,NA,NA,NA,0.217,NA,NA,NA
4027,-27.34,9.226,8.528,822.374,0.214,NA,NA,NA
4029,NA,NA,NA,NA,0.211,NA,NA,NA
4030,NA,NA,9.002,821.192,0.208,62.014,NA,NA
4032,NA,NA,NA,NA,0.205,NA,NA,NA
4034,-27.204,9.777,9.031,816.595,0.202,NA,NA,NA
4036,NA,NA,NA,NA,0.199,NA,NA,NA
4038,-27.208,9.881,9.433,810.684,0.196,NA,NA,NA
4040,NA,NA,NA,NA,0.193,NA,NA,NA
4042,NA,NA,9.705,808.32,0.19,81.398,NA,NA
4044,NA,NA,NA,NA,0.187,NA,NA,NA
4047,NA,NA,9.366,812.523,0.184,78.009,NA,NA
4049,NA,NA,NA,NA,0.181,NA,NA,NA
4052,-27.448,9.81,8.217,817.908,0.178,NA,NA,NA
4054,NA,NA,NA,NA,0.175,NA,NA,NA
4057,NA,NA,8.586,818.434,0.172,65.458,NA,NA
4060,NA,NA,NA,NA,0.17,NA,NA,NA
4063,-27.279,9.778,9.114,815.019,0.164,NA,NA,NA
4066,NA,NA,NA,NA,0.157,NA,NA,NA
4069,NA,NA,8.693,812.523,0.151,61.392,NA,NA
4072,NA,NA,NA,NA,0.145,NA,NA,NA
4076,-27.358,9.547,8.542,811.209,0.14,NA,NA,NA
4079,NA,NA,NA,NA,0.135,NA,NA,NA
4083,NA,NA,12.064,810.29,0.13,73.941,NA,NA
4087,NA,NA,NA,NA,0.125,NA,NA,NA
4091,-27.368,9.221,8.682,807.006,0.12,NA,NA,NA
4095,NA,NA,NA,NA,0.116,NA,NA,NA
4099,-27.379,9.221,8.839,802.015,0.112,82.7,NA,NA
4104,NA,NA,NA,NA,0.108,NA,NA,NA
4108,NA,NA,7.84,799.125,0.104,NA,NA,NA
4113,NA,NA,NA,NA,0.1,NA,NA,NA
4118,NA,NA,9.423,798.469,0.097,66.471,NA,NA
4123,NA,NA,NA,NA,0.093,NA,NA,NA
4129,-27.019,9.879,11.728,795.579,0.09,NA,NA,NA
4134,NA,NA,NA,NA,0.087,NA,NA,NA
4140,NA,NA,9.274,785.991,0.084,68.147,NA,NA
4146,NA,NA,NA,NA,0.082,NA,NA,NA
4152,-27.326,9.285,10.076,769.309,0.079,NA,NA,NA
4158,NA,NA,NA,NA,0.077,NA,NA,NA
4165,NA,NA,8.533,747.505,0.074,79.374,NA,NA
4172,NA,NA,NA,NA,0.072,NA,NA,NA
4179,-27.831,9.117,8.471,727.409,0.07,NA,NA,NA
4186,NA,NA,NA,NA,0.068,NA,NA,NA
4193,NA,NA,4.225,707.053,0.065,66.764,NA,NA
4201,NA,NA,NA,NA,0.064,NA,NA,NA
4209,-23.367,9.363,1.23,694.071,0.062,NA,NA,NA
4217,NA,NA,NA,NA,0.06,NA,NA,NA
4225,-24.427,11.344,2.848,689.35,0.058,NA,NA,NA
4234,NA,NA,NA,NA,0.056,NA,NA,NA
4243,NA,NA,8.323,690.827,0.056,67.253,NA,NA
4252,NA,NA,NA,NA,0.054,NA,NA,NA
4261,NA,NA,2.488,695.097,0.052,56.407,NA,NA
4270,NA,NA,NA,NA,0.051,NA,NA,NA
4280,-26.873,9.154,8.87,704.423,0.047,NA,NA,NA
4291,NA,NA,NA,NA,0.05,NA,NA,NA
4301,NA,NA,9.855,717.952,0.05,93.302,NA,NA
4311,NA,NA,NA,NA,0.051,NA,NA,NA
4321,NA,NA,8.668,734.633,0.051,NA,NA,NA
4331,NA,NA,NA,NA,0.051,NA,NA,NA
4340,-27.011,9.693,10.6,752.103,0.052,76.666,NA,NA
4350,NA,NA,NA,NA,0.053,NA,NA,NA
4359,-27.211,9.484,11.137,774.826,0.054,NA,NA,NA
4368,NA,NA,NA,NA,0.055,NA,NA,NA
4378,-26.565,9.316,7.242,795.973,0.056,NA,NA,NA
4387,NA,NA,NA,NA,0.056,NA,NA,NA
4396,-25.939,9.653,10.323,802.015,0.057,NA,NA,NA
4404,NA,NA,NA,NA,0.058,NA,NA,NA
4413,-26.73,9.652,8.32,789.668,0.062,87.4,NA,NA
4421,NA,NA,NA,NA,0.061,NA,NA,NA
4429,NA,NA,8.559,770.885,0.062,NA,NA,NA
4437,NA,NA,NA,NA,0.063,NA,NA,NA
4445,NA,NA,9.106,752.103,0.064,86.115,NA,NA
4453,NA,NA,NA,NA,0.065,NA,NA,NA
4461,-27.226,9.191,10.901,738.836,0.066,NA,NA,NA
4469,NA,NA,NA,NA,0.067,NA,NA,NA
4476,NA,NA,10.146,730.955,0.069,80.774,NA,NA
4483,NA,NA,NA,NA,0.07,NA,NA,NA
4490,-26.575,9.664,12.51,727.278,0.071,NA,NA,NA
4497,NA,NA,NA,NA,0.073,NA,NA,NA
4504,NA,NA,17.147,726.884,0.074,91.926,NA,NA
4511,NA,NA,NA,NA,0.076,NA,NA,NA
4518,-27.389,9.004,10.506,729.511,0.077,NA,NA,NA
4524,NA,NA,NA,NA,0.079,NA,NA,NA
4530,NA,NA,9.133,735.421,0.081,88.465,NA,NA
4537,NA,NA,NA,NA,0.083,NA,NA,NA
4543,-27.071,9.25,10.905,745.667,0.085,NA,NA,NA
4549,NA,NA,NA,NA,0.087,NA,NA,NA
4554,-27.35,9.369,8.277,758.801,0.09,NA,NA,NA
4560,NA,NA,NA,NA,0.091,NA,NA,NA
4565,NA,NA,8.893,769.703,0.085,75.197,NA,NA
4571,NA,NA,NA,NA,0.089,NA,NA,NA
4577,NA,NA,12.108,775.089,0.089,82.297,NA,NA
4582,NA,NA,NA,NA,0.086,NA,NA,NA
4588,-26.804,10.048,9.885,777.584,0.085,NA,NA,NA
4594,NA,NA,NA,NA,0.085,NA,NA,NA
4600,NA,NA,8.542,781.262,0.084,80.991,NA,NA
4606,NA,NA,NA,NA,0.083,NA,NA,NA
4612,-27.309,9.391,8.976,786.253,0.083,NA,NA,NA
4618,NA,NA,NA,NA,0.082,NA,NA,NA
4624,NA,NA,9.832,790.194,0.081,53.815,NA,NA
4630,NA,NA,NA,NA,0.081,NA,NA,NA
4636,-26.838,9.553,9.634,791.245,0.08,NA,NA,NA
4643,NA,NA,NA,NA,0.08,NA,NA,NA
4649,NA,NA,7.506,788.749,0.08,74.477,NA,NA
4655,NA,NA,NA,NA,0.079,NA,NA,NA
4662,-26.987,9.991,9.943,784.94,0.079,NA,NA,NA
4668,NA,NA,NA,NA,0.079,NA,NA,NA
4674,-26.941,9.627,10.021,784.414,0.078,86.4,NA,NA
4681,NA,NA,NA,NA,0.078,NA,NA,NA
4687,NA,NA,7.611,786.516,0.078,NA,NA,NA
4693,NA,NA,NA,NA,0.077,NA,NA,NA
4700,NA,NA,8.349,787.567,0.077,82.15,NA,NA
4706,NA,NA,NA,NA,0.077,NA,NA,NA
4713,-26.529,9.169,9.143,787.041,0.077,NA,NA,NA
4719,NA,NA,NA,NA,0.077,NA,NA,NA
4726,NA,NA,9.404,787.698,0.077,102.405,NA,NA
4732,NA,NA,NA,NA,0.077,NA,NA,NA
4739,-26.866,9.752,8.601,790.195,0.077,NA,NA,NA
4745,NA,NA,NA,NA,0.077,NA,NA,NA
4752,NA,NA,9.164,791.509,0.077,70.075,NA,NA
4759,NA,NA,NA,NA,0.077,NA,NA,NA
4765,-27.089,9.581,8.57,792.691,0.077,NA,NA,NA
4772,NA,NA,NA,NA,0.077,NA,NA,NA
4778,NA,NA,8.921,794.531,0.077,100.963,NA,NA
4785,NA,NA,NA,NA,0.077,NA,NA,NA
4791,-26.84,9.783,8.791,793.611,0.077,NA,NA,NA
4798,NA,NA,NA,NA,0.077,NA,NA,NA
4804,-26.826,10.177,10.435,789.275,0.077,NA,NA,NA
4811,NA,NA,NA,NA,0.078,NA,NA,NA
4817,NA,NA,10.823,786.778,0.078,83.307,NA,NA
4823,NA,NA,NA,NA,0.078,NA,NA,NA
4830,NA,NA,11.713,790.589,0.078,99.015,NA,NA
4836,NA,NA,NA,NA,0.079,NA,NA,NA
4843,-26.787,9.423,9.26,802.94,0.079,NA,NA,NA
4849,NA,NA,NA,NA,0.08,NA,NA,NA
4855,NA,NA,8.829,819.627,0.08,NA,NA,NA
4861,NA,NA,NA,NA,0.08,NA,NA,NA
4868,-26.701,9.517,8.13,834.474,0.081,NA,NA,NA
4874,NA,NA,NA,NA,0.081,NA,NA,NA
4880,NA,NA,8.02,842.095,0.082,65.352,NA,NA
4886,NA,NA,NA,NA,0.083,NA,NA,NA
4892,-26.614,10.101,9.244,838.416,0.083,NA,NA,NA
4898,NA,NA,NA,NA,0.084,NA,NA,NA
4904,NA,NA,8.471,825.408,0.084,76.852,NA,NA
4910,NA,NA,NA,NA,0.085,NA,NA,NA
4916,-26.844,9.761,8.822,806.356,0.086,NA,NA,NA
4922,NA,NA,NA,NA,0.087,NA,NA,NA
