year (AD) [1-1],age (yr BP) [1-1],CaCO3 (Percent) [1-1],C14age (C14yr BP) [1-1],year (AD) [2-1],age (yr BP) [2-1],S (Percent) [2-1],year (AD) [3-1],age (yr BP) [3-1],d18OPyrgophorusSp_ (permil) [3-1],d18OPhysocypriaSp_ (permil) [3-1],d13CPyrgophorusSp_ (permil) [3-1],d13CPhysocypriaSp_ (permil) [3-1],year (AD) [4-1],age (yr BP) [4-1],d18OCyprinotusSp_ (permil) [4-1],d13CCyprinotusSp_ (permil) [4-1],year (AD) [5-1],age (yr BP) [5-1],d18OAmmoniaBeccarii (permil) [5-1],d13CAmmoniaBeccarii (permil) [5-1],TotalAmmoniaBeccarii (unitless) [5-1],year (AD) [6-1],age (yr BP) [6-1],d18OTerrestrialGastropods (permil) [6-1],d13CTerrestrialGastropods (permil) [6-1]
-5417.42,7367.42,90.83,6677.255,-5622.92,7572.92,1.69,-5417.42,7367.42,1.85,1.31,-0.85,-1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5437.97,7387.97,84.17,6695.233,-5643.47,7593.47,11.47,-5437.97,7387.97,1.35,1.39,-2.73,-1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5458.52,7408.52,85.17,6713.211,-5664.02,7614.02,12.98,-5458.52,7408.52,1.49,1.21,-1.52,-1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5479.07,7429.07,92,6731.189,-5684.57,7634.57,13.75,-5479.07,7429.07,1.49,1.1,-1.04,-1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5499.62,7449.62,90.58,6749.167,-5705.12,7655.12,14.35,-5499.62,7449.62,0.8,1.27,-2.17,-2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5520.17,7470.17,88.25,6767.145,-5725.67,7675.67,15.82,-5520.17,7470.17,2.46,1.36,0.17,-1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5540.72,7490.72,89.25,6785.123,-5746.22,7696.22,18.39,-5540.72,7490.72,1.87,1.71,-1.41,-1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5561.27,7511.27,85.92,6803.101,-5766.77,7716.77,17.33,-5561.27,7511.27,1.76,1.65,-0.71,-1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5581.82,7531.82,78.67,6821.079,-5787.32,7737.32,13.19,-5581.82,7531.82,0.75,1.8,-2.16,-1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5602.37,7552.37,82.92,6839.057,-5807.87,7757.87,18.41,-5602.37,7552.37,2,1.61,-1.25,-1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5622.92,7572.92,87.67,6857.035,-5828.42,7778.42,17.28,-5622.92,7572.92,1.77,1.6,-1.76,-2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5643.47,7593.47,26,6875.013,-5848.97,7798.97,17.48,-5643.47,7593.47,2.58,1.93,-0.06,-1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5664.02,7614.02,28.08,6892.991,-5869.52,7819.52,20.28,-5664.02,7614.02,2,2.06,-1.38,-2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5684.57,7634.57,18.33,6910.969,-5890.07,7840.07,18.17,-5684.57,7634.57,2.22,2.28,-1.36,-2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5705.12,7655.12,27,6928.947,-5910.62,7860.62,12.57,-5705.12,7655.12,3.69,NA,-0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5725.67,7675.67,7.08,6946.925,-5931.17,7881.17,18.82,-5725.67,7675.67,3.22,NA,-0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5746.22,7696.22,7.42,6964.903,-5951.72,7901.72,17.08,-5746.22,7696.22,3.56,NA,-1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5766.77,7716.77,1.33,6982.881,-5972.27,7922.27,15.05,-5766.77,7716.77,3.73,NA,-0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5787.32,7737.32,4.83,7000.859,-5992.82,7942.82,18.08,-5787.32,7737.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5807.87,7757.87,1.83,7018.837,-6013.37,7963.37,12.09,-5807.87,7757.87,2.88,NA,-0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5828.42,7778.42,3.17,7036.815,-6033.92,7983.92,17.48,-5828.42,7778.42,3.91,NA,-2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5848.97,7798.97,2.58,7054.793,-6054.47,8004.47,11.95,-5848.97,7798.97,3.78,NA,-1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5869.52,7819.52,1.92,7072.771,-6075.02,8025.02,13.54,-5869.52,7819.52,3.61,NA,-1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5890.07,7840.07,3.42,7090.749,-6095.57,8045.57,8.81,-5890.07,7840.07,3.26,NA,-0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5910.62,7860.62,1.33,7108.727,-6116.12,8066.12,14.26,-5910.62,7860.62,4.05,NA,-0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5931.17,7881.17,1.85,7126.705,-6136.67,8086.67,9.03,-5931.17,7881.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5951.72,7901.72,1.08,7144.683,-6157.22,8107.22,16.7,-5951.72,7901.72,3.08,NA,-0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5972.27,7922.27,2.08,7162.661,-6177.77,8127.77,17.17,-5972.27,7922.27,3.14,NA,-1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-5992.82,7942.82,2.5,7180.639,-6198.32,8148.32,17.94,-5992.82,7942.82,2.95,2.9,-2.14,-4.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6013.37,7963.37,10.83,7198.617,-6218.87,8168.87,16.38,-6013.37,7963.37,2.96,3,-0.7,-5.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6033.92,7983.92,4.08,7216.595,-6239.42,8189.42,17,-6033.92,7983.92,3.92,3.31,-2.46,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6054.47,8004.47,34.75,7234.573,-6259.97,8209.97,17.46,-6054.47,8004.47,3.83,3.24,-2.27,-6.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6075.02,8025.02,13.83,7252.551,-6280.52,8230.52,18.47,-6075.02,8025.02,4.15,3.2,-1.17,-4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6095.57,8045.57,14.33,7270.529,-6301.07,8251.07,17.34,-6095.57,8045.57,3.26,3.09,-2.31,-4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6116.12,8066.12,3.17,7288.507,-6321.62,8271.62,16.09,-6116.12,8066.12,2.94,NA,-2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6136.67,8086.67,31.5,7306.485,-6342.17,8292.17,17.38,-6136.67,8086.67,3.77,3.38,-4.79,-5.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6157.22,8107.22,5.08,7324.463,-6362.72,8312.72,17.52,-6157.22,8107.22,3.26,3.1,-3.1,-4.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6177.77,8127.77,2.75,7342.441,-6383.27,8333.27,17.9,-6177.77,8127.77,3.75,3.12,-3.99,-3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6198.32,8148.32,0.5,7360.419,-6403.82,8353.82,15.51,-6198.32,8148.32,3.69,3.32,-3.99,-3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6218.87,8168.87,0.58,7378.397,-6441.164,8391.164,16.03,-6218.87,8168.87,2.47,NA,-3.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6239.42,8189.42,0.17,7396.375,-6478.876,8428.876,14.19,-6239.42,8189.42,5.53,4.2,-2.63,-2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6259.97,8209.97,0.58,7414.353,-6516.588,8466.588,13.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6280.52,8230.52,0.08,7432.331,-6554.3,8504.3,13.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6301.07,8251.07,0.08,7450.309,-6592.012,8542.012,11.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6321.62,8271.62,0.08,7468.287,-6629.724,8579.724,6.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6342.17,8292.17,0.08,7486.265,-6667.436,8617.436,6.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6362.72,8312.72,0.17,7504.243,-6705.148,8655.148,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6383.27,8333.27,0,7522.221,-6742.86,8692.86,4.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6403.82,8353.82,0.08,7540.199,-6780.572,8730.572,4.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6441.164,8391.164,0.25,7572.254,-6818.284,8768.284,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6478.876,8428.876,5.75,7604.411,-6855.996,8805.996,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6516.588,8466.588,3.5,7636.568,-6893.708,8843.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6554.3,8504.3,0.17,7668.725,-6931.42,8881.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6592.012,8542.012,0.08,7700.882,-6969.132,8919.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6629.724,8579.724,13.33,7733.039,-7006.844,8956.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6667.436,8617.436,27,7765.196,-7044.556,8994.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6705.148,8655.148,39.58,7797.353,-7082.268,9032.268,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6742.86,8692.86,36.25,7829.51,-7119.98,9069.98,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6780.572,8730.572,42.17,7861.667,-7157.692,9107.692,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6818.284,8768.284,37.83,7893.824,-7195.404,9145.404,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6855.996,8805.996,44.67,7925.981,-7534.812,9484.812,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6893.708,8843.708,46.83,7958.138,-7572.524,9522.524,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6931.42,8881.42,45.83,7990.295,-7610.236,9560.236,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6969.132,8919.132,43.92,8022.452,-7647.948,9597.948,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7006.844,8956.844,42.5,8054.609,-7685.66,9635.66,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7044.556,8994.556,49.42,8086.766,-7723.372,9673.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7082.268,9032.268,48.58,8118.923,-7761.084,9711.084,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7119.98,9069.98,44,8151.08,-7798.796,9748.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7157.692,9107.692,48.75,8183.237,-7836.508,9786.508,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7195.404,9145.404,50.75,8215.394,-7874.22,9824.22,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7534.812,9484.812,53.08,8504.807,-7911.932,9861.932,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7572.524,9522.524,60.5,8536.964,-7949.644,9899.644,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7610.236,9560.236,51,8569.121,-7987.356,9937.356,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7647.948,9597.948,45.83,8601.278,-8025.068,9975.068,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7685.66,9635.66,54.08,8633.435,-8062.78,10012.78,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7723.372,9673.372,56.75,8665.592,-8100.492,10050.492,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7761.084,9711.084,54.67,8697.749,-8138.204,10088.204,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7798.796,9748.796,51.08,8729.906,-8175.916,10125.916,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7836.508,9786.508,46.92,8762.063,-8213.628,10163.628,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7874.22,9824.22,51.83,8794.22,-8251.34,10201.34,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7911.932,9861.932,55.67,8826.377,-8289.052,10239.052,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7949.644,9899.644,53.08,8858.534,-8326.764,10276.764,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-7987.356,9937.356,57.08,8890.691,-8364.476,10314.476,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8025.068,9975.068,54.17,8922.848,-8402.188,10352.188,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8062.78,10012.78,55,8955.005,-8439.9,10389.9,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8100.492,10050.492,53.75,8987.162,-8477.612,10427.612,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8138.204,10088.204,56.25,9019.319,-8515.324,10465.324,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8175.916,10125.916,56.75,9051.476,-8553.036,10503.036,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8213.628,10163.628,57.08,9083.633,-8590.748,10540.748,1.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8251.34,10201.34,54.08,9115.79,-8628.46,10578.46,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8289.052,10239.052,52.17,9147.947,-8666.172,10616.172,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8326.764,10276.764,54.08,9180.104,-8703.884,10653.884,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8364.476,10314.476,50.17,9212.261,-8741.596,10691.596,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8402.188,10352.188,55.33,9244.418,-8779.308,10729.308,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8439.9,10389.9,53.67,9276.575,-8817.02,10767.02,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8477.612,10427.612,53.08,9308.732,-8854.732,10804.732,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8515.324,10465.324,52,9340.889,-8892.444,10842.444,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8553.036,10503.036,54.67,9373.046,-8930.156,10880.156,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8590.748,10540.748,53.42,9405.203,-8967.868,10917.868,2.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8628.46,10578.46,61.67,9437.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8666.172,10616.172,52.33,9469.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8703.884,10653.884,59.67,9501.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8741.596,10691.596,59,9533.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8779.308,10729.308,58.25,9565.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8817.02,10767.02,55.83,9598.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8854.732,10804.732,57.58,9630.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8892.444,10842.444,48.25,9662.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8930.156,10880.156,51.67,9694.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-8967.868,10917.868,51,9726.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
