dD (permil),year (AD),depth (m),dD (permil) [1-2],year (AD) [1-2],depth (m) [1-2]
NA,NA,NA,-268.1,1488.76,144.94
NA,NA,NA,-271.7,1488.64,144.97
NA,NA,NA,-276.14,1488.52,145
NA,NA,NA,-276.79,1488.4,145.03
NA,NA,NA,-275.22,1488.28,145.06
NA,NA,NA,-267.52,1488.16,145.09
NA,NA,NA,-261.73,1488.04,145.12
NA,NA,NA,-258.77,1487.8823,145.15
NA,NA,NA,-260.45,1487.7059,145.18
NA,NA,NA,-264.68,1487.5294,145.21
NA,NA,NA,-270.23,1487.3529,145.24
NA,NA,NA,-274.01,1487.1765,145.27
NA,NA,NA,-276.12,1487,145.3
NA,NA,NA,-276.02,1486.8929,145.33
NA,NA,NA,-267.36,1486.7857,145.36
NA,NA,NA,-275.19,1486.6786,145.39
NA,NA,NA,-273.72,1486.5714,145.42
NA,NA,NA,-276.03,1486.4643,145.45
NA,NA,NA,-277.51,1486.3571,145.48
NA,NA,NA,-277.91,1486.2143,145.52
NA,NA,NA,-276.88,1486.1071,145.55
NA,NA,NA,-275.54,1486,145.58
NA,NA,NA,-275.8,1485.8636,145.61
NA,NA,NA,-278.39,1485.7273,145.64
NA,NA,NA,-279.51,1485.5909,145.67
NA,NA,NA,-280.32,1485.4545,145.7
NA,NA,NA,-279.55,1485.3182,145.73
NA,NA,NA,-271.86,1485.1818,145.76
NA,NA,NA,-266.41,1485.0454,145.79
NA,NA,NA,-263.28,1484.9167,145.82
NA,NA,NA,-263.05,1484.7917,145.85
NA,NA,NA,-266.1,1484.6667,145.88
NA,NA,NA,-271.92,1484.5417,145.91
NA,NA,NA,-270.69,1484.4167,145.94
NA,NA,NA,-271.42,1484.2917,145.97
NA,NA,NA,-277.39,1484.1667,146
NA,NA,NA,-282.95,1484.0417,146.03
NA,NA,NA,-284.56,1483.7,146.07
NA,NA,NA,-285.21,1483.4,146.1
NA,NA,NA,-284.4,1483,146.14
NA,NA,NA,-285.36,1482.9032,146.17
NA,NA,NA,-286.62,1482.7742,146.21
NA,NA,NA,-287.98,1482.6774,146.24
NA,NA,NA,-282.85,1482.5484,146.28
NA,NA,NA,-276.09,1482.4516,146.31
NA,NA,NA,-269.04,1482.3548,146.34
NA,NA,NA,-268.41,1482.2258,146.38
NA,NA,NA,-266.9,1482.129,146.41
NA,NA,NA,-268.91,1482,146.45
NA,NA,NA,-271.05,1481.8421,146.48
NA,NA,NA,-272.83,1481.6316,146.52
NA,NA,NA,-271.45,1481.4737,146.55
NA,NA,NA,-271.2,1481.2632,146.59
NA,NA,NA,-271,1481.1053,146.62
NA,NA,NA,-276.68,1480.7917,146.69
NA,NA,NA,-278,1480.6667,146.72
NA,NA,NA,-271,1480.5,146.76
NA,NA,NA,-260.17,1480.2083,146.83
NA,NA,NA,-258.55,1480.0833,146.86
NA,NA,NA,-259.37,1479.9512,146.9
NA,NA,NA,-264.13,1479.878,146.93
NA,NA,NA,-274.99,1479.7805,146.97
NA,NA,NA,-284.27,1479.7073,147
NA,NA,NA,-284.1,1479.6341,147.03
NA,NA,NA,-276.9,1479.5366,147.07
NA,NA,NA,-275.01,1479.4634,147.1
NA,NA,NA,-271.2,1479.3658,147.14
NA,NA,NA,-269.67,1479.2927,147.17
NA,NA,NA,-274.31,1479.2195,147.2
NA,NA,NA,-273.86,1479.1219,147.24
NA,NA,NA,-272.86,1479.0488,147.27
NA,NA,NA,-272.72,1478.6667,147.31
NA,NA,NA,-270.4,1478.1667,147.34
NA,NA,NA,-273.77,1477.8636,147.38
NA,NA,NA,-274.24,1477.7273,147.41
NA,NA,NA,-274.51,1477.5909,147.44
NA,NA,NA,-267.86,1477.4091,147.48
NA,NA,NA,-265.71,1477.2727,147.51
NA,NA,NA,-268.47,1477.0909,147.55
NA,NA,NA,-272.57,1476.9565,147.58
NA,NA,NA,-272.04,1476.8261,147.61
NA,NA,NA,-270.91,1476.6522,147.65
NA,NA,NA,-265.36,1476.5217,147.68
NA,NA,NA,-261.37,1476.3478,147.72
NA,NA,NA,-257.47,1476.2174,147.75
NA,NA,NA,-260.58,1476.0435,147.79
NA,NA,NA,-271.67,1475.8947,147.82
NA,NA,NA,-278.38,1475.7368,147.85
NA,NA,NA,-278.2,1475.5263,147.89
NA,NA,NA,-280.65,1475.3684,147.92
NA,NA,NA,-274.2,1475.1579,147.96
NA,NA,NA,-269.84,1475,147.99
NA,NA,NA,-274.45,1474.7692,148.02
NA,NA,NA,-274.52,1474.4615,148.06
NA,NA,NA,-280.4,1474.2308,148.09
NA,NA,NA,-286.56,1474,148.12
NA,NA,NA,-291.14,1473.7895,148.16
NA,NA,NA,-296.57,1473.6316,148.19
NA,NA,NA,-295.83,1473.4737,148.22
NA,NA,NA,-286.41,1473.2632,148.26
NA,NA,NA,-276.9,1473.1053,148.29
NA,NA,NA,-265.33,1472.9565,148.32
NA,NA,NA,-261.63,1472.7826,148.36
NA,NA,NA,-274.28,1472.6522,148.39
NA,NA,NA,-276.09,1472.5217,148.42
NA,NA,NA,-270.74,1472.3478,148.46
NA,NA,NA,-264.75,1472.2174,148.49
NA,NA,NA,-262.12,1472.087,148.52
NA,NA,NA,-265.35,1471.9286,148.56
NA,NA,NA,-272.24,1471.7143,148.62
NA,NA,NA,-269.17,1471.5714,148.66
NA,NA,NA,-264.56,1471.4643,148.69
NA,NA,NA,-262.52,1471.3571,148.72
NA,NA,NA,-263.07,1471.2143,148.76
NA,NA,NA,-263.09,1471.1071,148.79
NA,NA,NA,-258.67,1471,148.82
NA,NA,NA,-261.84,1470.75,148.86
NA,NA,NA,-257.97,1470.5625,148.89
NA,NA,NA,-262,1470.375,148.92
NA,NA,NA,-260.92,1470.125,148.96
NA,NA,NA,-261.5,1469.5,148.99
NA,NA,NA,-268.82,1468.8667,149.02
NA,NA,NA,-275.22,1468.6667,149.05
NA,NA,NA,-280.61,1468.4667,149.08
NA,NA,NA,-280.85,1468.2,149.12
NA,NA,NA,-275.41,1468,149.15
NA,NA,NA,-267.55,1467.875,149.18
NA,NA,NA,-264.66,1467.75,149.21
NA,NA,NA,-267.75,1467.625,149.24
NA,NA,NA,-274.05,1467.5,149.27
NA,NA,NA,-282.34,1467.3333,149.31
NA,NA,NA,-289.08,1467.2083,149.34
NA,NA,NA,-288.7,1467.0833,149.37
NA,NA,NA,-282.56,1466.9615,149.4
NA,NA,NA,-274.75,1466.8461,149.43
NA,NA,NA,-266.61,1466.7308,149.46
NA,NA,NA,-261.46,1466.6154,149.49
NA,NA,NA,-259.02,1466.4615,149.53
NA,NA,NA,-259.15,1466.3461,149.56
NA,NA,NA,-258.57,1466.2308,149.59
NA,NA,NA,-252.91,1466.1154,149.62
NA,NA,NA,-248.37,1466,149.65
NA,NA,NA,-245.11,1465.88,149.68
NA,NA,NA,-247.17,1465.72,149.72
NA,NA,NA,-254.11,1465.6,149.75
NA,NA,NA,-266.93,1465.48,149.78
NA,NA,NA,-273.94,1465.36,149.81
NA,NA,NA,-278.85,1465.24,149.84
NA,NA,NA,-278.27,1465.12,149.87
NA,NA,NA,-278.47,1464.96,149.91
NA,NA,NA,-276.42,1464.84,149.94
NA,NA,NA,-275.66,1464.72,149.97
NA,NA,NA,-273.23,1464.6,150
NA,NA,NA,-272.97,1464.48,150.03
NA,NA,NA,-270.28,1464.32,150.07
NA,NA,NA,-266.34,1464.2,150.1
NA,NA,NA,-263.94,1464.04,150.14
NA,NA,NA,-265.79,1463.875,150.17
NA,NA,NA,-268.31,1463.6875,150.2
NA,NA,NA,-270.71,1463.4375,150.24
NA,NA,NA,-267.56,1463.25,150.27
NA,NA,NA,-264.6,1463.0625,150.3
NA,NA,NA,-262.45,1462.8421,150.34
NA,NA,NA,-265.82,1462.6842,150.37
NA,NA,NA,-273.06,1462.5263,150.4
NA,NA,NA,-282.11,1462.3684,150.43
NA,NA,NA,-279.43,1462.1579,150.47
NA,NA,NA,-279.3,1462,150.5
NA,NA,NA,-275.65,1461.8696,150.53
NA,NA,NA,-273.07,1461.6956,150.57
NA,NA,NA,-272.51,1461.5652,150.6
NA,NA,NA,-275.6,1461.4348,150.63
NA,NA,NA,-277.34,1461.3043,150.66
NA,NA,NA,-274.38,1461.1304,150.7
NA,NA,NA,-272.23,1460.9655,150.74
NA,NA,NA,-267.96,1460.8621,150.77
NA,NA,NA,-265.29,1460.7586,150.8
NA,NA,NA,-264.5,1460.6207,150.84
NA,NA,NA,-267.43,1460.5172,150.87
NA,NA,NA,-269.46,1460.4138,150.9
NA,NA,NA,-270.98,1460.3103,150.93
NA,NA,NA,-267.07,1460.1724,150.97
NA,NA,NA,-260.28,1459.8684,151.07
NA,NA,NA,-256.69,1459.7632,151.11
NA,NA,NA,-257.46,1459.6842,151.14
NA,NA,NA,-261.95,1459.5789,151.18
NA,NA,NA,-270.41,1459.5,151.21
NA,NA,NA,-276.45,1459.3947,151.25
NA,NA,NA,-271.59,1459.2895,151.29
NA,NA,NA,-269.83,1459.2105,151.32
NA,NA,NA,-260.94,1459.1053,151.36
NA,NA,NA,-258.39,1459.0263,151.39
NA,NA,NA,-262.29,1458.8421,151.43
NA,NA,NA,-270.57,1458.6842,151.46
NA,NA,NA,-277.42,1458.4737,151.5
NA,NA,NA,-278.18,1458.2632,151.54
NA,NA,NA,-274.3,1458.1053,151.57
NA,NA,NA,-269.12,1457.9355,151.61
NA,NA,NA,-263.3,1457.8387,151.64
NA,NA,NA,-258.18,1457.7097,151.68
NA,NA,NA,-255.38,1457.6129,151.71
NA,NA,NA,-260.31,1457.4839,151.75
NA,NA,NA,-263.5,1457.3548,151.79
NA,NA,NA,-259.16,1457.2581,151.82
NA,NA,NA,-249.54,1457.129,151.86
NA,NA,NA,-246.78,1457.0323,151.89
NA,NA,NA,-256.34,1456.88,151.93
NA,NA,NA,-262.87,1456.76,151.96
NA,NA,NA,-263.36,1456.6,152
NA,NA,NA,-262.67,1456.48,152.03
NA,NA,NA,-264.31,1456.32,152.07
NA,NA,NA,-268.05,1456.2,152.1
NA,NA,NA,-261.25,1456.04,152.14
NA,NA,NA,-261.28,1455.9333,152.17
NA,NA,NA,-264.38,1455.8333,152.2
NA,NA,NA,-271.92,1455.7,152.24
NA,NA,NA,-275.28,1455.6,152.27
NA,NA,NA,-273.85,1455.4667,152.31
NA,NA,NA,-270.05,1455.3667,152.34
NA,NA,NA,-266.86,1455.2667,152.37
NA,NA,NA,-262.23,1455.1333,152.41
NA,NA,NA,-265.16,1455.0333,152.44
NA,NA,NA,-271.3,1454.7,152.48
NA,NA,NA,-270.36,1454.4,152.51
NA,NA,NA,-237.61,1454.1,152.54
NA,NA,NA,-248.57,1453.8571,152.58
NA,NA,NA,-265.2,1453.7143,152.61
NA,NA,NA,-271.52,1453.5238,152.65
NA,NA,NA,-270.06,1453.3809,152.68
NA,NA,NA,-267.72,1453.2381,152.71
NA,NA,NA,-263.72,1453.0476,152.75
NA,NA,NA,-277.15,1452.9,152.78
NA,NA,NA,-266.69,1452.4,152.88
NA,NA,NA,-260.14,1452.2,152.92
NA,NA,NA,-259.01,1452.05,152.95
NA,NA,NA,-258.64,1451.8965,152.99
NA,NA,NA,-272.69,1451.7931,153.02
NA,NA,NA,-278.37,1451.6897,153.05
NA,NA,NA,-280.82,1451.5517,153.09
NA,NA,NA,-272.58,1451.4483,153.12
NA,NA,NA,-266.85,1451.2759,153.17
NA,NA,NA,-262.84,1451.1379,153.21
NA,NA,NA,-261.39,1451.0345,153.24
NA,NA,NA,-262.35,1450.875,153.28
NA,NA,NA,-267.01,1450.6667,153.33
NA,NA,NA,-266.54,1450.5417,153.36
NA,NA,NA,-267.7,1450.375,153.4
NA,NA,NA,-266,1450.25,153.43
NA,NA,NA,-265.67,1450.0417,153.48
NA,NA,NA,-267.14,1449.7,153.52
NA,NA,NA,-278.33,1449.4,153.55
NA,NA,NA,-278.11,1449,153.59
NA,NA,NA,-276.45,1448.9,153.62
NA,NA,NA,-276.76,1448.8,153.65
NA,NA,NA,-276,1448.6667,153.69
NA,NA,NA,-277.5,1448.5667,153.72
NA,NA,NA,-276.57,1448.4333,153.76
NA,NA,NA,-275.67,1448.3333,153.79
NA,NA,NA,-277.5,1448.2,153.83
NA,NA,NA,-277.87,1448.1,153.86
NA,NA,NA,-280.67,1447.9565,153.9
NA,NA,NA,-279.5,1447.8261,153.93
NA,NA,NA,-280.88,1447.6522,153.97
NA,NA,NA,-276.33,1447.5217,154
NA,NA,NA,-268.79,1447.3478,154.04
NA,NA,NA,-263.35,1447.2174,154.07
NA,NA,NA,-263.22,1447.0435,154.11
NA,NA,NA,-262.34,1446.913,154.14
NA,NA,NA,-260.22,1446.7391,154.18
NA,NA,NA,-255.87,1446.6087,154.21
NA,NA,NA,-252.25,1446.4348,154.25
NA,NA,NA,-253.11,1446.2609,154.29
NA,NA,NA,-256.94,1446.1304,154.32
NA,NA,NA,-269.88,1445.9615,154.36
NA,NA,NA,-284.65,1445.8461,154.39
NA,NA,NA,-286.75,1445.6923,154.43
NA,NA,NA,-286.63,1445.5769,154.46
NA,NA,NA,-280.94,1445.4231,154.5
NA,NA,NA,-276.51,1445.2692,154.54
NA,NA,NA,-271.49,1445.1538,154.57
NA,NA,NA,-269.54,1445,154.61
NA,NA,NA,-270.9,1444.8696,154.64
NA,NA,NA,-271.49,1444.6956,154.68
NA,NA,NA,-272.13,1444.5652,154.71
NA,NA,NA,-272.84,1444.3913,154.75
NA,NA,NA,-272.19,1444.2174,154.79
NA,NA,NA,-273.79,1444.087,154.82
NA,NA,NA,-278.1,1443.913,154.86
NA,NA,NA,-280.27,1443.7826,154.89
NA,NA,NA,-278.81,1443.6087,154.93
NA,NA,NA,-270.19,1443.4783,154.96
NA,NA,NA,-258.97,1443.3043,155
NA,NA,NA,-256.51,1443.1739,155.03
NA,NA,NA,-255.07,1443.0435,155.06
NA,NA,NA,-257.62,1442.8333,155.09
NA,NA,NA,-260.25,1442.5,155.13
NA,NA,NA,-261.68,1442.25,155.16
NA,NA,NA,-261.32,1442,155.19
NA,NA,NA,-263.89,1441.875,155.22
NA,NA,NA,-267.73,1441.75,155.25
NA,NA,NA,-273.28,1441.625,155.28
NA,NA,NA,-279.98,1441.5,155.31
NA,NA,NA,-281.22,1441.375,155.34
NA,NA,NA,-278.93,1441.2083,155.38
NA,NA,NA,-273.26,1441.0833,155.41
NA,NA,NA,-270.33,1440.9643,155.44
NA,NA,NA,-269.28,1440.8571,155.47
NA,NA,NA,-271.75,1440.75,155.5
NA,NA,NA,-271.79,1440.6429,155.53
NA,NA,NA,-271.81,1440.5357,155.56
NA,NA,NA,-269.05,1440.4286,155.59
NA,NA,NA,-263.36,1440.2857,155.63
NA,NA,NA,-256.3,1440.1786,155.66
NA,NA,NA,-251.46,1440.0714,155.69
NA,NA,NA,-248.18,1439.9687,155.72
NA,NA,NA,-250.7,1439.875,155.75
NA,NA,NA,-255.06,1439.7812,155.78
NA,NA,NA,-260.98,1439.6875,155.81
NA,NA,NA,-261.75,1439.5937,155.84
NA,NA,NA,-258.25,1439.2812,155.94
NA,NA,NA,-260.1,1439.1875,155.97
NA,NA,NA,-263.72,1439.0937,156
NA,NA,NA,-269.81,1439,156.03
NA,NA,NA,-273.04,1438.75,156.07
NA,NA,NA,-274.44,1438.5625,156.1
NA,NA,NA,-274.06,1438.375,156.13
NA,NA,NA,-275.93,1438.125,156.17
NA,NA,NA,-281.39,1437.9231,156.2
NA,NA,NA,-281.01,1437.6923,156.23
NA,NA,NA,-276.93,1437.3846,156.27
NA,NA,NA,-272.04,1437.1538,156.3
NA,NA,NA,-265.49,1436.9697,156.33
NA,NA,NA,-262.34,1436.8485,156.37
NA,NA,NA,-261.91,1436.7576,156.4
NA,NA,NA,-266.87,1436.6667,156.43
NA,NA,NA,-271.96,1436.5454,156.47
NA,NA,NA,-276.06,1436.4545,156.5
NA,NA,NA,-278.07,1436.3636,156.53
NA,NA,NA,-276.85,1436.2424,156.57
NA,NA,NA,-273.98,1436.1515,156.6
NA,NA,NA,-270.83,1436.0606,156.63
NA,NA,NA,-270.78,1435.913,156.67
NA,NA,NA,-271.97,1435.7826,156.7
NA,NA,NA,-277.89,1435.6522,156.73
NA,NA,NA,-283.65,1435.4783,156.77
NA,NA,NA,-284.82,1435.3478,156.8
NA,NA,NA,-285,1435.2174,156.83
NA,NA,NA,-278.97,1435.0435,156.87
NA,NA,NA,-272.28,1434.9231,156.9
NA,NA,NA,-269.2,1434.8077,156.93
NA,NA,NA,-266.59,1434.6538,156.97
NA,NA,NA,-270.86,1434.5385,157
NA,NA,NA,-277.3,1434.4231,157.03
NA,NA,NA,-282.94,1434.2692,157.07
NA,NA,NA,-284.2,1434.1538,157.1
NA,NA,NA,-282.45,1434.0385,157.13
NA,NA,NA,-281.43,1433.8929,157.17
NA,NA,NA,-280.06,1433.7857,157.2
NA,NA,NA,-279.01,1433.6786,157.23
NA,NA,NA,-279.77,1433.5357,157.27
NA,NA,NA,-277.69,1433.4286,157.3
NA,NA,NA,-273.88,1433.3214,157.33
NA,NA,NA,-268.66,1433.1786,157.37
NA,NA,NA,-264.96,1433.0714,157.4
NA,NA,NA,-263.14,1432.95,157.43
NA,NA,NA,-265.94,1432.75,157.47
NA,NA,NA,-274.32,1432.6,157.5
NA,NA,NA,-277.88,1432.45,157.53
NA,NA,NA,-274.34,1432.25,157.57
NA,NA,NA,-269.32,1432.1,157.6
NA,NA,NA,-263.86,1431.9524,157.63
NA,NA,NA,-261.49,1431.7619,157.67
NA,NA,NA,-263.18,1431.619,157.7
NA,NA,NA,-273.9,1431.4762,157.73
NA,NA,NA,-285.09,1431.2857,157.77
NA,NA,NA,-289.09,1431.1429,157.8
NA,NA,NA,-286.67,1431,157.83
NA,NA,NA,-279.14,1430.8823,157.87
NA,NA,NA,-272.15,1430.7941,157.9
NA,NA,NA,-266,1430.7059,157.93
NA,NA,NA,-267.15,1430.5882,157.97
NA,NA,NA,-271.69,1430.5,158
NA,NA,NA,-273.06,1430.4118,158.03
NA,NA,NA,-269.66,1430.3235,158.06
NA,NA,NA,-262.1,1430.2059,158.1
NA,NA,NA,-253.4,1430.1176,158.13
NA,NA,NA,-244.58,1430.0294,158.16
NA,NA,NA,-241.09,1429.9412,158.19
NA,NA,NA,-243.89,1429.8235,158.23
NA,NA,NA,-252.39,1429.7353,158.26
NA,NA,NA,-266.22,1429.6471,158.29
NA,NA,NA,-276.63,1429.5588,158.32
NA,NA,NA,-280.17,1429.4706,158.35
NA,NA,NA,-276.1,1429.3529,158.39
NA,NA,NA,-270.64,1429.2647,158.42
NA,NA,NA,-264.21,1429.1765,158.45
NA,NA,NA,-263.06,1429.0882,158.48
NA,NA,NA,-264.23,1428.9643,158.52
NA,NA,NA,-266.64,1428.8571,158.55
NA,NA,NA,-267.23,1428.75,158.58
NA,NA,NA,-267.07,1428.6429,158.61
NA,NA,NA,-266.86,1428.5,158.65
NA,NA,NA,-268.83,1428.3929,158.68
NA,NA,NA,-272.37,1428.2857,158.71
NA,NA,NA,-281.08,1428.1786,158.74
NA,NA,NA,-284.31,1428.0714,158.77
NA,NA,NA,-282.22,1427.8947,158.81
NA,NA,NA,-279.81,1427.7368,158.84
NA,NA,NA,-274.48,1427.5789,158.87
NA,NA,NA,-263.43,1427.421,158.9
NA,NA,NA,-261.4,1427.2105,158.94
NA,NA,NA,-261.93,1427.0526,158.97
NA,NA,NA,-261.94,1426.9091,159
NA,NA,NA,-260.2,1426.7727,159.03
NA,NA,NA,-259.22,1426.6364,159.06
NA,NA,NA,-255.61,1426.4545,159.1
NA,NA,NA,-252.91,1426.3182,159.13
NA,NA,NA,-253.59,1426.1818,159.16
NA,NA,NA,-256.32,1426.0454,159.19
NA,NA,NA,-262.61,1425.875,159.23
NA,NA,NA,-271.53,1425.75,159.26
NA,NA,NA,-282.62,1425.625,159.29
NA,NA,NA,-286.61,1425.5,159.32
NA,NA,NA,-287.34,1425.375,159.35
NA,NA,NA,-282.46,1425.2083,159.39
NA,NA,NA,-274.83,1425.0833,159.42
NA,NA,NA,-261.66,1424.9655,159.45
NA,NA,NA,-258.96,1424.8621,159.48
NA,NA,NA,-262.46,1424.7241,159.52
NA,NA,NA,-267.73,1424.6207,159.55
NA,NA,NA,-271.8,1424.5172,159.58
NA,NA,NA,-274.25,1424.4138,159.61
NA,NA,NA,-273.53,1424.2759,159.65
NA,NA,NA,-260.24,1424.1724,159.68
NA,NA,NA,-272.58,1424.069,159.71
NA,NA,NA,-273.09,1423.963,159.74
NA,NA,NA,-273.21,1423.8518,159.77
NA,NA,NA,-276.41,1423.7037,159.81
NA,NA,NA,-276.78,1423.5926,159.84
NA,NA,NA,-273.06,1423.4815,159.87
NA,NA,NA,-270.6,1423.3704,159.9
NA,NA,NA,-267.05,1423.2222,159.94
NA,NA,NA,-267.1,1423.1111,159.97
NA,NA,NA,-268.75,1423,160
NA,NA,NA,-270.94,1422.85,160.03
NA,NA,NA,-273.04,1422.65,160.07
NA,NA,NA,-273.69,1422.5,160.1
NA,NA,NA,-270.63,1422.3,160.14
NA,NA,NA,-270.74,1422.15,160.17
NA,NA,NA,-271.42,1421.9615,160.21
NA,NA,NA,-277.83,1421.8461,160.24
NA,NA,NA,-278.83,1421.6923,160.28
NA,NA,NA,-279.67,1421.5769,160.31
NA,NA,NA,-280.77,1421.4615,160.34
NA,NA,NA,-276.91,1421.3077,160.38
NA,NA,NA,-272.2,1421.1923,160.41
NA,NA,NA,-271.3,1421.0385,160.45
NA,NA,NA,-274.04,1420.9048,160.48
NA,NA,NA,-274.89,1420.7143,160.52
NA,NA,NA,-269.98,1420.5714,160.55
NA,NA,NA,-265.04,1420.3809,160.59
NA,NA,NA,-255.51,1420.2381,160.62
NA,NA,NA,-249.39,1420.0476,160.66
NA,NA,NA,-248.8,1419.931,160.69
NA,NA,NA,-248.84,1419.8276,160.72
NA,NA,NA,-253.02,1419.6897,160.76
NA,NA,NA,-259.09,1419.5862,160.79
NA,NA,NA,-260.76,1419.4483,160.83
NA,NA,NA,-260.3,1419.3448,160.86
NA,NA,NA,-259.84,1419.2069,160.9
NA,NA,NA,-256.73,1419.1034,160.93
NA,NA,NA,-260.14,1418.9545,160.97
NA,NA,NA,-262.8,1418.6818,161.03
NA,NA,NA,-265.03,1418.5454,161.06
NA,NA,NA,-269.6,1418.3636,161.1
NA,NA,NA,-274.55,1418.2273,161.13
NA,NA,NA,-275.52,1418.0909,161.16
NA,NA,NA,-275.52,1417.96,161.19
NA,NA,NA,-267.24,1417.84,161.22
NA,NA,NA,-268.03,1417.68,161.26
NA,NA,NA,-264.7,1417.56,161.29
NA,NA,NA,-264.43,1417.44,161.32
NA,NA,NA,-262.17,1417.32,161.35
NA,NA,NA,-258.36,1417.2,161.38
NA,NA,NA,-256.53,1417.04,161.42
NA,NA,NA,-256.61,1416.9375,161.45
NA,NA,NA,-257.14,1416.8437,161.48
NA,NA,NA,-263.71,1416.75,161.51
NA,NA,NA,-269.88,1416.6562,161.54
NA,NA,NA,-276.83,1416.5625,161.57
NA,NA,NA,-277.69,1416.4375,161.61
NA,NA,NA,-277.79,1416.3437,161.64
NA,NA,NA,-277.2,1416.25,161.67
NA,NA,NA,-273.37,1416.1562,161.7
NA,NA,NA,-276.77,1416.0625,161.73
NA,NA,NA,-276.72,1415.92,161.77
NA,NA,NA,-280.09,1415.8,161.8
NA,NA,NA,-275.56,1415.68,161.83
NA,NA,NA,-274.62,1415.56,161.86
NA,NA,NA,-269.42,1415.44,161.89
NA,NA,NA,-263.06,1415.28,161.93
NA,NA,NA,-263.08,1415.16,161.96
NA,NA,NA,-264.55,1415.04,161.99
NA,NA,NA,-270.77,1414.8571,162.02
NA,NA,NA,-273.77,1414.5714,162.06
NA,NA,NA,-271.58,1414.3571,162.09
NA,NA,NA,-270.1,1414.0714,162.13
NA,NA,NA,-266.69,1413.931,162.16
NA,NA,NA,-268.31,1413.7931,162.2
NA,NA,NA,-271.16,1413.6897,162.23
NA,NA,NA,-275.52,1413.5517,162.27
NA,NA,NA,-275.27,1413.4483,162.3
NA,NA,NA,-269.48,1413.3448,162.33
NA,NA,NA,-272.39,1413.2069,162.37
NA,NA,NA,-274.35,1413.1034,162.4
NA,NA,NA,-279.07,1412.9583,162.44
NA,NA,NA,-285.76,1412.8333,162.47
NA,NA,NA,-283.84,1412.6667,162.51
NA,NA,NA,-282.79,1412.5417,162.54
NA,NA,NA,-279.69,1412.375,162.58
NA,NA,NA,-275.78,1412.25,162.61
NA,NA,NA,-272.94,1412.0833,162.65
NA,NA,NA,-274.67,1411.95,162.68
NA,NA,NA,-276.25,1411.8,162.71
NA,NA,NA,-276.04,1411.6,162.75
NA,NA,NA,-270.59,1411.45,162.78
NA,NA,NA,-263.79,1411.25,162.82
NA,NA,NA,-256.19,1411.1,162.85
NA,NA,NA,-252.66,1410.9375,162.89
NA,NA,NA,-255.47,1410.8437,162.92
NA,NA,NA,-264.67,1410.7187,162.96
NA,NA,NA,-273.38,1410.625,162.99
NA,NA,NA,-278.85,1410.5312,163.02
NA,NA,NA,-281.19,1410.4375,163.05
NA,NA,NA,-281,1410.3125,163.09
NA,NA,NA,-278.88,1410.2187,163.12
NA,NA,NA,-276.57,1410.125,163.15
NA,NA,NA,-274.8,1410.0312,163.18
NA,NA,NA,-273.61,1409.8965,163.22
NA,NA,NA,-271.98,1409.7931,163.25
NA,NA,NA,-269.32,1409.6897,163.28
NA,NA,NA,-265.48,1409.5862,163.31
NA,NA,NA,-261.7,1409.4828,163.34
NA,NA,NA,-260.14,1409.3448,163.38
NA,NA,NA,-261.82,1409.2414,163.41
NA,NA,NA,-264.83,1409.1379,163.44
NA,NA,NA,-268.77,1409.0345,163.47
NA,NA,NA,-269.08,1408.8571,163.51
NA,NA,NA,-265.12,1408.7143,163.54
NA,NA,NA,-259.55,1408.5714,163.57
NA,NA,NA,-254.53,1408.4286,163.6
NA,NA,NA,-251.36,1408.2381,163.64
NA,NA,NA,-252.94,1408.0952,163.67
NA,NA,NA,-256.67,1407.9412,163.7
NA,NA,NA,-260.71,1407.7647,163.73
NA,NA,NA,-263.48,1407.5882,163.76
NA,NA,NA,-264,1407.3529,163.8
NA,NA,NA,-260,1407.1765,163.83
NA,NA,NA,-259.38,1407,163.86
NA,NA,NA,-260.05,1406.8696,163.89
NA,NA,NA,-263.79,1406.6956,163.93
NA,NA,NA,-270.56,1406.5652,163.96
NA,NA,NA,-274.15,1406.4348,163.99
NA,NA,NA,-270.8,1406.3043,164.02
NA,NA,NA,-265.1,1406.1304,164.06
NA,NA,NA,-256.21,1406,164.09
NA,NA,NA,-250.23,1405.7895,164.13
NA,NA,NA,-249.66,1405.6316,164.16
NA,NA,NA,-259.92,1405.421,164.2
NA,NA,NA,-265.78,1405.2632,164.23
NA,NA,NA,-278.57,1405.0526,164.27
NA,NA,NA,-282.63,1404.8667,164.3
NA,NA,NA,-283.36,1404.6667,164.33
NA,NA,NA,-277.62,1404.4,164.37
NA,NA,NA,-267.32,1404.2,164.4
NA,NA,NA,-258.47,1403.9687,164.44
NA,NA,NA,-251.1,1403.875,164.47
NA,NA,NA,-252.69,1403.75,164.51
NA,NA,NA,-261.48,1403.6562,164.54
NA,NA,NA,-269.93,1403.5312,164.58
NA,NA,NA,-273.05,1403.4375,164.61
NA,NA,NA,-272.4,1403.3437,164.64
NA,NA,NA,-268.58,1403.2187,164.68
NA,NA,NA,-265.05,1403.125,164.71
NA,NA,NA,-266.56,1403,164.75
NA,NA,NA,-271.4,1402.85,164.78
NA,NA,NA,-278.15,1402.65,164.82
NA,NA,NA,-279.13,1402.5,164.85
NA,NA,NA,-277.24,1402.3,164.89
NA,NA,NA,-271.9,1402.15,164.92
NA,NA,NA,-266.49,1401.9412,164.96
