year (AD),d18O (permil),thickness (mwe),dust (permil),F (ppb),Cl (ppb),sulfate (ppb),nitrate (ppb),Na (ppb),ammonium (ppb),K (ppb),Mg (ppb),Ca (ppb)
1185,-17.4633,0.8778,13846.66667,0.79,15.20333,1.583333,2.3133333,0,28.19667,0,0,0
1184,-17.31,0.8792,9040,0.83,28.38,1.11,6.17,0,47.07,0,0,0
1183,-16.3025,1.1636,12835,0.56,19.355,1.03,0,4.335,26.145,2.155,0,0
1182,-17.905,0.8819,19270,1.68,24.12,1.98,7.38,0,37.07,0,0.27,0
1181,-16.98,1.4512,19080,0.765,14.705,0,1.335,0,24.705,0,0,0
1180,-19.852,1.1691,19515,0.715,15.815,0,4.005,0,26.985,0,0,0
1179,-19.999,1.4558,23495,0.305,34.455,10.39,12.06,25.66,25.46,8.885,1.015,3.98
1178,-18.8182,2.0286,18040,0.4466667,21.80333,2.873333,2.2233333,6.1833333,27.94667,2.186667,0.1066667,0
1177,-17.3712,1.4604,25270,0.63,20.73,0.69,10.56,0,41.25,1.39,0.135,0
1176,-17.1043,1.4627,19530,0.255,19.065,10.095,6.33,24.135,19.86,7.425,0.435,1.255
1175,-17.7542,1.7516,28276,0.342,21.552,0.232,1.428,0,35.914,0,0,0
1174,-17.6886,2.3605,23165.71429,0.2442857,15.74571,0.4542857,0,0,28.47286,0,0.09142857,0.3942857
1173,-17.2933,1.1821,20580,0,11.53667,0.74,0,0,21.73,0,0,0
1172,-18.4267,1.184,14333.33333,0.3466667,11.42333,0,0,0,23.03,2.1,0,0
1171,-18.815,0.5769,28020,0.57,13.2,0,0,0,30.83,0,0,0
1170,-18.485,0.5778,50860,0.81,14.71,1.09,0,0,29.3,0,0.34,1.7
1169,-18.0875,1.479,15650,0.25,13.59,0,0,2.715,23.625,5.315,0.16,0.71
1168,-18.285,0.9017,11780,0,11.57,0,0,0,24.08,0,0,1.66
1167,-18.71,0.5806,9870,0,13.58,0,0,0,25.21,0,0,1.62
1166,-18.97,0.5815,11770,0,10.63,0,0,0,22.21,0,0,0
1165,-17.4425,1.4884,17505,0,10.065,0,0,0,22.015,0,0,0.7
1164,-16.4,1.1991,15206.66667,0,15.96667,0.8266667,3.36,0,36.53667,2.733333,0.28,0
1163,-17.16,0.9088,13253.33333,0,13,1.16,0,0,26.66333,0,0,0
1162,-18.0667,1.2029,13146.66667,0,18.00667,0.4066667,4.06,3.8666667,29.45,5.84,0,0
1161,-19.648,1.4978,15968,0,13.46,0.244,2.268,0,25.65,3,0,0
1160,-18.76,1.2067,13873.33333,0,7.736667,0.4466667,10.893333,0,23.83,0,0,0
1159,-18.56,1.2086,13533.33333,0,12.95667,0.4466667,47.84,0,50.02333,0,0,0
1158,-18.125,0.5889,14950,0,9.44,1.25,20.49,0,29.87,0,0,0
1157,-17.5673,1.2124,16046.66667,0,11.39333,0.7266667,9.7333333,0,25.24333,0,0.45,0
1156,-16.801,0.919,24206.66667,0,12.59333,0,0,0,23.79,0,0.09666667,0
1155,-16.5185,0.9204,26970,0,14.13,0,0,0,24.13,2.65,0,0
1154,-16.484,0.9219,17633.33333,0,10.31333,0,0,0,22.38,0,0.27,0
1153,-16.0485,0.9234,30480,0,8.575,0,0,0,19.175,0,0.27,0
1152,-16.1555,0.5945,24220,0,8.705,0,0,0,18.68,0,0.125,0
1151,-16.9477,1.224,22980,0,13.66,0,0,0,24.43,0,0,0
1150,-17.954,0.9278,23493.33333,0.1833333,13.15,0,11.186667,0,31.43333,1.156667,0.2466667,0.9733333
1149,-14.7567,1.2279,16893.33333,0.69,17.21667,0,22.853333,0,44.49333,1.156667,0.5333333,2.233333
1148,-18.0467,0.9307,20006.66667,0.5266667,13.50333,0.9933333,0,0,30.26667,0,0,1.133333
1147,-18.12,1.2318,11780,0,12.75,1.4,5.8266667,3.8866667,31.28667,0,0,0
1146,-16.76,0.6002,15370,0,12.21,0,7.06,0,30.57,2.59,0,0
1145,-16.34,0.9352,23440,0,15.04,1.11,0,0,28.63,0,0,0
1144,-16.71,0.6021,15310,0,8.47,1.06,0,0,19.2,0,0,0
1143,-17.028,1.8427,14176,0,12.702,0.738,0,0,23.692,0,0,0
1142,-16.1608,1.5437,17970,0.265,11.0525,0.4125,0,0,23.1025,0,0,0
1141,-17.33,0.605,9290,0.31,5.6,0,0,0,15.3,0,0,0
1140,-18.2213,1.5486,13485,0.625,11.955,0,0,0,22.57,0,0,0
1139,-17.175,0.9441,12630,0.29,15.49,0,0,0,29.145,0,0,0
1138,-18.3133,0.9456,18153.33333,0.4333333,12.87333,0,0,0,23.86667,0,0,0
1137,-18.1133,1.2515,15333.33333,0.3533333,9.493333,0,0,0,23.06667,0,0,0
1136,-18.5965,0.6098,20430,0,9.3,0,0,0,22.42,0,0,0
1135,-17.436,0.9501,9820,0,10.13,0,0,0,23.91,0,0,0
1134,-16.8963,0.9516,16513.33333,0,9.906667,0,0,0,24.60667,0,0,0
1133,-17.5355,0.9531,8460,0,8.42,0,0,0,25.05,0,0,0
1132,-18.5983,0.9547,10573.33333,0,7.933333,0,0,0,20.55667,0,0,0
1131,-17.567,1.2635,13893.33333,0,7.526667,0,0,0,19.25667,0,0,0
1130,-17.9597,0.9577,12933.33333,0,7.266667,0,0,0,18.26667,0,0,0
1129,-18.9965,0.7194,11120,0,12.765,0,4.59,0,30.645,0,0,0
1128,-17.7897,1.1666,15660,0,13.91,0,3.06,0,30.25,0,0,0
1127,-18.1933,1.1685,14006.66667,0,10.96333,0.3933333,5.4833333,0,23.09333,0,0,0
1126,-17.81,0.7917,15210,0,15.66,0.59,12.48,0,31.51,0,0,0
1125,-19.6725,1.5514,14625,0,15.045,0.3325,20.0525,0,35.875,0,0,0
1124,-17.565,0.7942,16700,0,10.77,0.665,11.47,0,27.92,0,0,0
1123,-16.31,0.7955,11140,0,9.12,0,7.305,0,21.675,0,0,0
1122,-16.35,1.1778,13860,0,10.96333,0.7866667,8.9433333,0,24.18333,0,0,0
1121,-16.9575,0.798,11690,0,10.76,1.22,12.17,0,29.1,0,0,0
1120,-18.3843,1.1815,10620,0,13.67,1.113333,7.5266667,0,28.67333,0,0,0
1119,-17.448,1.7751,12135,0,9.68,0.94,6.4275,0,25.9575,0,0,0
1118,-15.4467,1.3596,13746.66667,0,11.61667,0,3.4766667,0,22.83667,0,0,0
1117,-17.8715,0.9078,20660,0,12.29,0,0,0,23.38,0,0,0
1116,-18.892,0.8043,13650,0,9.34,0,2.93,0,20.93,0,0,0
1115,-18.5047,1.1909,12886.66667,0,9.73,0,0,0,20.57667,0,0,0
1114,-18.3575,0.8069,12710,0,10.72,0,5.55,0,26.58,0,0,0
1113,-17.0377,1.1947,17980,0,10.50333,0,3.7,0,25.92333,0,0,0
1112,-17.155,0.8094,12110,0,8.48,0,0,0,18.24,0,0,0
1111,-17.5767,1.1985,11400,0,10.59667,0,0,0,21.78667,0,0,0
1110,-17.585,0.812,22930,0,8.115,0,0,0,17.93,0,0,0
1109,-16.7925,1.5912,14300,0,8.725,0,0,0,19.9325,0,0,0
1108,-15.97,0.8146,15130,0,12.195,0,0,0,22.82,0,0,0
1107,-15.61,0.8159,20670,0,10.36,0,0,0,20.295,0,0,0
1106,-16.06,0.8172,16290,0,10.45,0,2.045,0,25.13,0,0,0
1105,-14.3,0.8185,17370,0,10.875,0,2.045,0,28.55,0,0,0
1104,-15.4773,1.2118,8960,0,12.19667,0,2.48,0,29.39667,0,0,0
1103,-16.495,0.8211,10540,0,15.105,0,3.72,0,34.635,0,0,0
1102,-15.68,1.2156,16033.33333,0,14.13333,0,0,0,26.87667,0,0,0
1101,-16.195,0.8236,12150,0,31.41,2.46,0,0,27.25,0,0,0
1100,-17.02,1.2195,12893.33333,0,10.58667,0,0,0,25.68667,0,0,0
1099,-17.465,0.8263,12580,0,10.21,0,0,0,23.935,0,0,0
1098,-17.345,0.8995,11200,0,10.555,0.565,8.87,0,29.025,0,0.22,0
1097,-15.505,1.0451,11780,0,10.79,1.305,13.385,0,30.775,0,0.22,0
1096,-17.135,0.9385,11500,0,11.76,0.74,8.735,0,24.585,0,0,0
1095,-18.7933,1.193,16346.66667,0,14.54333,0,24.686667,0,33.1,0,0,0
1094,-15.65,1.9915,10024,0,15.492,0.238,35.746,0,37.58,0,0.18,0
1093,-17.4533,1.1968,8986.666667,0,11.91333,0.3966667,23.983333,0,25.24,0,0.12,0
1092,-19.816,1.9977,15124,0,9.832,0,11.132,0,20.516,0,0.16,0
1091,-21.265,0.8004,10780,0,8.61,0,3.84,0,19.565,0,0,0
1090,-19.2327,1.2024,15780,0,9.78,0,3.6533333,0,21.92333,0,0,0
1089,-18.8,2.0072,9704,0,10.138,0,1.084,0,21.464,0,0,0
1088,-18.026,0.8041,13070,0,10.345,0,1.325,0,23.38,0,0,0
1087,-17.7185,0.8054,18730,0,10.24,0,1.325,0,23.84,0,0,0
1086,-18.267,0.8067,27650,0,8.75,0,0,0,20.915,0,0,0
1085,-18.0868,2.0198,19800,0,9.46,0,0,0,23.55,0,0,0
1084,-19.077,0.8092,14280,0,6.67,0,0,0,17.29,0,0,0
1083,-18.8225,0.8105,22130,0,8.69,0,3.11,0,22.82,0,0.27,0
1082,-19.91,1.2176,15686.66667,0,9.306667,0,6.3033333,0,20.79,0,0,0
1081,-19.64,0.813,17900,0,9.775,0,15.01,0,26.005,0,0.25,0.625
1080,-17.38,2.0357,20452,0,16.502,0,11.022,0,33.416,0,0.1,0.25
1079,-18.3,0.8156,17670,0,16.6,0,2.56,0,29.84,0,0,0
1078,-17.9033,1.2253,15040,0,20.31333,0,4.0533333,0,37.54,0,0,0
1077,-17.315,0.8181,14590,0,11.945,0,0,0,22.205,0,0,0
1076,-18.5,0.8194,10760,0,9.65,0,1.52,0,23.465,0,0,0
1075,-18.7535,0.8207,13320,0,9,0,3.84,0,24.82,0,0,0
1074,-19.12,1.2329,16180,0,14.47667,0,6.76,0,32.96,0,0,0
1073,-20.64,0.8232,19740,0,13.4,0,0,0,24.96,2.95,0,0
1072,-19.02,0.8245,17240,0,10.31,0,0,0,23.87,0,0,0
1071,-18.57,0.8258,13750,0,9.77,0,4.19,0,25.21,0,0,0
1070,-19.3925,1.6542,19280,0,13.86,0,7.68,0,29.76,0,0,0
1069,-19.605,0.8284,18270,0,16.17,0,6.02,0,34.31,0,0,0
1068,-17.8833,1.2445,22806.66667,0,11.64667,0,4.13,0,25.22,0,0,0
1067,-16.895,0.831,26450,0,12.53,0,3.575,0,29.635,0,0,0
1066,-16.4,1.2106,30966.66667,0,13.2,0,1.2866667,0,31.83667,0,0,0
1065,-18.53,1.364,32806.66667,0,21.28667,0.47,0,0,30.23,1.926667,0,0
1064,-17.2433,1.1384,24673.33333,0,31.72,0.47,0,0,28.33667,4.04,0,0
1063,-17.36,0.7601,12740,0,14.41,0,0,0,24.14,0,0,0
1062,-17.185,0.7613,20750,0,12.12,0,0,0,22.05,0,0,0
1061,-17.939,1.1437,18560,0,21.87,0,3.94,0,37.73667,0,0,0
1060,-19.6815,1.1455,15440,0,13.96,0,0,0,24.84,0,0,0
1059,-19.861,1.1473,23913.33333,0,14.8,0,0,0,26.78,0,0,0
1058,-18.7643,1.1491,16353.33333,0,16.84667,0.7533333,3.8733333,0,33.30667,0,0,0
1057,-15.082,0.7672,14540,0,26.95,0,11.38,0,52.58,0,0.33,0
1056,-15.2363,1.1526,9093.333333,0,12.31333,0,2.6866667,0,28.52,0,0,0
1055,-15.799,0.7696,20290,0,13.285,0,5.76,0,31,0,0,0
1054,-16.81,1.1562,12086.66667,0,14.05667,0,3.3933333,0,28.42667,0,0,0
1053,-17.88,1.158,12493.33333,0,11.50333,0,2.0533333,0,25.98667,0,0,0
1052,-17.35,0.7732,17540,0,10.41,0,0,0,23.85,0,0,0
1051,-17.4433,1.1615,18120,0,9.836667,0,0,0,21.86667,0,0,0
1050,-19.215,0.7755,26780,0,7.59,1.03,0,0,18.05,0,0,0
1049,-18.23,1.1651,18553.33333,0,11.21333,1.196667,10.223333,0,37.60333,0,0.52,0.4966667
1048,-15.8433,1.1669,19540,0,12.80667,1.13,16.223333,0,44.93,0,0.4933333,0.4966667
1047,-16.835,0.7791,20860,0,7.17,1.06,0,0,19.23,0,0,0
1046,-18.87,1.1705,23673.33333,0,9.636667,0.78,4.29,0,29,0,0,0
1045,-18.3667,1.1722,13920,0,10.89667,0,5.49,0,29.88667,0,0,0
1044,-18.53,1.174,16413.33333,0,20.54667,0.7466667,9.38,0,42.81333,0,0.1666667,0
1043,-18.62,0.7839,34510,0,12.775,0,3.375,0,27.935,0,0,0
1042,-19.0133,1.1776,20906.66667,0,17.33,0,3.29,0,34.55667,0,0,0
1041,-19.5333,1.1794,25520,0,9.976667,0,0,0,27.60667,0,0,0
1040,-18.8233,1.1812,20213.33333,0,7.416667,0,0,0,20.82,0,0,0
1039,-18.5125,0.7887,34260,0,13.5,0,0,0,30.25,0,0,0
1038,-18.168,1.1848,22293.33333,0,11.25,0,0,0,27.09667,0,0,0
1037,-16.4818,1.5822,25355,0.45,14.225,0,0,0,33.825,0,0,0
1036,-17.448,0.7923,28100,0.29,13.095,0,0,0,32.49,0,0,0
1035,-19.1255,0.7935,20720,0,16.13,0,1.405,0,34.6,0,0,0
1034,-18.885,0.7947,27600,0,15.48,0,1.405,0,33.97,0,0,0
1033,-17.9757,1.1938,31060,0,10.87333,0,0,0,30.63667,0,0,0
1032,-16.67,0.7572,20880,0.56,20.27,0,6.99,0,50.62,0,0.47,1.44
1031,-16.5667,1.1176,22306.66667,0,16.74333,0,3.1566667,0,36.65667,0,0,0
1030,-16.21,1.4791,22595,0,13.7475,0,1.8175,0,32.995,0,0.07,0
1029,-16.315,0.8407,27670,0,14.12,0,2.24,0,31.95,0,0.14,0
1028,-17.425,0.7618,22760,0,12.19,0,0,0,21.74,5.64,0,0
1027,-17.77,0.763,20090,0,8.57,0,4.11,0,21.12,4.22,0,0
1026,-17.69,1.1663,18633.33333,0,18.83333,0.9133333,19.74,0,47.6,0,0.1933333,0
1025,-17.57,0.7653,32810,0,17.655,0.58,14.745,0,39.905,0,0,0
1024,-17.05,1.1698,23260,0,23.92333,0.3866667,17.756667,0,47.07,0,0,0
1023,-16.87,1.1715,17553.33333,0,21.19667,2.346667,16.736667,0,46.12667,2.226667,0.34,0.8866667
1022,-16.91,0.7687,15310,0,9.445,0.81,2.105,0,21.86,0,0,0
1021,-17.514,0.7699,41540,0.25,19.9,0.595,9.625,0,39.655,0,0,0
1020,-18.2162,1.5826,18200,0.125,19.0725,1.37,13.9775,3.205,39.9175,0,0,0
1019,-17.966,1.9507,17472,0,19.358,4.81,16.172,13.8,28.044,3.744,0.264,0.652
1018,-19.117,1.1803,16493.33333,0,8.446667,0,6.01,0,23.99333,0,0,0
1017,-18.1435,0.7745,21220,0,9.185,0.63,3.58,0,22.05,2.705,0,0
1016,-17.73,0.7756,19170,0,10.495,0.63,1.615,0,21.55,2.705,0,0
1015,-18.4545,1.5944,24675,0,8.04,0.39,11.7475,0,19.935,0,0.115,0
1014,-14.745,1.5968,19370,0,17.98,0.39,47.495,0,42.4575,0.97,0.35,0
1013,-16.93,0.7791,16560,0,13.095,0,11.165,0,24.335,0,0,0
1012,-18.89,0.7802,20020,0,12.91,0,3.76,0,22.49,0,0,0
1011,-18.7833,1.1926,23920,0,7.69,0.4966667,0,1.9933333,15.36667,1.186667,0,0
1010,-18.435,0.7825,15020,0,8.17,0,0,0,26.9,0,0,0
1009,-18.26,0.7837,13700,0,5.86,0,0,0,16.62,0,0,0
1008,-18,1.1979,15840,0,13.55333,0.6933333,0,6.9733333,16.45667,13.13333,0,0
1007,-16.9025,1.6133,14100,0,9.6875,0,0,0,24.5125,0,0,0
1006,-17.56,1.9885,11064,0,6.458,0.964,5.48,0,17.832,0,0,0
1005,-17.61,1.2032,14873.33333,0,10.65,1.973333,22.093333,0,32.39,2.04,0.29,0
1004,-17.315,1.6204,17560,0,7.3375,0.395,4.5,0,21.4075,0,0.0675,0
1003,-16.94,1.2067,37493.33333,0,7.153333,0,0,0,17.30667,0,0,0
1002,-17.6615,0.7917,31380,0,8,0,0,0,21.34,0,0,0
1001,-18.1195,0.7929,14310,0,6.32,0,3.47,0,20.83,0,0,0
1000,-18.574,0.7941,20700,0,12.82,0,23.35,0,45.47,0,0,0
999,-17.828,1.2137,16446.66667,0.3466667,15.80667,0,28.96,0,48.68667,0,0,0
998,-17.317,0.7964,17030,0,6.35,0,2.38,0,19.025,0,0,0
997,-18.2353,1.2173,17706.66667,0,7.086667,0,0,0,20.66333,0,0,0
996,-19.8487,1.219,23913.33333,0,12.07667,0,1.0766667,0,25.33667,0,0,0
995,-19.9907,1.2208,27486.66667,0,15.48333,0,1.0766667,0,30.55,0,0,0
994,-17.3917,1.6441,14160,0,9.645,0,2.25,0,29.02,0,0,0
993,-17.59,0.8021,35970,0,8.94,0,0,0,20.27,0,0,0
992,-17.925,0.8033,24590,0,8.23,0,0,0,18.45,0,0,0
991,-17.455,0.8045,14820,0,8.31,0,0,0,23.84,0,0,0
990,-17.3,0.8056,13580,0,8.94,0,0,0,22.43,0,0,0
989,-18.5333,1.1889,26813.33333,0,9.313333,0,0,0,21.77667,0,0,0
988,-19.38,0.8079,17430,0,11.315,0,1.57,0,24.615,0,0,0
987,-19.025,0.8091,17800,0,11.81,0,1.57,0,25.645,0,0,0
986,-18.91,0.8102,8650,0,8.855,0,1.485,0,22.145,0,0,0
985,-19.36,0.8114,11320,0,12.62,0.55,8.12,0,34.665,0,0,0
984,-18.26,0.8125,14480,0,14.945,1.17,9.45,0,40.11,0,0,0
983,-17.53,0.8137,10560,0,10.735,1.205,4.275,0,27.525,0,0,0
982,-17.535,0.8148,9390,0,10.99,1.2,3.025,0,25.81,0,0,0
981,-18.7675,1.632,13055,0,9.7675,0.605,2.43,0,27.245,0,0,0
980,-19.12,1.2042,11086.66667,0,7.23,0.3966667,3.89,0,25.01333,0,0,0
979,-18.21,0.8183,16210,0,7.33,1.14,0,0,23.93,0,0,0
978,-17.3218,1.6389,15710,0,5.535,0,0,0,19.28,0,0,0
977,-17.9997,1.2093,19586.66667,0,8.623333,0,0,0,21.60667,0,0,0
976,-18.611,1.211,18066.66667,0,6.443333,0,0,0,18.9,0,0,0
975,-19.0205,0.8229,24590,0,6.52,0,0,0,20.29,0,0,0
974,-19.316,1.4312,27120,0,18.82333,0.73,0,23.333333,14.01667,12.82,0.6133333,2.266667
973,-18.4617,2.4756,17270,0,9.223333,0.5266667,6.94,0,28.44333,0,0,0
972,-17.578,2.0441,13688,0,11.254,0,9.22,0,30.492,0,0,0
971,-15.94,0.8275,18170,0,8.39,0,2.52,0,23.18,0,0,0
970,-16.98,0.8287,15890,0,12.51,0,5.74,0,29.49,0,0,0
969,-17.2333,1.2229,26426.66667,0,7.72,0.34,0,0,19.93667,0,0,0
968,-17.365,0.8309,17790,0,9.755,0.51,0,0,23.305,0,0,0
967,-18.036,1.2262,14246.66667,0,7.55,0.8533333,0,0,21.48,0,0,0
966,-17.692,0.8332,15730,0,8.85,0,0,0,24.8,0,0,0
965,-18.5713,1.2296,19126.66667,0,10.85333,0.8,3.6733333,0,26.4,0,0,0
964,-18.0983,1.6711,18445,0,10.84,0,2.69,0,26.6075,0,0,0
963,-17.4585,0.8367,20330,0,7.35,0,2.005,0,21.26,0,0,0
962,-19.1243,1.2347,10666.66667,0,11.42,0.6933333,8.7966667,0,30.69,0,0,0
961,-19.984,1.2364,11000,0,8.053333,0.36,3.2933333,0,23.06,0,0,0
960,-17.9,0.8401,16270,0,8.61,0.54,3.075,0,25.755,0,0,0
959,-17.74,1.6825,17260,0,7.8025,0.885,3.7575,0,23.3825,0,0,0
958,-19.5725,1.6848,14010,0,8.9025,0,6.2475,0,26.7075,0,0,0
957,-18.97,1.8647,16920,0,10.1275,0,6.0375,0,27.09,0,0,0
956,-17.5633,1.2003,14866.66667,0,12.27667,0,6.2066667,0,33.16333,0,0,0
955,-16.745,0.8013,35110,0,9.34,0,2.98,0,25.67,0,0,0
954,-18.5012,3.165,25690,0,11.305,0.6025,7.8475,0,32.64,0,0,0
953,-16.7175,1.6069,13155,0,8.27,0.59,1.37,0,23.535,0,0,0
952,-17.1433,1.2068,21940,0,8.373333,1.993333,0.93,0,15.72,0,0,0
951,-18.1535,0.8056,18390,0,8,1.84,1.395,0,11.07,0,0,0
950,-19.3497,1.21,19420,0,7.02,1.4,0,0,23.04667,0,0,0
949,-18.794,0.8078,33990,0,6.65,1.21,3.98,0,23.27,0,0.34,4.11
948,-18.1135,0.8088,38790,0,9.03,1.73,11.91,0,41.54,0,0,0
947,-17.22,2.4297,20133.33333,0,8.12,1.313333,7.68,0,22.99333,0,0,0
946,-16.617,0.811,16730,0,5.69,1.35,2.95,0,25.05,0,0,0
945,-17.2075,0.8121,16190,0,6.98,1.63,0,0,25.1,0,0,0
944,-18.2167,1.2197,24166.66667,0,6.53,1.593333,1.0266667,0,26.63333,0,0.09,0
943,-18.63,0.8142,22110,0,7.13,1.805,1.54,0,28.845,0,0.27,0
942,-17.94,0.8153,19850,0,7.23,0.885,0,0,24.855,0,0.135,0
941,-17.535,0.8163,21220,0,6.455,0.585,1.87,0,23.765,0,0.155,0
940,-17.435,0.8174,19990,0,5.715,1.655,6.255,0,28.715,0,0.37,0
939,-17.46,0.8185,21460,0,5.34,1.07,9.87,0,16.73,1.79,0.53,0.65
938,-17.055,0.8195,28370,0,5.125,0,11.055,0,20.17,0,0.145,0
937,-16.4225,1.6412,18175,0,7.6775,0,17.0825,0,52.0025,0,0.17,0.6025
936,-16.924,2.3737,18124,0,4.822,0.316,1.542,0,19.318,0,0.078,0.482
935,-18.6567,1.2341,17220,0,4.446667,0.5266667,0,0,14.14,0,0,0
934,-18.74,1.2357,26280,0,4.13,0,0,0,18.83333,0,0,0
933,-18.3067,1.2373,22833.33333,0,5.75,0,0,0,22.69333,0,0,0
932,-18.5633,1.2389,40993.33333,0,8.42,0,0,0,0,0,0.22,0
931,-18.7145,0.827,37350,0,8,0.895,0,0,12.415,0,0,0
930,-18.657,1.242,25386.66667,0,8.34,1.503333,0,0,28.43667,0,0,0
929,-18.497,0.8291,29870,0,8.12,0,0,0,24.62,0,0,0
928,-17.976,0.8301,23370,0,11.64,0,0,0,35.02,0,0,0
927,-18,0.8312,22600,0,7.92,0,0,0,26.99,0,0,0
926,-17.11,0.8322,23020,0,10.65,1.69,0,0,30.54,0,0,0
925,-17.598,1.2499,27920,0,11.21667,0.7466667,4.02,0,40.13333,0,0.1933333,0
924,-18.272,0.8343,32620,0,8.825,0,3.465,0,32.24,0,0,0
923,-17.5365,0.8354,42930,0,9.72,0,9.945,0,35.78,0,0,0
922,-17.53,1.6728,30425,0,13.815,1.065,14.8475,0,34.44,2.15,0.915,4.9
921,-18.9343,1.2562,31740,0,12.38667,1.173333,7.0366667,0,35.39333,0,0.1133333,0.6866667
920,-18.1677,1.2578,38533.33333,0,17.14667,3.133333,14.616667,0,42.5,0,0,0
919,-17.5215,1.0261,37300,0,14.27,3.98,22.98,0,30.885,0,0,0
918,-18.22,1.1208,35586.66667,0,14.28667,5.406667,32.35,0,22.98333,0,0.1666667,0
917,-19.3567,1.1222,19906.66667,0,14.13667,5.376667,35.08,0,23.86,2.133333,0.3266667,0
916,-18.89,1.1236,27286.66667,0,12.91,4.263333,52.066667,0,28.55333,0,0.12,0
915,-17.36,1.1249,18953.33333,0,16.06667,3.956667,107.24,0,47.1,1.846667,0.31,0
914,-17.125,0.7509,30000,0,14.25,3.91,72.74,0,35.245,0,0.135,0
913,-17.8967,1.1277,19613.33333,0,16.96,7.583333,59.64,0,31.64333,0,0.3666667,0.8866667
912,-18.3833,1.1291,24266.66667,0,13.11,9.91,25.68,0,19.43,0,0.4333333,1.08
911,-18.59,1.1304,26800,0,11.60333,8.123333,29.84,0,20.34333,0,0.2066667,0
910,-18.96,0.7545,27140,0,10.86,11.81,40.76,0,23.2,0,0.63,1.43
909,-19.55,1.1332,32360,0,10.91667,12.06333,46.886667,0,24.78333,2.226667,0.8933333,2.33
908,-18.5433,1.1346,27500,0,11.20333,16.15667,38.913333,0,23.13667,0,1.073333,2.53
907,-16.83,0.7573,40900,0,11.68,9.99,28.71,0,19.9,1.92,0.73,1.9
906,-16.28,1.1373,27806.66667,0,10.89,8.41,17.66,0,15.61667,0,0.5566667,0.6133333
905,-16.9133,1.1386,29386.66667,0,11.50333,8.59,17.473333,0,16.38333,0,0.61,0.6133333
904,-18.08,1.33,21613.33333,0,9.516667,5.793333,8.0566667,0,12.83333,0,0.3566667,0
903,-18.7867,1.6645,32333.33333,0,11.20333,4.483333,10.216667,0,15.92667,0,0.4666667,0.6133333
902,-18.365,0.6666,31380,0,7.575,2.83,5.14,0,10.255,0,0.29,0
901,-18.3233,1.0011,35820,0,7.366667,3.546667,3.2,0,10.23333,0,0.3366667,0
900,-18.6233,1.0022,26080,0,8.406667,3.373333,3.83,0,8.43,0,0.2866667,0
899,-18.1567,1.0034,43466.66667,0,7.166667,3.033333,11.27,0,11.15,0,0.4133333,0
898,-16.2,1.0046,38993.33333,0,9.71,3.4,20.64,0,17.92667,0,0.66,1.073333
897,-16.2675,1.341,23890,0,9.9275,2.4025,8.9425,0,12.435,0.6425,0.355,0
896,-14.9767,1.3905,21793.33333,0,11.96667,1.85,11.076667,0,17.80667,0.8566667,0.4733333,0
895,-16.305,1.6802,25755,0,23.995,1.33,13.11,0,26.135,1.4,0.14,0.72
894,-18.1433,1.1054,28360,0,11.29667,0,4.3033333,0,15.29333,0,0,0
893,-18.87,1.1067,28240,0,9.01,0,3.0166667,0,14.56,0,0,0
892,-18.87,1.1079,33506.66667,0,7.286667,0,0,0,12.87333,0,0,0
891,-17.7,0.7716,30040,0,8.115,0,0,0,12.525,0,0.135,0
890,-16.535,0.7725,14270,0,7.555,0,0,0,12.48,0,0.135,0
889,-16.1067,1.1117,19213.33333,0,8.52,1.093333,2.4133333,0,13.07,0,0,0
888,-16.4333,1.113,18006.66667,0,9.003333,0,1.9833333,0,13.46,0,0,0
887,-16.34,0.7751,12590,0,9.885,0,13.87,0,19.065,0,0.175,0
886,-16.7867,1.1155,19220,0,7.746667,0,15.316667,0,17.85,0,0.1166667,0
885,-18.19,0.7769,27660,0,6.07,0,7.14,0,12.78,0,0,0
884,-17.4657,2.6736,29391.42857,0,9.152857,0.7371429,5.4114286,0,15.05286,0,0.3328571,0
883,-16.84,1.1193,16646.66667,0,10.10333,0,1.6066667,0,11.86333,0,0.1566667,0
882,-17.33,0.7795,54390,0.83,10.25,2.06,0,0,9.05,0,0,0
881,-17.03,0.7804,48710,0,7.87,0,0,0,9.9,0,0,0
880,-15.94,1.123,32273.33333,0.6933333,11.62667,1.886667,0,0,10.98333,0,0.1866667,0
879,-16.865,1.5642,21470,0.9125,10.525,1.73,0,0,9.9375,0,0,0
878,-17.2333,1.2234,27526.66667,1.056667,11.95333,2.286667,0,0,9.846667,0,0.32,0
877,-18.198,0.7348,30540,0,15.48,0,0,0,15.5,4.43,0,0
876,-18.2262,1.7655,34004,0,12.69,0,4.574,0,15.936,0,0.054,0
875,-17.165,1.0801,21606.66667,0,12.13667,0,5.9766667,0,17.14667,2.126667,0.39,1.18
874,-16.427,0.7372,18440,0,10.23,0,0,0,17.1,0,0,0
873,-16.636,0.738,18980,0,7.28,0,0,0,10.03,0,0,0
872,-17.9187,1.0836,27813.33333,0,7.85,0,0,0,12.31,0,0.09,0
871,-18.726,1.0847,21240,0,8.903333,0,0,0,11.04333,0,0.09,0
870,-19.006,0.7404,19020,0,6.97,0,0,0,9.76,0,0,0
869,-19.333,1.0871,17273.33333,0,53.44,2.886667,5.8733333,37.34,17.50667,36.08,0.2266667,2.286667
