year (AD) [1-1],d18O (permil) [1-1],d13C (permil) [1-1],year (AD) [2-1],d18O (permil) [2-1],d13C (permil) [2-1]
1903.83,-5.7647,-1.303,1903.83,-5.6176,-1.3845
1903.75,-5.6485,-1.2128,1903.75,-5.6342,-1.2599
1903.67,-5.8581,-1.173,1903.67,-5.6637,-1.1358
1903.58,-5.824,-1.4314,1903.58,-5.6485,-1.0517
1903.5,-5.7312,-1.3572,1903.5,-5.563,-1.0135
1903.42,-5.6653,-1.3001,1903.42,-5.4282,-1.1088
1903.33,-5.4169,-1.1023,1903.33,-5.3833,-1.1908
1903.25,-5.2862,-1.0708,1903.25,-5.3753,-1.1578
1903.17,-5.1808,-0.92925,1903.17,-5.2051,-0.9787
1903.08,-5.3205,-1.0437,1903.08,-5.2675,-0.91113
1903,-5.4082,-1.1267,1903,-5.5171,-1.6622
1902.92,-5.5693,-0.99337,1902.92,-5.4467,-1.2892
1902.83,-5.6495,-1.2502,1902.83,-5.7038,-0.96081
1902.75,-5.5885,-0.80743,1902.75,-5.7038,-1.0077
1902.67,-5.7901,-0.96897,1902.67,-5.5246,-1.0051
1902.58,-5.6831,-1.2263,1902.58,-5.5594,-1.165
1902.5,-5.679,-1.5482,1902.5,-5.5564,-1.2031
1902.42,-5.8029,-1.6722,1902.42,-5.4732,-0.85561
1902.33,-5.9088,-1.0302,1902.33,-5.4198,-0.90295
1902.25,-5.6909,-1.3138,1902.25,-5.4661,-1.4138
1902.17,-5.5422,-0.86701,1902.17,-5.4072,-1.5653
1902.08,-5.6156,-1.6659,1902.08,-5.6506,-1.8608
1902,-5.7097,-1.4125,1902,-5.5096,-1.5774
1901.92,-5.5114,-0.90768,1901.92,-5.7132,-1.4984
1901.83,-6.0018,-1.6048,1901.83,-5.8458,-1.4084
1901.75,-5.9696,-1.4124,1901.75,-5.6856,-1.2566
1901.67,-5.9034,-1.5106,1901.67,-5.7969,-1.4746
1901.58,-5.809,-1.6514,1901.58,-5.6804,-1.332
1901.5,-5.7638,-1.4567,1901.5,-5.5213,-1.3109
1901.42,-5.5202,-1.4827,1901.42,-5.6086,-1.0412
1901.33,-5.6087,-1.3717,1901.33,-5.679,-1.17
1901.25,-5.5142,-1.8461,1901.25,-5.5228,-2.055
1901.17,-5.4892,-1.3309,1901.17,-5.5169,-2.0441
1901.08,-5.6227,-1.7265,1901.08,-5.5286,-1.9099
1901,-5.6511,-1.6775,1901,-5.5405,-1.8489
1900.92,-5.6887,-1.6564,1900.92,-5.5555,-1.5404
1900.83,-5.8187,-1.5632,1900.83,-5.6363,-1.3264
1900.75,-5.8415,-1.7635,1900.75,-5.7606,-1.5023
1900.67,-5.8065,-1.9679,1900.67,-5.791,-1.629
1900.58,-5.8556,-1.9575,1900.58,-5.7113,-1.3983
1900.5,-5.6584,-2.0202,1900.5,-5.5596,-1.2645
1900.42,-5.405,-1.5043,1900.42,-5.4734,-1.4958
1900.33,-5.4026,-1.2568,1900.33,-5.4306,-1.7516
1900.25,-5.4826,-1.5437,1900.25,-5.3482,-1.7331
1900.17,-5.3276,-1.6204,1900.17,-5.27,-1.645
1900.08,-5.6173,-1.4167,1900.08,-5.4804,-1.8911
1900,-5.6296,-1.3094,1900,-5.6237,-2.3387
1899.92,-5.839,-1.4554,1899.92,-5.6079,-1.881
1899.83,-5.7676,-1.3017,1899.83,-5.7796,-1.4554
1899.75,-5.9391,-1.3995,1899.75,-5.6842,-1.7999
1899.67,-5.7462,-1.7384,1899.67,-5.5925,-1.9488
1899.58,-5.6756,-2.1891,1899.58,-5.5745,-1.6572
1899.5,-5.7284,-2.2549,1899.5,-5.714,-1.5282
1899.42,-5.7924,-2.3732,1899.42,-5.7793,-1.5811
1899.33,-5.8916,-2.1932,1899.33,-5.7067,-1.8977
1899.25,-5.729,-1.7844,1899.25,-5.7093,-1.8422
1899.17,-5.5458,-1.5562,1899.17,-5.6914,-1.8441
NA,NA,NA,1899.08,-5.8228,-1.9347
NA,NA,NA,1899,-5.8293,-1.7275
NA,NA,NA,1898.92,-5.8003,-1.6021
NA,NA,NA,1898.83,-5.7844,-1.7109
NA,NA,NA,1898.75,-5.7069,-1.5887
NA,NA,NA,1898.67,-5.8596,-1.4113
NA,NA,NA,1898.58,-5.8977,-1.652
NA,NA,NA,1898.5,-5.8033,-1.7981
NA,NA,NA,1898.42,-5.8729,-1.6704
NA,NA,NA,1898.33,-5.6889,-1.8139
NA,NA,NA,1898.25,-5.703,-1.752
NA,NA,NA,1898.17,-5.6102,-1.7905
NA,NA,NA,1898.08,-5.6117,-1.8434
NA,NA,NA,1898,-5.645,-1.9475
NA,NA,NA,1897.92,-5.8471,-1.9715
NA,NA,NA,1897.83,-5.776,-1.942
NA,NA,NA,1897.75,-5.8855,-1.9873
NA,NA,NA,1897.67,-5.8602,-1.8028
NA,NA,NA,1897.58,-5.7629,-1.5799
NA,NA,NA,1897.5,-5.7591,-1.7087
NA,NA,NA,1897.42,-5.883,-1.5699
NA,NA,NA,1897.33,-5.6978,-1.19
NA,NA,NA,1897.25,-5.6248,-1.5327
NA,NA,NA,1897.17,-5.3914,-1.9972
NA,NA,NA,1897.08,-5.4547,-1.9095
NA,NA,NA,1897,-5.559,-2.1043
NA,NA,NA,1896.92,-5.6146,-2.2972
NA,NA,NA,1896.83,-5.6061,-2.2113
NA,NA,NA,1896.75,-5.6087,-2.0262
NA,NA,NA,1896.67,-5.6614,-1.8632
NA,NA,NA,1896.58,-5.708,-1.8313
NA,NA,NA,1896.5,-5.6442,-1.9156
NA,NA,NA,1896.42,-5.7662,-2.1057
NA,NA,NA,1896.33,-5.642,-1.2736
NA,NA,NA,1896.25,-5.6831,-1.4119
NA,NA,NA,1896.17,-5.6115,-1.6147
NA,NA,NA,1896.08,-5.6156,-2.1211
NA,NA,NA,1896,-5.6743,-2.1946
NA,NA,NA,1895.92,-5.5938,-2.0555
NA,NA,NA,1895.83,-5.7459,-1.8706
NA,NA,NA,1895.75,-5.6446,-1.5698
NA,NA,NA,1895.67,-5.5644,-1.595
NA,NA,NA,1895.58,-5.6073,-1.6613
NA,NA,NA,1895.5,-5.7297,-1.6258
NA,NA,NA,1895.42,-5.6993,-1.4529
NA,NA,NA,1895.33,-5.5694,-1.4263
NA,NA,NA,1895.25,-5.6197,-1.6468
NA,NA,NA,1895.17,-5.489,-1.691
NA,NA,NA,1895.08,-5.7294,-1.9719
NA,NA,NA,1895,-5.8017,-1.8227
NA,NA,NA,1894.92,-5.7539,-1.5794
NA,NA,NA,1894.83,-5.8258,-1.592
NA,NA,NA,1894.75,-5.8688,-1.5119
NA,NA,NA,1894.67,-5.7088,-1.3317
NA,NA,NA,1894.58,-5.8583,-1.4923
NA,NA,NA,1894.5,-5.4561,-1.1874
NA,NA,NA,1894.42,-5.5128,-1.4721
NA,NA,NA,1894.33,-5.6116,-1.2411
NA,NA,NA,1894.25,-5.5762,-1.4795
NA,NA,NA,1894.17,-5.5169,-1.644
NA,NA,NA,1894.08,-5.6388,-2.2365
NA,NA,NA,1894,-5.8046,-2.187
NA,NA,NA,1893.92,-5.9057,-1.7015
NA,NA,NA,1893.83,-5.7955,-1.6853
NA,NA,NA,1893.75,-5.8073,-1.8658
NA,NA,NA,1893.67,-5.8706,-1.8341
NA,NA,NA,1893.58,-5.6987,-1.4388
NA,NA,NA,1893.5,-5.7656,-1.0667
NA,NA,NA,1893.42,-5.6349,-1.4597
NA,NA,NA,1893.33,-5.594,-1.4809
NA,NA,NA,1893.25,-5.4539,-1.4887
NA,NA,NA,1893.17,-5.3758,-1.5347
NA,NA,NA,1893.08,-5.4012,-2.4057
NA,NA,NA,1893,-5.491,-2.0964
NA,NA,NA,1892.92,-5.8047,-2.0437
NA,NA,NA,1892.83,-5.5332,-1.9424
NA,NA,NA,1892.75,-5.6613,-1.6722
NA,NA,NA,1892.67,-5.454,-1.7152
NA,NA,NA,1892.58,-5.7986,-1.5969
NA,NA,NA,1892.5,-5.6832,-1.5274
NA,NA,NA,1892.42,-5.4556,-1.1523
NA,NA,NA,1892.33,-5.3809,-1.2968
NA,NA,NA,1892.25,-5.3278,-1.5995
NA,NA,NA,1892.17,-5.2779,-1.514
NA,NA,NA,1892.08,-5.5036,-1.7286
NA,NA,NA,1892,-5.5005,-2.168
NA,NA,NA,1891.92,-5.6096,-1.9638
NA,NA,NA,1891.83,-5.445,-1.579
NA,NA,NA,1891.75,-5.4984,-1.4222
NA,NA,NA,1891.67,-5.4579,-1.9265
NA,NA,NA,1891.58,-5.5923,-1.783
NA,NA,NA,1891.5,-5.573,-1.7144
NA,NA,NA,1891.42,-5.3459,-1.4367
NA,NA,NA,1891.33,-5.2985,-1.7729
NA,NA,NA,1891.25,-5.3292,-1.8138
NA,NA,NA,1891.17,-5.2185,-1.8338
NA,NA,NA,1891.08,-5.2959,-2.1497
NA,NA,NA,1891,-5.3082,-1.9446
NA,NA,NA,1890.92,-5.4248,-1.809
NA,NA,NA,1890.83,-5.6806,-1.3951
NA,NA,NA,1890.75,-5.5614,-1.4088
NA,NA,NA,1890.67,-5.6245,-1.2358
NA,NA,NA,1890.58,-5.5882,-1.182
NA,NA,NA,1890.5,-5.6427,-1.3234
NA,NA,NA,1890.42,-5.692,-1.5487
NA,NA,NA,1890.33,-5.4777,-1.5192
NA,NA,NA,1890.25,-5.5816,-1.4406
NA,NA,NA,1890.17,-5.4111,-1.3164
NA,NA,NA,1890.08,-5.5984,-1.3866
NA,NA,NA,1890,-5.4412,-1.3723
NA,NA,NA,1889.92,-5.4441,-1.0536
NA,NA,NA,1889.83,-5.5358,-1.0403
NA,NA,NA,1889.75,-5.4943,-1.3248
NA,NA,NA,1889.67,-5.4392,-1.1202
NA,NA,NA,1889.58,-5.4105,-1.1267
NA,NA,NA,1889.5,-5.3546,-1.0409
NA,NA,NA,1889.42,-5.3731,-1.1958
NA,NA,NA,1889.33,-5.4401,-1.4304
NA,NA,NA,1889.25,-5.435,-1.3855
NA,NA,NA,1889.17,-5.327,-1.4018
NA,NA,NA,1889.08,-5.3523,-1.6306
NA,NA,NA,1889,-5.4682,-1.9381
NA,NA,NA,1888.92,-5.5486,-1.9409
NA,NA,NA,1888.83,-5.3655,-1.3604
NA,NA,NA,1888.75,-5.5215,-1.4954
NA,NA,NA,1888.67,-5.6029,-1.4863
NA,NA,NA,1888.58,-5.6842,-1.4772
NA,NA,NA,1888.5,-5.5528,-1.5559
NA,NA,NA,1888.42,-5.5102,-1.2602
NA,NA,NA,1888.33,-5.3909,-1.0672
NA,NA,NA,1888.25,-5.5039,-1.2814
NA,NA,NA,1888.17,-5.3687,-1.4738
NA,NA,NA,1888.08,-5.4499,-1.5531
NA,NA,NA,1888,-5.4202,-1.5029
NA,NA,NA,1887.92,-5.5241,-1.5623
NA,NA,NA,1887.83,-5.9203,-1.4394
NA,NA,NA,1887.75,-5.7444,-1.3842
NA,NA,NA,1887.67,-5.6958,-1.0888
NA,NA,NA,1887.58,-5.6214,-1.4159
NA,NA,NA,1887.5,-5.5886,-1.7401
NA,NA,NA,1887.42,-5.513,-1.5249
NA,NA,NA,1887.33,-5.5331,-1.1799
NA,NA,NA,1887.25,-5.6145,-1.8305
NA,NA,NA,1887.17,-5.5198,-1.8809
NA,NA,NA,1887.08,-5.5371,-1.7317
NA,NA,NA,1887,-5.6248,-1.7178
NA,NA,NA,1886.92,-5.5535,-1.6549
NA,NA,NA,1886.83,-5.6156,-1.3214
NA,NA,NA,1886.75,-5.6268,-1.3569
NA,NA,NA,1886.67,-5.5108,-1.1183
NA,NA,NA,1886.58,-5.5536,-0.81251
NA,NA,NA,1886.5,-5.6073,-1.0437
NA,NA,NA,1886.42,-5.5165,-1.2996
NA,NA,NA,1886.33,-5.5069,-1.6428
NA,NA,NA,1886.25,-5.3918,-1.8072
NA,NA,NA,1886.17,-5.2419,-1.6197
NA,NA,NA,1886.08,-5.3219,-2.0174
NA,NA,NA,1886,-5.3648,-2.2133
NA,NA,NA,1885.92,-5.4223,-2.0389
NA,NA,NA,1885.83,-5.3179,-1.5403
NA,NA,NA,1885.75,-5.6178,-1.3268
NA,NA,NA,1885.67,-5.5462,-1.2231
NA,NA,NA,1885.58,-5.4973,-1.369
NA,NA,NA,1885.5,-5.4951,-1.7389
NA,NA,NA,1885.42,-5.5434,-1.6018
NA,NA,NA,1885.33,-5.3087,-1.4209
NA,NA,NA,1885.25,-5.2997,-1.8241
NA,NA,NA,1885.17,-5.1767,-1.6057
NA,NA,NA,1885.08,-5.2613,-1.7667
NA,NA,NA,1885,-5.3068,-1.6744
NA,NA,NA,1884.92,-5.5715,-1.5404
NA,NA,NA,1884.83,-5.5742,-1.2753
NA,NA,NA,1884.75,-5.5495,-1.342
NA,NA,NA,1884.67,-5.5621,-1.5428
NA,NA,NA,1884.58,-5.5833,-1.7067
NA,NA,NA,1884.5,-5.4261,-1.0362
NA,NA,NA,1884.42,-5.3977,-1.2907
NA,NA,NA,1884.33,-5.3016,-1.2348
NA,NA,NA,1884.25,-5.2304,-1.6788
NA,NA,NA,1884.17,-5.1686,-2.1699
NA,NA,NA,1884.08,-5.3664,-2.1091
NA,NA,NA,1884,-5.3971,-2.0167
NA,NA,NA,1883.92,-5.5603,-1.9088
NA,NA,NA,1883.83,-5.5433,-1.5123
NA,NA,NA,1883.75,-5.6114,-1.2021
NA,NA,NA,1883.67,-5.6858,-1.2967
NA,NA,NA,1883.58,-5.6384,-1.397
NA,NA,NA,1883.5,-5.5128,-1.3161
NA,NA,NA,1883.42,-5.4259,-1.3471
NA,NA,NA,1883.33,-5.5445,-1.4744
NA,NA,NA,1883.25,-5.4213,-1.6004
NA,NA,NA,1883.17,-5.3765,-1.997
NA,NA,NA,1883.08,-5.7653,-1.8623
NA,NA,NA,1883,-5.8173,-1.7642
NA,NA,NA,1882.92,-5.5929,-1.6543
NA,NA,NA,1882.83,-5.4018,-1.5335
NA,NA,NA,1882.75,-5.6305,-1.4515
NA,NA,NA,1882.67,-5.5654,-1.3641
NA,NA,NA,1882.58,-5.3974,-1.3352
NA,NA,NA,1882.5,-5.5699,-1.3808
NA,NA,NA,1882.42,-5.7406,-1.375
NA,NA,NA,1882.33,-5.6521,-1.4265
NA,NA,NA,1882.25,-5.4131,-1.4465
NA,NA,NA,1882.17,-5.348,-1.1743
NA,NA,NA,1882.08,-5.4134,-1.6823
NA,NA,NA,1882,-5.5264,-1.5365
NA,NA,NA,1881.92,-5.4738,-1.5335
NA,NA,NA,1881.83,-5.641,-1.8522
NA,NA,NA,1881.75,-5.5303,-1.649
NA,NA,NA,1881.67,-5.5564,-1.4388
NA,NA,NA,1881.58,-5.559,-1.2849
NA,NA,NA,1881.5,-5.5399,-1.4667
NA,NA,NA,1881.42,-5.7497,-1.679
NA,NA,NA,1881.33,-5.4531,-1.6522
NA,NA,NA,1881.25,-5.3429,-1.4439
NA,NA,NA,1881.17,-5.2813,-1.6121
NA,NA,NA,1881.08,-5.2914,-1.7075
NA,NA,NA,1881,-5.3092,-1.3937
NA,NA,NA,1880.92,-5.4822,-1.6484
NA,NA,NA,1880.83,-5.6227,-1.4707
NA,NA,NA,1880.75,-5.7357,-1.4556
NA,NA,NA,1880.67,-5.574,-1.3131
NA,NA,NA,1880.58,-5.6794,-1.4799
NA,NA,NA,1880.5,-5.7945,-1.8088
NA,NA,NA,1880.42,-5.6257,-1.6629
NA,NA,NA,1880.33,-5.3474,-1.2709
NA,NA,NA,1880.25,-5.3435,-1.1234
NA,NA,NA,1880.17,-5.3021,-1.3418
NA,NA,NA,1880.08,-5.3645,-1.0683
NA,NA,NA,1880,-5.5547,-1.5669
NA,NA,NA,1879.92,-5.6305,-1.4739
NA,NA,NA,1879.83,-5.6339,-1.3592
NA,NA,NA,1879.75,-5.6423,-1.3187
NA,NA,NA,1879.67,-5.6068,-1.3667
NA,NA,NA,1879.58,-5.5296,-1.3233
NA,NA,NA,1879.5,-5.5438,-1.3807
NA,NA,NA,1879.42,-5.5569,-1.6354
NA,NA,NA,1879.33,-5.4299,-1.3543
NA,NA,NA,1879.25,-5.4041,-1.1444
NA,NA,NA,1879.17,-5.2694,-1.4037
NA,NA,NA,1879.08,-5.4514,-1.8125
NA,NA,NA,1879,-5.5625,-1.6339
NA,NA,NA,1878.92,-5.6334,-1.5153
NA,NA,NA,1878.83,-5.6144,-1.3889
NA,NA,NA,1878.75,-5.5303,-1.2623
NA,NA,NA,1878.67,-5.496,-1.4316
NA,NA,NA,1878.58,-5.4596,-1.4003
NA,NA,NA,1878.5,-5.4373,-1.6678
NA,NA,NA,1878.42,-5.5629,-1.8283
NA,NA,NA,1878.33,-5.5993,-1.6518
NA,NA,NA,1878.25,-5.3655,-1.4807
NA,NA,NA,1878.17,-5.1811,-1.666
NA,NA,NA,1878.08,-5.3778,-2.0613
NA,NA,NA,1878,-5.4342,-1.7969
NA,NA,NA,1877.92,-5.5791,-2.1406
NA,NA,NA,1877.83,-5.5218,-1.5093
NA,NA,NA,1877.75,-5.4823,-1.2503
NA,NA,NA,1877.67,-5.3872,-1.3362
NA,NA,NA,1877.58,-5.4543,-1.4631
NA,NA,NA,1877.5,-5.5331,-1.6846
NA,NA,NA,1877.42,-5.494,-1.7034
NA,NA,NA,1877.33,-5.3918,-1.1263
NA,NA,NA,1877.25,-5.5816,-1.1792
NA,NA,NA,1877.17,-5.3258,-1.576
NA,NA,NA,1877.08,-5.4535,-1.7036
NA,NA,NA,1877,-5.5111,-1.9141
NA,NA,NA,1876.92,-5.462,-2.0979
NA,NA,NA,1876.83,-5.5483,-1.8396
NA,NA,NA,1876.75,-5.5945,-1.6748
NA,NA,NA,1876.67,-5.6228,-1.6864
NA,NA,NA,1876.58,-5.6934,-1.5723
NA,NA,NA,1876.5,-5.6986,-1.5937
NA,NA,NA,1876.42,-5.6162,-1.4546
NA,NA,NA,1876.33,-5.5356,-1.352
NA,NA,NA,1876.25,-5.555,-1.3848
NA,NA,NA,1876.17,-5.435,-1.4572
NA,NA,NA,1876.08,-5.5203,-1.8198
NA,NA,NA,1876,-5.5931,-2.1263
NA,NA,NA,1875.92,-5.5679,-2.2654
NA,NA,NA,1875.83,-5.705,-1.8905
NA,NA,NA,1875.75,-5.753,-1.8066
NA,NA,NA,1875.67,-5.6573,-1.542
NA,NA,NA,1875.58,-5.788,-1.5571
NA,NA,NA,1875.5,-5.5769,-1.4794
NA,NA,NA,1875.42,-5.5894,-1.6781
NA,NA,NA,1875.33,-5.3666,-1.6467
NA,NA,NA,1875.25,-5.3127,-1.7316
NA,NA,NA,1875.17,-5.2723,-1.7823
NA,NA,NA,1875.08,-5.4455,-1.8238
NA,NA,NA,1875,-5.4962,-1.9714
NA,NA,NA,1874.92,-5.5496,-1.9676
NA,NA,NA,1874.83,-5.6458,-1.6452
NA,NA,NA,1874.75,-5.5966,-1.4554
NA,NA,NA,1874.67,-5.5055,-1.4714
NA,NA,NA,1874.58,-5.663,-1.3843
NA,NA,NA,1874.5,-5.7294,-1.4696
NA,NA,NA,1874.42,-5.6243,-1.7053
NA,NA,NA,1874.33,-5.595,-1.7357
NA,NA,NA,1874.25,-5.5174,-1.6659
NA,NA,NA,1874.17,-5.1701,-1.721
NA,NA,NA,1874.08,-5.2268,-1.7316
NA,NA,NA,1874,-5.2852,-1.6511
NA,NA,NA,1873.92,-5.3402,-1.7462
NA,NA,NA,1873.83,-5.3966,-1.9891
NA,NA,NA,1873.75,-5.475,-2.0488
NA,NA,NA,1873.67,-5.5869,-2.1248
NA,NA,NA,1873.58,-5.6107,-2.0844
NA,NA,NA,1873.5,-5.568,-1.8434
NA,NA,NA,1873.42,-5.6963,-1.7397
NA,NA,NA,1873.33,-5.7314,-1.6283
NA,NA,NA,1873.25,-5.6359,-1.5329
NA,NA,NA,1873.17,-5.6098,-1.6765
NA,NA,NA,1873.08,-5.635,-1.6655
NA,NA,NA,1873,-5.6531,-1.7009
NA,NA,NA,1872.92,-5.7149,-1.9538
NA,NA,NA,1872.83,-5.7225,-2.0656
NA,NA,NA,1872.75,-5.7206,-2.0769
NA,NA,NA,1872.67,-5.8121,-1.9012
NA,NA,NA,1872.58,-5.6695,-1.7879
NA,NA,NA,1872.5,-5.6751,-1.467
NA,NA,NA,1872.42,-5.6539,-1.3555
NA,NA,NA,1872.33,-5.4618,-1.15
NA,NA,NA,1872.25,-5.3964,-1.0114
NA,NA,NA,1872.17,-5.334,-1.7705
NA,NA,NA,1872.08,-5.4411,-2.1422
NA,NA,NA,1872,-5.6373,-2.2467
NA,NA,NA,1871.92,-5.6181,-1.8343
NA,NA,NA,1871.83,-5.6965,-1.6336
NA,NA,NA,1871.75,-5.6123,-1.6601
NA,NA,NA,1871.67,-5.573,-1.7518
NA,NA,NA,1871.58,-5.7136,-1.6829
NA,NA,NA,1871.5,-5.8229,-1.6309
NA,NA,NA,1871.42,-5.8234,-1.9388
NA,NA,NA,1871.33,-5.694,-2.0545
NA,NA,NA,1871.25,-5.7247,-1.8169
NA,NA,NA,1871.17,-5.4024,-1.7623
NA,NA,NA,1871.08,-5.6394,-1.6731
NA,NA,NA,1871,-5.6471,-1.8503
NA,NA,NA,1870.92,-5.698,-2.0467
NA,NA,NA,1870.83,-5.728,-2.0831
NA,NA,NA,1870.75,-5.7388,-1.9654
NA,NA,NA,1870.67,-5.8911,-1.8112
NA,NA,NA,1870.58,-5.8834,-1.6438
NA,NA,NA,1870.5,-5.7604,-1.5938
NA,NA,NA,1870.42,-5.6708,-1.5609
NA,NA,NA,1870.33,-5.6747,-1.4796
NA,NA,NA,1870.25,-5.6732,-1.4021
NA,NA,NA,1870.17,-5.4486,-1.3754
NA,NA,NA,1870.08,-5.591,-1.704
NA,NA,NA,1870,-5.511,-1.9584
NA,NA,NA,1869.92,-5.6506,-2.1609
NA,NA,NA,1869.83,-5.7692,-2.263
NA,NA,NA,1869.75,-5.6768,-2.1052
NA,NA,NA,1869.67,-5.6791,-1.7265
NA,NA,NA,1869.58,-5.6548,-1.6294
NA,NA,NA,1869.5,-5.7175,-1.7743
NA,NA,NA,1869.42,-5.6749,-1.753
NA,NA,NA,1869.33,-5.5928,-1.4973
NA,NA,NA,1869.25,-5.5506,-1.3587
NA,NA,NA,1869.17,-5.1958,-1.793
NA,NA,NA,1869.08,-5.3732,-1.7785
NA,NA,NA,1869,-5.2744,-1.8538
NA,NA,NA,1868.92,-5.3314,-2.132
NA,NA,NA,1868.83,-5.3786,-2.1854
NA,NA,NA,1868.75,-5.5635,-1.8522
NA,NA,NA,1868.67,-5.4801,-1.7069
NA,NA,NA,1868.58,-5.5882,-1.9168
NA,NA,NA,1868.5,-5.5984,-1.8111
NA,NA,NA,1868.42,-5.5345,-1.613
NA,NA,NA,1868.33,-5.5609,-1.3625
NA,NA,NA,1868.25,-5.3653,-1.3758
NA,NA,NA,1868.17,-5.2939,-1.6416
NA,NA,NA,1868.08,-5.4903,-1.9402
NA,NA,NA,1868,-5.3724,-1.9734
NA,NA,NA,1867.92,-5.4907,-1.9385
NA,NA,NA,1867.83,-5.6467,-1.8517
NA,NA,NA,1867.75,-5.6845,-1.6357
NA,NA,NA,1867.67,-5.7731,-1.5762
NA,NA,NA,1867.58,-5.6774,-1.6775
NA,NA,NA,1867.5,-5.548,-1.5454
NA,NA,NA,1867.42,-5.4815,-1.5739
NA,NA,NA,1867.33,-5.4893,-1.5103
NA,NA,NA,1867.25,-5.3358,-1.5344
NA,NA,NA,1867.17,-5.3116,-1.8968
NA,NA,NA,1867.08,-5.5168,-2.1358
NA,NA,NA,1867,-5.4263,-2.0681
NA,NA,NA,1866.92,-5.6562,-1.9828
NA,NA,NA,1866.83,-5.886,-1.7372
NA,NA,NA,1866.75,-5.7187,-1.4556
NA,NA,NA,1866.67,-5.4948,-1.5777
NA,NA,NA,1866.58,-5.4149,-1.741
NA,NA,NA,1866.5,-5.6358,-2.0774
NA,NA,NA,1866.42,-5.586,-1.7876
NA,NA,NA,1866.33,-5.3549,-1.112
NA,NA,NA,1866.25,-5.3003,-0.93792
NA,NA,NA,1866.17,-5.1076,-1.4175
NA,NA,NA,1866.08,-5.1449,-1.756
NA,NA,NA,1866,-5.421,-1.6842
NA,NA,NA,1865.92,-5.4011,-1.6967
NA,NA,NA,1865.83,-5.5069,-1.8458
NA,NA,NA,1865.75,-5.6826,-1.6433
NA,NA,NA,1865.67,-5.7071,-1.4395
NA,NA,NA,1865.58,-5.6883,-1.4776
NA,NA,NA,1865.5,-5.6464,-1.3389
NA,NA,NA,1865.42,-5.5574,-0.93273
NA,NA,NA,1865.33,-5.4877,-0.71219
NA,NA,NA,1865.25,-5.3532,-1.0336
NA,NA,NA,1865.17,-5.1889,-1.038
NA,NA,NA,1865.08,-5.5025,-1.1679
NA,NA,NA,1865,-5.4951,-1.5944
NA,NA,NA,1864.92,-5.3978,-1.9547
NA,NA,NA,1864.83,-5.4274,-1.9134
NA,NA,NA,1864.75,-5.5604,-1.596
NA,NA,NA,1864.67,-5.6123,-1.4342
NA,NA,NA,1864.58,-5.6288,-1.4039
NA,NA,NA,1864.5,-5.6755,-1.339
NA,NA,NA,1864.42,-5.6374,-1.1721
NA,NA,NA,1864.33,-5.4835,-0.96671
NA,NA,NA,1864.25,-5.3211,-0.92556
NA,NA,NA,1864.17,-5.2653,-1.2597
NA,NA,NA,1864.08,-5.601,-1.2616
NA,NA,NA,1864,-5.622,-1.1233
NA,NA,NA,1863.92,-5.5663,-1.6045
NA,NA,NA,1863.83,-5.4993,-1.6483
NA,NA,NA,1863.75,-5.5161,-1.5742
NA,NA,NA,1863.67,-5.3209,-1.6087
NA,NA,NA,1863.58,-5.8627,-1.2862
NA,NA,NA,1863.5,-5.7589,-1.3216
NA,NA,NA,1863.42,-5.6701,-1.2161
NA,NA,NA,1863.33,-5.5234,-1.0816
NA,NA,NA,1863.25,-5.4546,-0.8751
NA,NA,NA,1863.17,-5.4051,-1.4128
NA,NA,NA,1863.08,-5.4281,-2.0152
NA,NA,NA,1863,-5.4036,-1.5129
NA,NA,NA,1862.92,-5.6007,-1.5585
NA,NA,NA,1862.83,-5.694,-1.681
NA,NA,NA,1862.75,-5.6732,-1.4211
NA,NA,NA,1862.67,-5.6878,-1.1443
NA,NA,NA,1862.58,-5.5884,-1.517
NA,NA,NA,1862.5,-5.5747,-1.6076
NA,NA,NA,1862.42,-5.4807,-0.98074
NA,NA,NA,1862.33,-5.4107,-1.3731
NA,NA,NA,1862.25,-5.415,-1.3243
NA,NA,NA,1862.17,-5.2875,-1.5187
NA,NA,NA,1862.08,-5.4475,-1.4182
NA,NA,NA,1862,-5.6401,-1.2727
NA,NA,NA,1861.92,-5.7235,-1.4449
NA,NA,NA,1861.83,-5.7163,-1.3048
NA,NA,NA,1861.75,-5.6205,-0.86254
NA,NA,NA,1861.67,-5.4315,-1.0737
NA,NA,NA,1861.58,-5.4103,-1.2057
NA,NA,NA,1861.5,-5.4241,-1.1058
NA,NA,NA,1861.42,-5.3494,-1.2908
NA,NA,NA,1861.33,-5.3246,-1.4888
NA,NA,NA,1861.25,-5.4089,-1.3336
NA,NA,NA,1861.17,-5.3449,-1.3652
NA,NA,NA,1861.08,-5.372,-1.8186
NA,NA,NA,1861,-5.5711,-1.6474
NA,NA,NA,1860.92,-5.7311,-1.4287
NA,NA,NA,1860.83,-5.8542,-1.3577
NA,NA,NA,1860.75,-5.7576,-1.2722
NA,NA,NA,1860.67,-5.6217,-1.3096
NA,NA,NA,1860.58,-5.6341,-1.3695
NA,NA,NA,1860.5,-5.5713,-1.5863
NA,NA,NA,1860.42,-5.5561,-1.3793
NA,NA,NA,1860.33,-5.5209,-1.243
NA,NA,NA,1860.25,-5.528,-1.1676
NA,NA,NA,1860.17,-5.3487,-1.7534
NA,NA,NA,1860.08,-5.5127,-1.4298
