year (AD) [1-1],depth (m) [1-1],dD (permil) [1-1],year (AD) [1-2],depth (m) [1-2],dD (permil) [1-2]
1483,146.24,-285.91,1951.3271,17.6761,-269.46
1482,146.52,-272.01,1951.2521,17.7091,-263.06
1481,146.72,-273.67,1951.1772,17.7421,-259.36
1480,147,-267.5,1951.101,17.7755,-261.35
1479,147.24,-275.01,1951.0261,17.8085,-265.68
1478,147.41,-272.8,1950.9232,17.8415,-272.52
1477,147.61,-270.19,1950.8054,17.8745,-279.28
1476,147.89,-267.99,1950.6876,17.9075,-284.35
1475,148.06,-274.73,1950.5699,17.9404,-285.72
1474,148.19,-288.67,1950.452,17.9734,-283.97
1473,148.42,-276.64,1950.3343,18.0064,-279.86
1472,148.66,-267.4,1950.2165,18.0394,-270.93
1471,148.86,-262.29,1950.0987,18.0724,-263.13
1470,148.96,-267.85,1949.9833,18.1054,-257.85
1469,149.12,-273.4,1949.8802,18.1383,-257.64
1468,149.34,-274.41,1949.7771,18.1713,-262.46
1467,149.56,-270.32,1949.6741,18.2043,-270.51
1466,149.78,-253.31,1949.571,18.2373,-277.14
1465,150,-276.4,1949.4679,18.2703,-280.78
1464,150.24,-268.33,1949.3648,18.3033,-281.43
1463,150.43,-269.27,1949.2618,18.3362,-279.05
1462,150.66,-276.13,1949.1587,18.3692,-275.51
1461,150.93,-269.03,1949.0557,18.4022,-270.85
1460,151.25,-264.33,1948.9567,18.4352,-268.89
1459,151.54,-268.65,1948.8624,18.4682,-267.9
1458,151.79,-263.44,1948.7682,18.5011,-274.5
1457,152.1,-259.23,1948.6739,18.5341,-280.7
1456,152.27,-266.82,1948.5797,18.5671,-283.41
1455,152.51,-268.54,1948.4855,18.6001,-284.78
1454,152.65,-255.72,1948.3898,18.6336,-282.54
1453,152.78,-269.66,1948.2956,18.6666,-277.06
1452,153.05,-265.92,1948.2013,18.6995,-270.07
1451,153.36,-267.55,1948.1071,18.7325,-263.12
1450,153.55,-268.97,1948.0129,18.7655,-258.04
1449,153.72,-276.96,1947.9492,18.7985,-257.53
1448,153.97,-278.38,1947.8902,18.8315,-264.66
1447,154.14,-266.81,1947.8314,18.8644,-271.78
1446,154.43,-264.96,1947.7725,18.8974,-278.75
1445,154.71,-274.95,1947.7136,18.9304,-284.06
1444,154.89,-275.44,1947.6547,18.9634,-283.7
1443,155.16,-262.39,1947.5958,18.9964,-279.21
1442,155.34,-271.24,1947.5369,19.0294,-273.37
1441,155.53,-272.56,1947.478,19.0623,-265.71
1440,155.84,-258.86,1947.4191,19.0953,-257.06
1439,156.1,-266.56,1947.3602,19.1283,-251.36
1438,156.23,-278.1,1947.3013,19.1613,-249.15
1437,156.5,-269.2,1947.2424,19.1943,-249.76
1436,156.83,-277.38,1947.1835,19.2272,-252.7
1435,157.1,-275.29,1947.1246,19.2602,-258.29
1434,157.27,-280.55,1947.0657,19.2932,-263.71
1433,157.53,-270.81,1947.0068,19.3262,-268.17
1432,157.8,-272.53,1946.9212,19.3592,-272.9
1431,158.03,-273.69,1946.832,19.3922,-275.09
1430,158.35,-259.01,1946.7429,19.4251,-272.7
1429,158.58,-267.45,1946.6538,19.4581,-269.5
1428,158.77,-273.42,1946.5633,19.4916,-264.97
1427,159.03,-268.18,1946.4741,19.5246,-261
1426,159.35,-266.84,1946.385,19.5576,-257.9
1425,159.58,-268.56,1946.2958,19.5905,-256.54
1424,159.84,-272.51,1946.2067,19.6235,-257.14
1423,160.07,-270.08,1946.1176,19.6565,-259.46
1422,160.34,-275.45,1946.0284,19.6895,-264.41
1421,160.55,-273.22,1945.9275,19.7225,-269.6
1420,160.83,-255.06,1945.8211,19.7555,-278.36
1419,161.06,-260.81,1945.7147,19.7884,-283.26
1418,161.22,-272.49,1945.6084,19.8214,-285.89
1417,161.61,-264.67,1945.502,19.8544,-280.2
1416,161.8,-276.99,1945.3956,19.8874,-270.6
1415,162.06,-269.36,1945.2892,19.9204,-263.3
1414,162.27,-270.56,1945.1828,19.9533,-257.4
1413,162.51,-277.17,1945.0764,19.9863,-253.29
1412,162.71,-277.02,1944.981,20.0193,-250.68
1411,163.05,-267.28,1944.9137,20.0523,-248.28
1410,163.25,-276.14,1944.8464,20.0853,-245.04
1409,163.51,-265.14,1944.7791,20.1183,-243.49
1408,163.76,-258.05,1944.7118,20.1512,-245.9
1407,163.99,-264.56,1944.6445,20.1842,-251.36
1406,164.2,-258.65,1944.5772,20.2172,-264.56
1405,164.3,-275.66,1944.5098,20.2502,-275.28
1404,164.61,-266.11,1944.4425,20.2832,-287.71
1403,164.82,-270.36,1944.3752,20.3161,-294.67
1402,165.03,-271.75,1944.3079,20.3491,-298.06
1401,165.33,-272.86,1944.2396,20.3826,-296.52
1400,165.52,-282.78,1944.1723,20.4156,-290.36
1399,165.81,-264.3,1944.105,20.4486,-281.18
1398,166.03,-271.79,1944.0377,20.4816,-269.65
1397,166.26,-266.58,1943.9627,20.5145,-260.56
1396,166.59,-259.04,1943.8782,20.5475,-254.65
1395,166.88,-265.92,1943.7936,20.5805,-254.19
1394,167.09,-280.57,1943.709,20.6135,-258.95
1393,167.41,-275.86,1943.6245,20.6465,-267.16
1392,167.6,-264.65,1943.5399,20.6794,-275.59
1391,167.76,-285.6,1943.4553,20.7124,-285.69
1390,167.92,-274.29,1943.3708,20.7454,-291.45
1389,168.04,-261.55,1943.2862,20.7784,-293.63
1388,168.17,-270.74,1943.2016,20.8114,-293.13
1387,168.41,-269.74,1943.1171,20.8444,-288.7
1386,168.74,-274.55,1943.0325,20.8773,-284.45
1385,169.03,-268.08,1942.9538,20.9103,-279.03
1384,169.27,-269.95,1942.8789,20.9433,-279.4
1383,169.48,-282.09,1942.8039,20.9763,-281.44
1382,169.74,-277.82,1942.729,21.0093,-283.19
1381,169.92,-286.42,1942.654,21.0422,-284.44
1380,170.1,-288.73,1942.579,21.0752,-283.79
1379,170.33,-266.52,1942.5041,21.1082,-281.01
1378,170.53,-259.19,1942.4291,21.1412,-276.36
1377,170.77,-265.17,1942.3542,21.1742,-269.16
1376,171.03,-269.57,1942.2792,21.2072,-259.02
1375,171.26,-273.14,1942.2031,21.2406,-248.67
1374,171.49,-273.84,1942.1282,21.2736,-240.01
1373,171.72,-271.53,1942.0532,21.3066,-237.05
1372,171.98,-266.91,1941.9816,21.3396,-238.63
1371,172.19,-269.19,1941.9182,21.3726,-243.08
1370,172.41,-273.05,1941.8547,21.4055,-249.85
1369,172.66,-263.71,1941.7913,21.4385,-255.02
1368,172.88,-263.09,1941.7279,21.4715,-259.92
1367,173.09,-277.01,1941.6644,21.5045,-261.81
1366,173.32,-270.24,1941.601,21.5375,-262.36
1365,173.49,-268.99,1941.5376,21.5705,-261.48
1364,173.74,-267.6,1941.4742,21.6034,-257.13
1363,173.94,-263.34,1941.4107,21.6364,-252.87
1362,174.12,-281.77,1941.3473,21.6694,-248.19
1361,174.28,-276.72,1941.2839,21.7024,-244.08
1360,174.5,-271.31,1941.2205,21.7354,-241.37
1359,174.62,-267.82,1941.157,21.7683,-241.33
1358,174.77,-268.81,1941.0936,21.8013,-244.15
1357,175.02,-272.85,1941.0302,21.8343,-250.87
1356,175.17,-274.27,1940.9506,21.8673,-258.79
1355,175.26,-273.15,1940.8564,21.9003,-266.15
1354,175.52,-283.99,1940.7621,21.9333,-270.81
1353,175.73,-287.58,1940.6679,21.9662,-271.64
1352,176.03,-264.98,1940.5737,21.9992,-270.48
1351,176.24,-286.2,1940.4794,22.0322,-265.67
1350,176.45,-281.79,1940.3852,22.0652,-260.32
1349,176.73,-282.9,1940.2895,22.0987,-256.45
1348,176.94,-274.73,1940.1953,22.1316,-256.2
1347,177.16,-275.25,1940.1011,22.1646,-255.64
1346,177.34,-268.94,1940.0068,22.1976,-259.56
1345,177.59,-274.94,1939.9173,22.2306,-262.39
1344,177.72,-277.14,1939.8282,22.2636,-261.59
1343,177.91,-263.17,1939.7391,22.2966,-252.94
1342,178.15,-266.38,1939.6499,22.3295,-248.35
1341,178.4,-264.79,1939.5608,22.3625,-241.39
1340,178.64,-274.27,1939.4716,22.3955,-235.87
1339,178.93,-273.24,1939.3825,22.4285,-232.15
1338,179.1,-278.02,1939.2934,22.4615,-230.78
1337,179.38,-270.19,1939.2042,22.4944,-231.72
1336,179.62,-267.69,1939.1151,22.5274,-235.4
1335,179.86,-263.7,1939.0259,22.5604,-240.33
1334,180.07,-265.57,1938.9456,22.5934,-247.42
1333,180.13,-284.6,1938.8689,22.6264,-256.99
1332,180.54,-276.73,1938.7922,22.6594,-269.07
1331,180.81,-265.98,1938.7155,22.6923,-278.17
1330,180.98,-268.76,1938.6388,22.7253,-282
1329,181.21,-271.01,1938.5621,22.7583,-278.87
1328,181.49,-275.29,1938.4854,22.7913,-277.39
1327,181.62,-282.68,1938.4087,22.8243,-268.46
1326,181.86,-285.79,1938.332,22.8572,-263.13
1325,182.13,-284.57,1938.2553,22.8902,-258.27
1324,182.36,-281.12,1938.1786,22.9232,-258.28
1323,182.56,-270.12,1938.1007,22.9567,-261.8
1322,182.83,-262.35,1938.024,22.9897,-270.81
1321,183.12,-260.74,1937.9314,23.0227,-277.44
1320,183.29,-272.05,1937.8314,23.0556,-281.36
1319,183.53,-262.53,1937.7315,23.0886,-280.94
1318,183.7,-285.69,1937.6315,23.1216,-280.96
1317,183.97,-276.22,1937.5316,23.1546,-277.89
1316,184.13,-276.72,1937.4316,23.1876,-275.46
1315,184.42,-272.35,1937.3317,23.2205,-271.49
1314,184.62,-272.69,1937.2318,23.2535,-269.89
1313,184.85,-281.72,1937.1318,23.2865,-269.81
1312,185.08,-277.14,1937.0318,23.3195,-272.88
1311,185.39,-271.93,1936.9136,23.3525,-277.54
1310,185.55,-280.65,1936.7867,23.3855,-282.2
1309,185.82,-270.39,1936.6599,23.4184,-284.67
1308,186.17,-273.48,1936.533,23.4514,-282.79
1307,186.45,-265.86,1936.4062,23.4844,-275.22
1306,186.66,-263.58,1936.2793,23.5174,-267.5
1305,186.98,-269.43,1936.1525,23.5504,-260.91
1304,187.16,-268,1936.0256,23.5833,-255.64
1303,187.22,-262.98,1935.9269,23.6163,-253.11
1302,187.55,-260.1,1935.8352,23.6493,-253.07
1301,187.76,-280.16,1935.7436,23.6823,-254.75
1300,187.97,-276.85,1935.652,23.7153,-259.8
NA,NA,NA,1935.5604,23.7483,-263.4
NA,NA,NA,1935.4688,23.7812,-265.79
NA,NA,NA,1935.3758,23.8147,-265.92
NA,NA,NA,1935.2842,23.8477,-263.71
NA,NA,NA,1935.1926,23.8807,-258.19
NA,NA,NA,1935.1009,23.9137,-255.13
NA,NA,NA,1935.0093,23.9466,-253.44
NA,NA,NA,1934.9295,23.9796,-254.69
NA,NA,NA,1934.8509,24.0126,-259.92
NA,NA,NA,1934.7724,24.0456,-265.6
NA,NA,NA,1934.6939,24.0786,-272.57
NA,NA,NA,1934.6154,24.1116,-274.32
NA,NA,NA,1934.5368,24.1445,-273.62
NA,NA,NA,1934.4583,24.1775,-268.12
NA,NA,NA,1934.3798,24.2105,-261.33
NA,NA,NA,1934.3012,24.2435,-249.55
NA,NA,NA,1934.2227,24.2765,-240.4
NA,NA,NA,1934.1442,24.3094,-232.29
NA,NA,NA,1934.0656,24.3424,-226.73
NA,NA,NA,1933.9882,24.3754,-228.12
NA,NA,NA,1933.9165,24.4084,-235.67
NA,NA,NA,1933.8448,24.4414,-247.22
NA,NA,NA,1933.7732,24.4744,-259.93
NA,NA,NA,1933.7014,24.5073,-271.77
NA,NA,NA,1933.6297,24.5403,-277.77
NA,NA,NA,1933.558,24.5733,-279.23
NA,NA,NA,1933.4863,24.6063,-274.65
NA,NA,NA,1933.4147,24.6393,-270.13
NA,NA,NA,1933.3429,24.6723,-264.57
NA,NA,NA,1933.2702,24.7057,-256.87
NA,NA,NA,1933.1985,24.7387,-250.89
NA,NA,NA,1933.1268,24.7717,-247.31
NA,NA,NA,1933.0551,24.8047,-251.44
NA,NA,NA,1932.9768,24.8377,-256.33
NA,NA,NA,1932.8768,24.8706,-266.82
NA,NA,NA,1932.7769,24.9036,-276.18
NA,NA,NA,1932.677,24.9366,-280.7
NA,NA,NA,1932.577,24.9696,-280.42
NA,NA,NA,1932.4771,25.0026,-278.77
NA,NA,NA,1932.3771,25.0356,-268.59
NA,NA,NA,1932.2772,25.0685,-255.72
NA,NA,NA,1932.1772,25.1015,-245.56
NA,NA,NA,1932.0773,25.1345,-236.21
NA,NA,NA,1931.9723,25.1675,-231.34
NA,NA,NA,1931.8502,25.2005,-231.11
NA,NA,NA,1931.728,25.2334,-235.18
NA,NA,NA,1931.6059,25.2664,-241.93
NA,NA,NA,1931.4837,25.2994,-247.51
NA,NA,NA,1931.3616,25.3324,-254.95
NA,NA,NA,1931.2394,25.3654,-260.68
NA,NA,NA,1931.1172,25.3984,-264.81
NA,NA,NA,1930.9974,25.4313,-268.04
NA,NA,NA,1930.9327,25.4643,-269.54
NA,NA,NA,1930.8681,25.4973,-266.01
NA,NA,NA,1930.8034,25.5303,-260.45
NA,NA,NA,1930.7377,25.5638,-257.53
NA,NA,NA,1930.6731,25.5967,-257.07
NA,NA,NA,1930.6084,25.6297,-262.87
NA,NA,NA,1930.5437,25.6627,-268.49
NA,NA,NA,1930.4791,25.6957,-280.04
NA,NA,NA,1930.4144,25.7287,-289.23
NA,NA,NA,1930.3497,25.7617,-287.22
NA,NA,NA,1930.285,25.7946,-288.11
NA,NA,NA,1930.2204,25.8276,-281.48
NA,NA,NA,1930.1557,25.8606,-272.51
NA,NA,NA,1930.091,25.8936,-268.01
NA,NA,NA,1930.0264,25.9266,-265.68
NA,NA,NA,1929.9499,25.9595,-266.94
NA,NA,NA,1929.8653,25.9925,-270.97
NA,NA,NA,1929.7808,26.0255,-278.89
NA,NA,NA,1929.6962,26.0585,-284.51
NA,NA,NA,1929.6116,26.0915,-287.15
NA,NA,NA,1929.5271,26.1245,-286.26
NA,NA,NA,1929.4425,26.1574,-279.14
NA,NA,NA,1929.3579,26.1904,-270.2
NA,NA,NA,1929.2734,26.2234,-270.11
NA,NA,NA,1929.1888,26.2564,-259.2
NA,NA,NA,1929.1042,26.2894,-253.39
NA,NA,NA,1929.0196,26.3223,-249.79
NA,NA,NA,1928.9334,26.3553,-250.37
NA,NA,NA,1928.8466,26.3883,-256.26
NA,NA,NA,1928.7585,26.4218,-261.36
NA,NA,NA,1928.6717,26.4548,-267.82
NA,NA,NA,1928.5849,26.4878,-267.17
NA,NA,NA,1928.4981,26.5207,-262.55
NA,NA,NA,1928.4113,26.5537,-253.18
NA,NA,NA,1928.3245,26.5867,-245.37
NA,NA,NA,1928.2377,26.6197,-239.64
NA,NA,NA,1928.1509,26.6527,-236.01
NA,NA,NA,1928.0641,26.6856,-238.02
NA,NA,NA,1927.9767,26.7186,-245.4
NA,NA,NA,1927.8876,26.7516,-259.05
NA,NA,NA,1927.7984,26.7846,-269.3
NA,NA,NA,1927.7093,26.8176,-278.24
NA,NA,NA,1927.6201,26.8506,-283.38
NA,NA,NA,1927.531,26.8835,-281.39
NA,NA,NA,1927.4419,26.9165,-276.33
NA,NA,NA,1927.3527,26.9495,-264.68
NA,NA,NA,1927.2636,26.9825,-258.25
NA,NA,NA,1927.1744,27.0155,-252.96
NA,NA,NA,1927.0853,27.0484,-252.02
NA,NA,NA,1926.9943,27.0814,-254.22
NA,NA,NA,1926.8624,27.1144,-257.53
NA,NA,NA,1926.7305,27.1474,-264.01
NA,NA,NA,1926.5985,27.1804,-267.71
NA,NA,NA,1926.4666,27.2134,-269.81
NA,NA,NA,1926.3347,27.2463,-274.03
NA,NA,NA,1926.2008,27.2798,-272.75
NA,NA,NA,1926.0688,27.3128,-272.61
NA,NA,NA,1925.9615,27.3458,-275.2
NA,NA,NA,1925.8811,27.3788,-278.05
NA,NA,NA,1925.8006,27.4117,-281.63
NA,NA,NA,1925.7202,27.4447,-286.39
NA,NA,NA,1925.6398,27.4777,-289.08
NA,NA,NA,1925.5593,27.5107,-289.26
NA,NA,NA,1925.4789,27.5437,-285.88
NA,NA,NA,1925.3984,27.5767,-280.5
NA,NA,NA,1925.318,27.6096,-274.81
NA,NA,NA,1925.2375,27.6426,-270.38
NA,NA,NA,1925.1571,27.6756,-269.96
NA,NA,NA,1925.0766,27.7086,-270.96
NA,NA,NA,1924.9929,27.7416,-279.91
NA,NA,NA,1924.843,27.7745,-288.13
NA,NA,NA,1924.6931,27.8075,-292.42
NA,NA,NA,1924.5432,27.8405,-293.79
NA,NA,NA,1924.3932,27.8735,-294.56
NA,NA,NA,1924.2433,27.9065,-293.68
NA,NA,NA,1924.0934,27.9395,-294.07
NA,NA,NA,1923.9655,27.9724,-294.55
NA,NA,NA,1923.8739,28.0054,-295.87
NA,NA,NA,1923.7822,28.0384,-295.41
NA,NA,NA,1923.6906,28.0714,-293.28
NA,NA,NA,1923.599,28.1044,-289.16
NA,NA,NA,1923.506,28.1378,-281.71
NA,NA,NA,1923.4144,28.1708,-274.09
NA,NA,NA,1923.3228,28.2038,-267.35
NA,NA,NA,1923.2311,28.2368,-264.27
NA,NA,NA,1923.1395,28.2698,-270.16
NA,NA,NA,1923.0479,28.3028,-277.12
NA,NA,NA,1922.9371,28.3357,-285.81
NA,NA,NA,1922.8052,28.3687,-290.07
NA,NA,NA,1922.6732,28.4017,-290.79
NA,NA,NA,1922.5413,28.4347,-286.64
NA,NA,NA,1922.4094,28.4677,-280.48
NA,NA,NA,1922.2774,28.5006,-274.57
NA,NA,NA,1922.1455,28.5336,-272.15
NA,NA,NA,1922.0136,28.5666,-272.18
NA,NA,NA,1921.9155,28.5996,-275.61
NA,NA,NA,1921.8212,28.6326,-282.64
NA,NA,NA,1921.727,28.6656,-290.77
NA,NA,NA,1921.6328,28.6985,-299.04
NA,NA,NA,1921.5385,28.7315,-302.1
NA,NA,NA,1921.4443,28.7645,-300.94
NA,NA,NA,1921.3501,28.7975,-299.16
NA,NA,NA,1921.2558,28.8305,-293.33
NA,NA,NA,1921.1616,28.8634,-288.4
NA,NA,NA,1921.0674,28.8964,-284.72
NA,NA,NA,1920.9786,28.9294,-285.09
NA,NA,NA,1920.9037,28.9624,-285.96
NA,NA,NA,1920.7955,29.01,-288.5
NA,NA,NA,1920.7273,29.04,-292.2
NA,NA,NA,1920.6591,29.07,-291.64
NA,NA,NA,1920.5682,29.11,-286.73
NA,NA,NA,1920.5,29.14,-280.42
NA,NA,NA,1920.4318,29.17,-273.66
NA,NA,NA,1920.3636,29.2,-267.87
NA,NA,NA,1920.2727,29.24,-263.07
NA,NA,NA,1920.2045,29.27,-261.5
NA,NA,NA,1920.1364,29.3,-262.06
NA,NA,NA,1920.0682,29.33,-265.8
NA,NA,NA,1919.9524,29.37,-272.08
NA,NA,NA,1919.8095,29.4,-275.79
NA,NA,NA,1919.6667,29.43,-277.87
NA,NA,NA,1919.4762,29.47,-275.87
NA,NA,NA,1919.3333,29.5,-273.87
NA,NA,NA,1919.1905,29.53,-271.42
NA,NA,NA,1919,29.57,-271.85
NA,NA,NA,1918.875,29.6,-273.74
NA,NA,NA,1918.75,29.63,-279.06
NA,NA,NA,1918.5833,29.67,-284.09
NA,NA,NA,1918.4583,29.7,-288.17
NA,NA,NA,1918.3333,29.73,-287.92
NA,NA,NA,1918.1667,29.77,-284.85
NA,NA,NA,1918.0417,29.8,-276.87
NA,NA,NA,1917.9487,29.83,-269.57
NA,NA,NA,1917.8462,29.87,-265.07
NA,NA,NA,1917.7692,29.9,-264.4
NA,NA,NA,1917.6923,29.93,-267.46
NA,NA,NA,1917.5897,29.97,-276
NA,NA,NA,1917.5128,30,-290.02
NA,NA,NA,1917.4359,30.03,-298.17
NA,NA,NA,1917.3333,30.07,-302.11
NA,NA,NA,1917.2564,30.1,-299.31
NA,NA,NA,1917.1795,30.13,-293.49
NA,NA,NA,1917.0769,30.17,-284.79
NA,NA,NA,1917,30.2,-277.43
NA,NA,NA,1916.9286,30.23,-275.54
NA,NA,NA,1916.8333,30.27,-274.96
NA,NA,NA,1916.7619,30.3,-276.36
NA,NA,NA,1916.6905,30.33,-281.57
NA,NA,NA,1916.5952,30.37,-284.61
NA,NA,NA,1916.5238,30.4,-283.4
NA,NA,NA,1916.3571,30.47,-269.21
NA,NA,NA,1916.2857,30.5,-257.31
NA,NA,NA,1916.2143,30.53,-245.55
NA,NA,NA,1916.119,30.57,-237.03
NA,NA,NA,1916.0476,30.6,-231.75
NA,NA,NA,1915.9697,30.63,-231.01
NA,NA,NA,1915.8485,30.67,-233.54
NA,NA,NA,1915.7576,30.7,-240.49
NA,NA,NA,1915.6667,30.73,-250.87
NA,NA,NA,1915.5455,30.77,-260.71
NA,NA,NA,1915.4545,30.8,-267.79
NA,NA,NA,1915.2424,30.87,-272.82
NA,NA,NA,1915.1515,30.9,-268.74
NA,NA,NA,1915.0606,30.93,-266.43
NA,NA,NA,1914.9583,30.97,-262.02
NA,NA,NA,1914.8958,31,-262.35
NA,NA,NA,1914.8333,31.03,-265.11
NA,NA,NA,1914.75,31.07,-272.18
NA,NA,NA,1914.6875,31.1,-284.32
NA,NA,NA,1914.625,31.13,-297.41
NA,NA,NA,1914.5417,31.17,-304.6
NA,NA,NA,1914.4792,31.2,-306.13
NA,NA,NA,1914.4167,31.23,-300.44
NA,NA,NA,1914.3333,31.27,-292.66
NA,NA,NA,1914.2708,31.3,-284.15
NA,NA,NA,1914.2083,31.33,-277.81
NA,NA,NA,1914.125,31.37,-274.49
NA,NA,NA,1914.0625,31.4,-276.01
NA,NA,NA,1914,31.43,-280.77
NA,NA,NA,1913.8667,31.47,-286.39
NA,NA,NA,1913.7667,31.5,-288.84
NA,NA,NA,1913.6667,31.53,-286.75
NA,NA,NA,1913.5333,31.57,-283.85
NA,NA,NA,1913.4333,31.6,-277.97
NA,NA,NA,1913.3333,31.63,-272.74
NA,NA,NA,1913.2,31.67,-271.98
NA,NA,NA,1913.1,31.7,-273.39
NA,NA,NA,1913,31.73,-276.96
NA,NA,NA,1912.8974,31.77,-282.58
NA,NA,NA,1912.8205,31.8,-289.81
NA,NA,NA,1912.641,31.87,-293.31
NA,NA,NA,1912.5641,31.9,-289.46
NA,NA,NA,1912.4872,31.93,-282.35
NA,NA,NA,1912.3846,31.97,-275.43
NA,NA,NA,1912.3077,32,-268.64
NA,NA,NA,1912.2308,32.03,-263.74
NA,NA,NA,1912.1282,32.07,-266.03
NA,NA,NA,1912.0513,32.1,-270.23
NA,NA,NA,1911.9697,32.13,-276.28
NA,NA,NA,1911.8485,32.17,-281.61
NA,NA,NA,1911.7576,32.2,-283.4
NA,NA,NA,1911.6667,32.23,-282.16
NA,NA,NA,1911.5455,32.27,-276.58
NA,NA,NA,1911.4545,32.3,-271.6
NA,NA,NA,1911.3636,32.33,-262.83
NA,NA,NA,1911.2424,32.37,-257.82
NA,NA,NA,1911.1515,32.4,-253.25
NA,NA,NA,1911.0606,32.43,-256.24
NA,NA,NA,1910.9444,32.47,-262.31
NA,NA,NA,1910.8611,32.5,-270.48
NA,NA,NA,1910.7778,32.53,-279.41
NA,NA,NA,1910.6667,32.57,-285.99
NA,NA,NA,1910.5833,32.6,-291.19
NA,NA,NA,1910.5,32.63,-289.72
NA,NA,NA,1910.3889,32.67,-283.97
NA,NA,NA,1910.3056,32.7,-274.24
NA,NA,NA,1910.2222,32.73,-264.79
NA,NA,NA,1910.1111,32.77,-258.03
NA,NA,NA,1910.0278,32.8,-253.94
NA,NA,NA,1909.9459,32.83,-255.31
NA,NA,NA,1909.8378,32.87,-262.99
NA,NA,NA,1909.7568,32.9,-269.97
NA,NA,NA,1909.6757,32.93,-275.08
NA,NA,NA,1909.5676,32.97,-274.26
NA,NA,NA,1909.4865,33,-267.69
NA,NA,NA,1909.4054,33.03,-258.96
NA,NA,NA,1909.2973,33.07,-249.63
NA,NA,NA,1909.2162,33.1,-243.14
NA,NA,NA,1909.1351,33.13,-241.35
NA,NA,NA,1909.027,33.17,-244.31
NA,NA,NA,1908.9459,33.2,-249.37
NA,NA,NA,1908.8649,33.23,-254.53
NA,NA,NA,1908.7568,33.27,-257.55
NA,NA,NA,1908.6757,33.3,-256.56
NA,NA,NA,1908.5946,33.33,-253.71
NA,NA,NA,1908.4865,33.37,-250.54
NA,NA,NA,1908.4054,33.4,-252.61
NA,NA,NA,1908.3243,33.43,-255.51
NA,NA,NA,1908.2162,33.47,-259.45
NA,NA,NA,1908.1351,33.5,-262.04
NA,NA,NA,1908.0541,33.53,-263.57
NA,NA,NA,1907.9286,33.57,-263.6
NA,NA,NA,1907.8214,33.6,-260.95
NA,NA,NA,1907.7143,33.63,-257.11
NA,NA,NA,1907.5714,33.67,-252.71
NA,NA,NA,1907.4643,33.7,-251.34
NA,NA,NA,1907.3571,33.73,-250.25
NA,NA,NA,1907.2143,33.77,-253.27
NA,NA,NA,1907.1071,33.8,-262.25
NA,NA,NA,1907,33.83,-271.07
NA,NA,NA,1906.907,33.87,-281.41
NA,NA,NA,1906.8372,33.9,-287.5
NA,NA,NA,1906.7674,33.93,-289.45
NA,NA,NA,1906.6744,33.97,-287.67
NA,NA,NA,1906.6047,34,-279.9
NA,NA,NA,1906.5349,34.03,-277.99
NA,NA,NA,1906.4419,34.07,-276.59
NA,NA,NA,1906.3721,34.1,-279.49
NA,NA,NA,1906.3023,34.13,-283.38
NA,NA,NA,1906.2093,34.17,-281.99
NA,NA,NA,1906.1395,34.2,-276.43
NA,NA,NA,1906.0698,34.23,-272.25
NA,NA,NA,1905.9375,34.27,-262.28
NA,NA,NA,1905.75,34.3,-258.84
NA,NA,NA,1905.5625,34.33,-253.36
NA,NA,NA,1905.3125,34.37,-250.12
NA,NA,NA,1905.125,34.4,-251.59
NA,NA,NA,1904.9565,34.43,-255
NA,NA,NA,1904.7826,34.47,-258.18
NA,NA,NA,1904.6522,34.5,-263.19
NA,NA,NA,1904.5217,34.53,-266.5
NA,NA,NA,1904.3478,34.57,-271.12
NA,NA,NA,1904.2174,34.6,-265
NA,NA,NA,1904.087,34.63,-266.36
NA,NA,NA,1903.9474,34.67,-266.48
NA,NA,NA,1903.8684,34.7,-269.66
NA,NA,NA,1903.7895,34.73,-273.95
NA,NA,NA,1903.6842,34.77,-272.18
NA,NA,NA,1903.6053,34.8,-276.69
NA,NA,NA,1903.5263,34.83,-271.3
NA,NA,NA,1903.4211,34.87,-265.92
NA,NA,NA,1903.3421,34.9,-265.1
NA,NA,NA,1903.2632,34.93,-259.71
NA,NA,NA,1903.1579,34.97,-259.45
NA,NA,NA,1903.0789,35,-260.74
NA,NA,NA,1903,35.03,-261.5
NA,NA,NA,1902.8261,35.07,-260.39
NA,NA,NA,1902.6957,35.1,-258.52
NA,NA,NA,1902.5652,35.13,-255.02
NA,NA,NA,1902.3913,35.17,-249.27
NA,NA,NA,1902.2609,35.2,-242.88
NA,NA,NA,1902.1304,35.23,-244.51
NA,NA,NA,1901.9444,35.27,-253.83
NA,NA,NA,1901.7778,35.3,-262.62
NA,NA,NA,1901.6111,35.33,-277.07
NA,NA,NA,1901.3889,35.37,-283.54
NA,NA,NA,1901.2222,35.4,-290.25
NA,NA,NA,1901.0556,35.43,-283.32
NA,NA,NA,1900.9062,35.47,-282.55
NA,NA,NA,1900.8125,35.5,-270.84
NA,NA,NA,1900.7187,35.53,-262.67
NA,NA,NA,1900.5937,35.57,-257.13
NA,NA,NA,1900.5,35.6,-254.89
NA,NA,NA,1900.4062,35.63,-256.22
NA,NA,NA,1900.2812,35.67,-257.98
NA,NA,NA,1900.1875,35.7,-261.1
NA,NA,NA,1900.0937,35.73,-243.43
NA,NA,NA,1899.9778,35.77,-237.44
NA,NA,NA,1899.9111,35.8,-241.75
NA,NA,NA,1899.8444,35.83,-270.19
NA,NA,NA,1899.7556,35.87,-265.89
