year (AD),depth (mm),d18O (permil),d13C (permil)
-4177,75.57,-9.028,-6.246
-4180,75.6,-9.123,-6.205
-4182,75.63,-9.027,-6.123
-4185,75.66,-9.083,-6.165
-4188,75.69,-9.014,-6.122
-4191,75.72,-9.003,-6.023
-4194,75.75,-9.071,-6.035
-4197,75.78,-9.104,-5.946
-4200,75.81,-8.965,-5.9
-4203,75.84,-9.023,-6.065
-4206,75.87,-9.029,-5.955
-4208,75.9,-9.049,-5.998
-4211,75.93,-9.061,-5.997
-4214,75.96,-9.086,-6.016
-4217,75.99,-9.075,-5.904
-4220,76.02,-9.208,-5.864
-4223,76.05,-9.099,-5.904
-4226,76.08,-9.111,-5.836
-4228,76.11,-9.048,-5.814
-4231,76.14,-9.1,-5.773
-4234,76.17,-9.348,-5.768
-4237,76.2,-9.07,-5.675
-4240,76.23,-9.078,-5.675
-4242,76.26,-9,-5.647
-4245,76.29,-9.111,-5.603
-4248,76.32,-8.986,-5.638
-4251,76.35,-9.041,-5.561
-4254,76.38,-9.09,-5.552
-4257,76.41,-9.051,-5.492
-4259,76.44,-9.069,-5.546
-4262,76.47,-9.128,-5.524
-4265,76.5,-9.13,-5.508
-4268,76.53,-9.228,-5.611
-4271,76.56,-9.11,-5.51
-4273,76.59,-9.23,-5.484
-4276,76.62,-9.15,-5.473
-4279,76.65,-9.212,-5.41
-4282,76.68,-9.196,-5.37
-4285,76.71,-9.23,-5.339
-4288,76.74,-9.146,-5.379
-4290,76.77,-9.256,-5.246
-4293,76.8,-9.089,-5.254
-4296,76.83,-9.235,-5.182
-4299,76.86,-9.178,-5.219
-4302,76.89,-9.261,-5.151
-4304,76.92,-9.179,-5.13
-4307,76.95,-9.293,-5.176
-4310,76.98,-9.184,-5.129
-4313,77.01,-9.261,-5.093
-4316,77.04,-9.216,-5.127
-4319,77.07,-9.55,-5.072
-4322,77.1,-9.273,-5.08
-4324,77.13,-9.178,-5.059
-4327,77.16,-9.263,-4.998
-4330,77.19,-9.211,-4.935
-4333,77.22,-9.403,-4.846
-4336,77.25,-9.205,-4.881
-4339,77.28,-9.32,-4.913
-4342,77.31,-9.242,-5.034
-4345,77.34,-9.291,-4.965
-4348,77.37,-9.194,-4.964
-4350,77.4,-9.254,-5.217
-4353,77.43,-9.189,-4.9
-4356,77.46,-9.202,-4.83
-4359,77.49,-9.176,-4.813
-4362,77.52,-9.228,-4.734
-4365,77.55,-9.245,-4.89
-4368,77.58,-9.38,-4.822
-4371,77.61,-9.257,-4.784
-4373,77.64,-9.265,-4.745
-4376,77.67,-9.209,-4.755
-4379,77.7,-9.325,-4.722
-4382,77.73,-9.262,-4.817
-4385,77.76,-9.275,-4.764
-4388,77.79,-9.224,-4.725
-4391,77.82,-9.364,-4.766
-4394,77.85,-9.107,-4.72
-4396,77.88,-9.264,-4.688
-4399,77.91,-9.162,-4.683
-4402,77.94,-9.212,-4.68
-4405,77.97,-9.161,-4.676
-4408,78,-9.306,-4.64
-4411,78.03,-9.26,-4.67
-4414,78.06,-9.122,-4.703
-4416,78.09,-9.228,-4.727
-4419,78.12,-9.127,-4.764
-4422,78.15,-9.134,-4.718
-4425,78.18,-9.059,-4.781
-4428,78.21,-9.067,-4.757
-4431,78.24,-8.995,-4.77
-4433,78.27,-9.131,-4.782
-4436,78.3,-9.037,-4.786
-4439,78.33,-9.061,-4.763
-4442,78.36,-8.963,-4.705
-4445,78.39,-9.037,-4.724
-4447,78.42,-8.974,-4.698
-4450,78.45,-9.057,-4.691
-4453,78.48,-8.913,-4.633
-4456,78.51,-9.044,-4.654
-4457,78.54,-9.014,-4.672
-4459,78.57,-8.95,-4.719
-4481,78.96,-9.013,-4.767
-4482,78.99,-8.873,-4.811
-4484,79.02,-8.942,-4.784
-4486,79.05,-8.902,-4.822
-4487,79.08,-8.954,-4.755
-4489,79.11,-8.885,-4.744
-4491,79.14,-9.089,-4.704
-4493,79.17,-8.768,-4.619
-4494,79.2,-8.994,-4.664
-4496,79.23,-9.122,-4.634
-4498,79.26,-8.803,-4.643
-4499,79.29,-8.927,-4.617
-4501,79.32,-8.849,-4.624
-4503,79.35,-8.911,-4.803
-4504,79.38,-8.893,-4.587
-4506,79.41,-9,-4.962
-4509,79.47,-8.843,-4.932
-4511,79.5,-8.978,-4.85
-4513,79.53,-8.929,-4.869
-4514,79.56,-9.085,-4.866
-4516,79.59,-8.914,-4.867
-4518,79.62,-8.962,-4.815
-4519,79.65,-8.9,-4.862
-4521,79.68,-8.967,-4.949
-4523,79.71,-8.932,-4.945
-4524,79.74,-9.013,-4.937
-4526,79.77,-8.969,-4.936
-4528,79.8,-9.168,-4.914
-4529,79.83,-8.986,-4.952
-4531,79.86,-9.019,-4.937
-4533,79.89,-8.995,-4.978
-4535,79.92,-8.846,-4.871
-4536,79.95,-8.921,-4.844
-4538,79.98,-9.019,-4.762
-4540,80.01,-9.128,-4.897
-4541,80.04,-9.009,-4.765
-4543,80.07,-9.01,-4.718
-4545,80.1,-9.079,-4.777
-4546,80.13,-9.246,-4.884
-4548,80.16,-9.109,-4.787
-4550,80.19,-9.17,-4.783
-4551,80.22,-9.054,-4.786
-4553,80.25,-9.155,-4.777
-4555,80.28,-9.098,-4.73
-4556,80.31,-9.247,-4.72
-4558,80.34,-9.031,-4.752
-4560,80.37,-9.096,-4.712
-4561,80.4,-9.178,-4.749
-4563,80.43,-9.171,-4.687
-4565,80.46,-9.115,-4.789
-4566,80.49,-9.188,-4.685
-4568,80.52,-9.056,-4.685
-4570,80.55,-9.184,-4.713
-4604,81.18,-9.148,-4.81
-4629,81.63,-9.172,-4.794
-4654,82.08,-9.19,-4.837
-4705,82.98,-9.375,-4.826
-4740,83.88,-9.187,-4.777
-4764,84.48,-9.213,-4.816
-4775,84.75,-9.204,-4.792
-4799,85.38,-9.255,-4.823
-4838,86.37,-9.282,-4.787
-4870,87.18,-9.205,-4.818
-4878,87.39,-9.251,-4.885
-4887,87.63,-9.308,-4.801
-4896,87.84,-9.303,-4.688
-4905,88.08,-9.46,-4.17
-4913,88.29,-9.281,-4.384
-4922,88.53,-9.468,-3.764
-4927,88.65,-9.274,-5.663
-4931,88.74,-9.341,-5.226
-4940,88.98,-9.465,-4.938
-4948,89.19,-9.425,-4.742
-4957,89.43,-9.662,-5.584
-4966,89.64,-9.478,-6.328
-4975,89.88,-9.718,-6.077
-4983,90.09,-9.814,-6.695
-4993,90.33,-9.558,-6.656
-5001,90.54,-9.508,-6.186
-5010,90.78,-9.522,-6.126
-5019,90.99,-9.723,-6.685
-5028,91.23,-9.448,-6.478
-5036,91.44,-9.34,-4.623
-5045,91.68,-9.583,-6.123
-5054,91.89,-9.739,-6.434
-5063,92.13,-9.591,-6.437
-5071,92.34,-9.381,-6.189
-5080,92.58,-9.65,-6.663
-5089,92.79,-9.762,-6.583
-5098,93.03,-9.546,-6.354
-5106,93.24,-9.515,-5.808
-5115,93.48,-9.554,-5.687
-5124,93.69,-9.625,-5.44
-5133,93.93,-9.467,-5.813
-5141,94.14,-9.291,-5.142
-5150,94.38,-9.329,-5.048
-5159,94.59,-9.43,-4.772
-5168,94.83,-9.231,-5.374
-5177,95.04,-9.166,-5.091
-5186,95.28,-9.231,-5.072
-5195,95.49,-9.217,-4.813
-5204,95.73,-9.14,-4.87
-5212,95.94,-9.094,-4.648
-5221,96.18,-9.12,-4.765
-5230,96.39,-9.429,-4.696
-5239,96.63,-9.192,-4.887
-5247,96.84,-9.193,-4.547
-5256,97.08,-9.167,-4.411
-5265,97.29,-9.245,-4.279
-5274,97.53,-9.161,-4.169
-5282,97.74,-9.107,-4.605
-5291,97.98,-9.04,-4.767
-5300,98.19,-9.241,-4.696
-5309,98.43,-9.109,-4.582
-5318,98.64,-9.105,-4.509
-5327,98.88,-9.116,-4.209
-5335,99.09,-9.274,-4.143
-5345,99.33,-9.24,-4.251
-5353,99.54,-9.186,-4.187
-5362,99.78,-9.466,-4.125
-5371,99.99,-9.51,-4.051
-5380,100.23,-9.382,-4.339
-5389,100.44,-9.203,-4.398
-5398,100.68,-9.22,-4.359
-5406,100.89,-9.234,-4.435
-5415,101.13,-9.001,-4.215
-5424,101.34,-9.033,-4.224
-5433,101.58,-9.133,-4.673
-5439,101.73,-9.335,-4.662
-5444,101.88,-9.19,-4.866
-5456,102.03,-9.316,-4.909
-5469,102.09,-9.619,-5.259
-5489,102.18,-9.572,-4.945
-5502,102.24,-9.368,-4.76
-5516,102.3,-9.086,-4.499
-5522,102.33,-9.146,-4.764
-5529,102.36,-9.191,-4.529
-5536,102.39,-9.016,-4.454
-5542,102.42,-9.045,-4.682
-5556,102.48,-9.007,-4.468
-5562,102.51,-9.252,-4.656
-5569,102.54,-9.092,-4.33
-5582,102.6,-9.236,-4.535
-5589,102.63,-9.388,-4.799
-5602,102.69,-9.465,-5.087
-5616,102.75,-9.4,-5.098
-5622,102.78,-9.73,-4.932
-5635,102.84,-9.617,-4.828
-5649,102.9,-9.555,-4.755
-5655,102.93,-9.589,-4.878
-5662,102.96,-9.381,-4.546
-5675,103.02,-9.381,-4.509
-5689,103.08,-9.262,-4.235
-5695,103.11,-9.227,-4.112
-5702,103.14,-9.149,-4.11
-5715,103.2,-9.22,-4.131
-5722,103.23,-9.145,-4.204
-5735,103.29,-9.105,-4.002
-5749,103.35,-9.119,-4.015
-5755,103.38,-9.024,-4.198
-5762,103.41,-9.086,-4.39
-5775,103.47,-9.095,-4.458
-5789,103.53,-9.022,-4.191
-5802,103.59,-9.023,-4.25
-5815,103.65,-8.928,-4.499
-5822,103.68,-8.909,-4.719
-5835,103.74,-8.965,-4.558
-5849,103.8,-9.037,-4.662
-5855,103.83,-8.978,-4.751
-5862,103.86,-8.982,-4.978
-5875,103.92,-8.915,-5.348
-5889,103.98,-8.899,-5.509
-5902,104.04,-9.111,-5.58
-5915,104.1,-8.99,-5.608
-5922,104.13,-8.959,-5.596
-5935,104.19,-8.979,-5.692
-5949,104.25,-9.067,-5.88
-5955,104.28,-8.915,-6.098
-5968,104.34,-9.01,-6.224
-5982,104.4,-9.045,-6.417
-5988,104.43,-9.041,-6.333
-6002,104.49,-9.016,-6.338
-6015,104.55,-9.184,-6.431
-6028,104.61,-9.197,-6.278
-6042,104.67,-9.128,-6.263
