year (AD) [1-1],age (BP) [1-1],depth (mm) [1-1],Al (cps) [1-1],Di (cps) [1-1],K (cps) [1-1],Ca (cps) [1-1],Ti (cps) [1-1],Fe (cps) [1-1],Rb (cps) [1-1],Zr (cps) [1-1],year (AD) [2-1],age (BP) [2-1],sampleID (missing) [2-1],water (percent) [2-1],TOC (percent) [2-1],TOCmg (mg) [2-1],d13C (permil) [2-1],year (AD) [3-1],age (BP) [3-1],dustFlux (g/cm2/yr) [3-1],water (percent) [3-1],TOC (percent) [3-1],wetBulkDensity (g/cm3) [3-1],dryBulkDensity (g/cm3) [3-1],SR (mm/yr) [3-1],LORCA (g/m2/yr) [3-1],ash (percent) [3-1],Ti (g/g) [3-1],Tiash (g/g) [3-1],year (AD) [4-1],age (BP) [4-1],dD (permil) [4-1],Id (missing) [4-1],s (missing) [4-1],year (AD) [5-1],age (BP) [5-1],ID (BP) [5-1],Paq (missing) [5-1]
1538,412,196,547,8059,5535,14427,4225,53398,265,779,202,1748,O-2-148,74.09,27.34,2.2,-26.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10814,12764,8-391,0.12
1537,413,197.9,567,7781,5824,14943,4711,58120,273,NA,115,1835,O-2-149,79.37,32.95,1.68,-26.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11039,12989,8-395,0.26
1536,414,199.9,556,6602,5282,14723,4366,54480,194,NA,107,1843,O-2-14,81.14,35.97,2.09,-25.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11168,13118,O-8-59,0.38
1536,414,201.9,219,3876,2395,12298,2901,33412,132,594,101,1849,O-2-150,80.42,35.73,2.1,-26.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11400,13350,O-8-60,0.45
1535,415,203.8,206,3347,1288,11773,2126,25870,131,507,29,1921,O-2-151,78.25,32.57,1.83,-26.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1534,416,205.8,214,3337,1540,12587,2504,30653,150,530,0,1950,O-2-152,79.38,34.51,1.63,-26.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1534,416,207.7,305,3212,1516,13299,2576,38030,149,713,-72,2022,O-2-153,79.56,33.54,1.87,-26.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1533,417,209.7,225,3637,1779,14388,2666,42789,136,618,-115,2065,O-2-154,81.28,36.58,1.93,-26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1532,418,211.7,290,3970,2131,14506,2845,41683,178,518,-173,2123,O-2-155,82.93,40.03,2.16,-26.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1532,418,213.6,342,4636,2333,14372,3314,38602,175,628,-267,2217,O-2-156,85.66,46.46,2.61,-25.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1531,419,215.6,311,4085,2079,13404,3040,34098,111,679,-292,2242,O-2-157,85.94,41.61,2.31,-25.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1530,420,217.5,278,3951,1925,14112,2788,33409,127,553,-300,2250,O-2-158,86.73,43.86,2.21,-26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1530,420,219.5,288,3192,1130,10759,1883,23808,113,388,-307,2257,O-2-15,72.45,33.88,1.97,-26.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1529,421,221.5,285,3360,1632,12485,2316,29563,172,541,-308,2258,O-2-159,85.12,41.18,2.15,-26.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1528,422,223.4,381,3762,1912,12569,2506,33683,184,621,-324,2274,O-2-160,85.48,42.79,2.53,-26.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1528,422,225.4,278,3386,1526,11197,2263,29845,133,511,-349,2299,O-2-161,84.63,37.3,2.11,-26.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1527,423,227.3,245,4040,1833,15546,2786,37384,138,469,-353,2303,O-2-162,81.9,32.97,1.81,-26.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1526,424,229.3,222,3493,1456,13147,2152,32355,126,517,-357,2307,O-2-163,73.47,20.55,1.63,-26.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1526,424,231.3,308,3928,1501,12775,2334,29731,153,536,-373,2323,O-2-164,79.73,35.26,2.48,-25.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1525,425,233.2,258,3926,1532,14096,2237,34619,125,654,-390,2340,O-2-165,77.62,36.81,1.96,-26.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1525,425,235.2,377,5648,3078,17021,3254,48625,176,744,-439,2389,O-3-166,78.67,34.94,1.5,-26.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1524,426,237.1,376,5186,3091,16371,2931,49896,40,NA,-452,2402,O-3-167,75.93,29.35,1.49,-26.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1523,427,239.1,299,4947,3021,16136,3334,48813,214,724,-464,2414,O-3-168,58.85,10,1.47,-26.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1523,427,241.1,365,4350,2455,13445,2622,42586,193,676,-477,2427,O-3-16,56.79,7.51,0.79,-27.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1522,428,243,380,5688,3526,15782,3390,53303,212,783,-496,2446,O-3-169,75.88,29.87,1.66,-26.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1521,429,245,509,6677,4144,16982,3984,60604,247,851,-515,2465,O-3-170,73.43,24.41,2.67,-26.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1521,429,246.9,491,6533,3898,16558,3769,57947,213,119,-532,2482,O-3-171,65.27,15.45,2.31,-26.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1520,430,248.9,641,7962,4775,16885,4078,61829,230,624,-565,2515,O-3-172,77.97,33.36,1.71,-26.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1519,431,250.9,663,8588,4802,16904,4029,58676,209,594,-582,2532,O-3-173,78.27,32.75,1.62,-26.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1519,431,252.8,366,4501,2037,12738,2239,36951,99,487,-633,2583,O-3-174,74.37,26.1,1.27,-26.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1518,432,254.8,253,3300,1181,11669,1981,27507,122,494,-668,2618,O-3-175,75.67,27.82,1.45,-26.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1517,433,256.7,255,2851,990,11745,1954,27237,NA,NA,-700,2650,O-3-17,77.97,24.97,1.34,-26.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1517,433,258.7,268,3621,1219,13377,2351,34086,111,544,-719,2669,O-3-176,73.82,24.23,1.27,-27.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1516,434,260.7,241,3382,1080,12626,2164,31518,51,NA,-728,2678,O-3-177,76.35,29.46,1.58,-26.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1515,435,262.6,300,4096,1489,15230,2720,41958,158,491,-736,2686,O-3-178,72.46,22.6,1.4,-27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1515,435,264.6,315,4093,1875,14475,2789,40941,178,564,-752,2702,O-3-179,72.21,22.03,1.24,-27.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1514,436,266.5,261,3743,1389,11162,2121,33629,26,NA,-762,2712,O-3-180,75.5,27.95,1.51,-26.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1514,436,268.5,314,3779,1746,11590,2335,33996,160,501,-771,2721,O-3-181,72.58,23.85,1.28,-27.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1513,437,270.5,330,3999,1688,12856,2432,33634,144,616,-796,2746,O-3-182,70.34,19.51,1.9,-27.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1512,438,272.4,356,4634,2342,12564,2452,37325,190,662,-812,2762,O-3-183,67.19,14.2,2.07,-27.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1512,438,274.4,322,4766,2364,12546,2973,40932,168,617,-820,2770,O-3-184,61.92,10.02,1.53,-27.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1511,439,276.3,331,4765,2564,12719,2877,38599,201,446,-829,2779,O-3-185,64.66,12.34,1.9,-27.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1510,440,278.3,316,4015,2226,10923,2646,34125,169,578,-856,2806,O-3-186,72.4,22.1,2.14,-27.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1510,440,280.3,401,4272,2477,12538,2899,37707,30,NA,-897,2847,O-3-187,73.89,25.82,1.6,-26.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1509,441,282.2,327,3890,2168,12011,2308,31859,96,662,-906,2856,O-3-188,74.47,26.19,1.27,-26.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508,442,284.2,289,3685,1938,12829,2477,31441,163,540,-932,2882,O-3-189,74.22,29.28,1.56,-27.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508,442,286.1,438,4721,2678,12761,2602,36205,236,588,-958,2908,O-3-190,74.61,30.51,3.1,-26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1507,443,288.1,235,4811,2750,14595,3340,42268,78,NA,-966,2916,O-3-191,75.08,26.62,2.64,-27.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1506,444,290.1,359,4609,2232,12695,2835,37637,NA,NA,-975,2925,O-3-192,70.72,21.9,2.04,-27.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1506,444,292,294,3887,1901,10997,2698,34994,186,587,-983,2933,O-3-193,73.28,24.52,2.7,-26.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1505,445,294,340,4634,2666,12345,2859,41917,NA,NA,-992,2942,O-3-194,61.99,10.86,1.57,-27.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1504,446,295.9,462,5938,3260,15067,3455,48093,193,628,-1000,2950,O-3-195,65.65,13.62,2.07,-27.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1504,446,297.9,363,4658,2503,13854,3067,42934,128,530,-1009,2959,O-3-196,71.15,20.4,1.48,-27.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503,447,299.8,366,4160,2007,13875,2505,37422,154,422,-1018,2968,O-3-197,57.64,9.1,0.95,-27.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1502,448,301.8,272,3147,1136,11030,1757,28321,110,407,-1043,2993,O-3-198,66.47,15.74,1.7,-27.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1502,448,303.8,251,2917,908,8818,1687,20159,94,466,-1050,3000,O-3-18,59.08,12.19,1.7,-26.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1501,449,305.7,262,3234,1086,10940,1870,26493,130,513,-1052,3002,O-3-199,68.82,16,1.49,-26.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1501,449,307.7,269,3583,1262,13360,2181,33006,NA,NA,-1078,3028,O-3-200,69.73,17.8,1.74,-27.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500,450,309.6,239,2859,841,10929,1626,24691,118,440,-1084,3034,O-3-201,70.68,14,1.48,-27.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1499,451,311.6,210,2400,548,8433,1315,19334,117,423,-1093,3043,O-3-202,65.18,16.14,1.84,-27.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1499,451,313.6,226,2967,951,9867,1908,25811,122,452,-1112,3062,O-3-203,64.7,15.58,1.52,-27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1498,452,315.5,220,3060,717,11967,1680,26271,155,445,-1129,3079,O-3-204,66.5,13.18,0.6,-27.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1497,453,317.5,267,2789,678,12211,1777,24425,NA,NA,-1136,3086,O-3-19,66.12,15.22,1.6,-27.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1497,453,319.4,239,2339,567,10087,1344,21566,140,420,-1146,3096,O-3-205,69.83,16.85,0.85,-28.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1496,454,321.4,262,2977,1033,12927,2064,29711,152,492,-1175,3125,O-3-20,68.65,13.65,2.13,-27.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1495,455,323.4,222,2781,1185,12418,2051,29186,134,429,-1179,3129,O-3-206,68.72,16.54,0.85,-27.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1495,455,325.3,296,3182,1384,12559,2068,31174,160,461,-1206,3156,O-3-207,73.11,26.66,1.32,-26.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1494,456,327.3,215,2890,1119,12572,1758,29289,136,495,-1234,3184,O-3-208,77.88,30.62,1.51,-26.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1493,457,329.2,269,2855,978,13027,1810,28624,NA,NA,-1256,3206,O-3-209,77.56,33.87,1.93,-26.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1493,457,331.2,366,4023,1922,14784,2360,37566,51,NA,-1325,3275,O-3-210,78.78,37.26,2.13,-26.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1492,458,333.2,374,3636,1870,12466,2322,36713,155,537,-1443,3393,O-3-211,81.11,31.93,2.02,-25.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1491,459,335.1,293,3988,1921,13071,2364,38426,178,577,-1445,3395,O-3-21,85.02,41.33,1.8,-26.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1491,459,337.1,409,4574,2063,13055,2586,41013,100,NA,-1504,3454,O-3-212,82.5,47.9,3.07,-26.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1490,460,339,419,4757,2298,13741,3009,44019,21,NA,-1540,3490,O-3-213,81.52,35.32,2.18,-26.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1489,461,341,381,4956,2798,15604,2873,49011,173,653,-1572,3522,O-3-214,80.91,41.11,2.21,-25.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1489,461,343,450,5193,2832,15194,2737,44071,184,729,-1631,3581,O-3-215,76.44,34.81,1.95,-27.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1488,462,344.9,366,4626,2393,13744,2712,43019,168,663,-1645,3595,O-3-22,77.11,28.22,1.58,-27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1488,462,346.9,346,4572,2117,14212,2581,41944,41,NA,-1661,3611,O-3-216,77.69,33.28,1.67,-26.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1487,463,348.8,332,4480,1935,12620,2474,38615,5,NA,-1663,3613,O-3-217,74.18,34.22,1.85,-26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1486,464,350.8,286,3741,1426,13975,2166,41552,182,462,-1674,3624,O-3-218,76.93,35.15,1.81,-26.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1486,464,352.8,282,2954,1358,14657,1937,33727,157,456,-1777,3727,O-3-219,79.73,41.94,1.9,-25.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1485,465,354.7,227,2994,1380,15806,2389,33727,144,496,-1856,3806,O-3-220,82.2,38.67,2.15,-26.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1484,466,356.7,234,3120,1140,15846,2280,31270,158,424,-1890,3840,O-3-221,81.95,49.77,2.48,-26.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1484,466,358.6,211,3034,1354,15742,2244,30166,NA,NA,-1902,3852,O-3-222,81.82,34.48,2.31,-26.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1483,467,360.6,244,3416,1274,17539,2352,33827,98,456,-1958,3908,O-3-223,71.41,28.13,1.61,-26.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1482,468,362.6,210,3007,1474,15968,2237,30655,120,417,-1981,3931,O-3-224,69.4,25.57,1.44,-26.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1480,470,364.5,201,2464,1004,14422,2262,27990,125,417,-1992,3942,O-3-225,69.65,21.07,2.39,-26.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1479,471,366.5,278,2742,1135,15474,2251,28448,119,383,-2027,3977,O-3-226,65.58,17.88,1.94,-26.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1477,473,368.4,201,2714,1023,15008,2196,28240,132,468,-2051,4001,O-3-227,73.42,26.89,3.13,-26.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1476,474,370.4,206,2532,1125,15532,2244,29933,151,441,-2056,4006,O-3-23,71.59,22.58,2.45,-26.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1475,475,372.4,286,2953,1811,16695,2550,34804,184,560,-2057,4007,O-3-228,67.01,18.81,2.14,-26.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1473,477,374.3,176,2815,1204,16522,2283,30938,41,NA,-2065,4015,O-3-229,80.49,42.51,2.1,-26.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1472,478,376.3,185,2810,1470,16707,2121,30846,159,NA,-2069,4019,O-3-230,77.35,35.62,1.69,-26.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1470,480,378.2,254,2942,1487,16428,2459,32756,149,496,-2104,4054,O-3-24,83.03,48.41,1.98,-26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1469,481,380.2,210,3154,1683,15706,2438,32769,148,551,-2104,4054,O-3-231,81.78,40.7,2.08,-25.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1467,483,382.2,194,2961,1825,15937,2372,32642,174,602,-2140,4090,O-4-232,74.18,26.14,1.42,-26.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1466,484,384.1,311,3352,1726,16292,2691,31404,6,NA,-2162,4112,O-4-233,84.1,46.78,2.3,-26.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1465,485,386.1,236,2937,1334,13239,2055,28029,119,543,-2177,4127,O-4-234,81.14,36.62,1.86,-26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1463,487,388,321,3670,1997,17108,2963,40196,139,514,-2184,4134,O-4-235,79.38,37.22,1.93,-26.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1462,488,390,269,3603,2251,16840,2459,35131,193,645,-2192,4142,O-4-236,77.35,29.45,3.22,-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1460,490,392,308,3261,1725,14698,2363,39404,181,617,-2197,4147,O-4-237,77.41,28.81,1.46,-27.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1459,491,393.9,248,3144,1858,16477,2607,41653,205,578,-2201,4151,O-4-238,72.94,25.74,1.34,-27.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1458,492,395.9,259,3115,1744,16342,2363,36693,177,580,-2206,4156,O-4-239,74.25,22.39,1.24,-27.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1456,494,397.8,335,3983,2742,19297,3013,43293,173,544,-2226,4176,O-4-25,66.06,10.75,1.19,-27.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1455,495,399.8,290,3271,1985,16635,2375,38043,234,660,-2235,4185,O-4-240,77.46,25.08,1.37,-27.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1453,497,401.8,329,3291,1699,17766,2462,35466,193,440,-2250,4200,O-4-241,72.17,24.93,1.42,-26.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1452,498,403.7,261,3227,1625,13846,2161,28296,152,467,-2272,4222,O-4-242,73.13,25.76,1.46,-26.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1450,500,405.7,285,3054,1762,14698,2149,26886,163,482,-2302,4252,O-4-243,78.43,34.16,1.83,-26.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1449,501,407.6,270,3126,1667,14711,2357,31043,155,451,-2347,4297,O-4-244,76.14,36.16,1.73,-27.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1448,502,409.6,333,2897,1311,13321,1846,28711,118,NA,-2384,4334,O-4-245,75.27,35.11,1.65,-26.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
