year (AD),age (BP),depth (mm),d18O (permil),sampleID (missing),d13C (permil)
-9476,11426,1095.5,-5.23,Jeita-1,-11.07
-9478,11428,1096,-5.28,Jeita-1,-10.75
-9480,11430,1096.5,-5.38,Jeita-1,-10.99
-9483,11433,1097,-5.37,Jeita-1,-10.62
-9485,11435,1097.5,-5.18,Jeita-1,-11.12
-9487,11437,1098,-5.13,Jeita-1,-10.54
-9491,11441,1098.5,-4.91,Jeita-1,-10.58
-9495,11445,1099.2,-4.76,Jeita-1,-10.14
-9499,11449,1099.9,-4.57,Jeita-1,-10.31
-9503,11453,1100.6,-4.42,Jeita-1,-10
-9507,11457,1101.3,-4.55,Jeita-1,-10.04
-9511,11461,1102,-4.53,Jeita-1,-9.7
-9515,11465,1102.7,-4.62,Jeita-1,-10.07
-9519,11469,1103.4,-4.66,Jeita-1,-9.67
-9523,11473,1104.1,-4.42,Jeita-1,-9.88
-9527,11477,1104.8,-4.74,Jeita-1,-9.74
-9531,11481,1105.5,-4.49,Jeita-1,-9.78
-9534,11484,1106.1,-4.74,Jeita-1,-9.89
-9538,11488,1106.7,-4.83,Jeita-1,-10.11
-9542,11492,1107.3,-5.06,Jeita-1,-10.41
-9546,11496,1107.9,-4.99,Jeita-1,-10.6
-9550,11500,1108.5,-4.94,Jeita-1,-10.62
-9554,11504,1109.1,-4.83,Jeita-1,-10.72
-9558,11508,1109.7,-4.87,Jeita-1,-10.37
-9562,11512,1110.3,-4.86,Jeita-1,-10.55
-9566,11516,1110.9,-4.88,Jeita-1,-10.12
-9570,11520,1111.5,-4.7,Jeita-1,-10.09
-9574,11524,1112.3,-4.81,Jeita-1,-9.86
-9578,11528,1113.1,-4.75,Jeita-1,-10.06
-9582,11532,1113.9,-5.02,Jeita-1,-10.09
-9586,11536,1114.7,-5.12,Jeita-1,-10.44
-9590,11540,1115.5,-5.39,Jeita-1,-10.47
-9594,11544,1116.3,-5.22,Jeita-1,-10.65
-9598,11548,1117.1,-5.18,Jeita-1,-10.29
-9601,11551,1117.9,-5.03,Jeita-1,-10.34
-9605,11555,1118.7,-4.95,Jeita-1,-10.18
-9609,11559,1119.5,-4.77,Jeita-1,-10.54
-9613,11563,1119.9,-4.83,Jeita-1,-9.93
-9617,11567,1120.3,-4.8,Jeita-1,-10.55
-9621,11571,1120.7,-4.56,Jeita-1,-9.87
-9625,11575,1121.1,-4.79,Jeita-1,-10.62
-9629,11579,1121.5,-4.66,Jeita-1,-10.29
-9633,11583,1121.9,-4.63,Jeita-1,-10.29
-9637,11587,1122.3,-4.52,Jeita-1,-10.12
-9641,11591,1122.7,-4.47,Jeita-1,-10.29
-9645,11595,1123.1,-4.69,Jeita-1,-10.06
-9649,11599,1123.5,-4.56,Jeita-1,-10.07
-9653,11603,1124.2,-4.48,Jeita-1,-10.41
-9657,11607,1124.9,-4.43,Jeita-1,-10.31
-9661,11611,1125.6,-5.01,Jeita-1,-10.6
-9664,11614,1126.3,-4.86,Jeita-1,-10.53
-9668,11618,1127,-5.02,Jeita-1,-10.44
-9672,11622,1127.7,-4.89,Jeita-1,-10.58
-9676,11626,1128.4,-4.72,Jeita-1,-10.36
-9680,11630,1129.1,-4.84,Jeita-1,-10.13
-9684,11634,1129.8,-4.7,Jeita-1,-9.88
-9688,11638,1130.5,-4.48,Jeita-1,-10.01
-9692,11642,1131.1,-4.67,Jeita-1,-10.26
-9696,11646,1131.7,-4.86,Jeita-1,-10.43
-9700,11650,1132.3,-5.05,Jeita-1,-10.55
-9704,11654,1132.9,-4.93,Jeita-1,-10.8
-9708,11658,1133.5,-4.73,Jeita-1,-9.93
-9712,11662,1134.1,-4.75,Jeita-1,-10.1
-9716,11666,1134.7,-4.67,Jeita-1,-9.73
-9720,11670,1135.3,-4.69,Jeita-1,-9.71
-9724,11674,1135.9,-4.92,Jeita-1,-9.77
-9727,11677,1136.5,-4.58,Jeita-1,-9.96
-9731,11681,1137,-5.07,Jeita-1,-10.09
-9735,11685,1137.5,-5.08,Jeita-1,-10.43
-9739,11689,1138,-4.96,Jeita-1,-10.38
-9743,11693,1138.5,-5.06,Jeita-1,-10.64
-9747,11697,1139,-4.87,Jeita-1,-9.98
-9751,11701,1139.5,-5.1,Jeita-1,-10.48
-9755,11705,1140,-4.7,Jeita-1,-9.8
-9759,11709,1140.5,-4.66,Jeita-1,-10.12
-9763,11713,1141,-4.74,Jeita-1,-9.93
-9772,11722,1141.5,-4.77,Jeita-1,-10.29
-9780,11730,1142.1,-5.03,Jeita-1,-10.23
-9789,11739,1142.7,-5.07,Jeita-1,-10.42
-9798,11748,1143.3,-4.97,Jeita-1,-9.98
-9806,11756,1143.9,-5,Jeita-1,-10.42
-9815,11765,1144.5,-4.99,Jeita-1,-10.04
-9824,11774,1145.1,-4.93,Jeita-1,-10.11
-9833,11783,1145.7,-5.03,Jeita-1,-9.88
-9841,11791,1146.3,-4.91,Jeita-1,-10.24
-9850,11800,1146.9,-4.64,Jeita-1,-9.77
-9859,11809,1147.5,-4.66,Jeita-1,-9.95
-9867,11817,1148.1,-4.86,Jeita-1,-9.91
-9876,11826,1148.7,-4.83,Jeita-1,-10.18
-9885,11835,1149.3,-5.17,Jeita-1,-9.99
-9893,11843,1149.9,-4.99,Jeita-1,-10.39
-9902,11852,1150.5,-4.55,Jeita-1,-9.58
-9911,11861,1151.1,-4.65,Jeita-1,-9.98
-9920,11870,1151.7,-4.43,Jeita-1,-9.73
-9928,11878,1152.3,-4.31,Jeita-1,-9.74
-9937,11887,1152.9,-4.37,Jeita-1,-9.53
-9946,11896,1153.5,-4.29,Jeita-1,-9.78
-9954,11904,1154.2,-4.38,Jeita-1,-9.56
-9963,11913,1154.9,-4.37,Jeita-1,-9.66
-9972,11922,1155.6,-4.61,Jeita-1,-9.75
-9980,11930,1156.3,-4.81,Jeita-1,-9.86
-9989,11939,1157,-4.98,Jeita-1,-9.68
-9998,11948,1157.7,-5.06,Jeita-1,-10
-10007,11957,1158.4,-4.97,Jeita-1,-9.8
-10015,11965,1159.1,-4.81,Jeita-1,-9.96
-10024,11974,1159.8,-4.76,Jeita-1,-9.92
-10033,11983,1160.5,-4.77,Jeita-1,-10.09
-10041,11991,1161.1,-4.92,Jeita-1,-10.04
-10050,12000,1161.7,-4.76,Jeita-1,-10.21
-10059,12009,1162.3,-4.81,Jeita-1,-10
-10067,12017,1162.9,-4.77,Jeita-1,-10.26
-10076,12026,1163.5,-4.74,Jeita-1,-10.03
-10085,12035,1164.1,-4.59,Jeita-1,-10.12
-10094,12044,1164.7,-4.53,Jeita-1,-10.13
-10102,12052,1165.3,-4.49,Jeita-1,-10
-10111,12061,1165.9,-4.42,Jeita-1,-9.6
-10120,12070,1166.5,-4.43,Jeita-1,-10
-10128,12078,1167.2,-4.62,Jeita-1,-9.76
-10137,12087,1167.9,-4.52,Jeita-1,-10.03
-10138,12088,1168.6,-4.9,Jeita-1,-10.19
-10139,12089,1169.3,-4.65,Jeita-1,-10.3
-10139,12089,1170,-4.83,Jeita-1,-10.09
-10140,12090,1170.7,-4.59,Jeita-1,-10.3
-10141,12091,1171.4,-4.29,Jeita-1,-10.01
-10141,12091,1172.1,-4.35,Jeita-1,-10.37
-10142,12092,1172.8,-4.31,Jeita-1,-9.74
-10143,12093,1173.5,-4.16,Jeita-1,-10.02
-10144,12094,1174.2,-4.76,Jeita-1,-10.3
-10144,12094,1174.9,-4.77,Jeita-1,-10.2
-10145,12095,1175.6,-4.53,Jeita-1,-9.7
-10146,12096,1176.3,-4.48,Jeita-1,-9.82
-10146,12096,1177,-4.86,Jeita-1,-10.01
-10147,12097,1177.7,-4.39,Jeita-1,-10.03
-10148,12098,1178.4,-4.21,Jeita-1,-9.61
-10149,12099,1179.1,-4.57,Jeita-1,-9.68
-10149,12099,1179.8,-4.35,Jeita-1,-9.37
-10150,12100,1180.5,-4.73,Jeita-1,-9.87
-10151,12101,1181.1,-4.61,Jeita-1,-9.42
-10151,12101,1181.7,-4.89,Jeita-1,-9.86
-10152,12102,1182.3,-4.99,Jeita-1,-9.79
-10153,12103,1182.9,-4.75,Jeita-1,-9.9
-10154,12104,1183.5,-4.85,Jeita-1,-9.87
-10154,12104,1184.1,-4.75,Jeita-1,-9.94
-10155,12105,1184.7,-4.82,Jeita-1,-9.45
-10156,12106,1185.3,-4.68,Jeita-1,-10.06
-10156,12106,1185.9,-4.76,Jeita-1,-9.46
-10157,12107,1186.5,-4.88,Jeita-1,-10.13
-10158,12108,1187.3,-4.97,Jeita-1,-9.88
-10159,12109,1188.1,-4.61,Jeita-1,-10.47
-10159,12109,1188.9,-4.72,Jeita-1,-10.38
-10160,12110,1189.7,-4.41,Jeita-1,-10.56
-10161,12111,1190.5,-4.72,Jeita-1,-10.44
-10161,12111,1191.3,-4.49,Jeita-1,-10.56
-10162,12112,1192.1,-4.94,Jeita-1,-10.58
-10163,12113,1192.9,-4.85,Jeita-1,-10.75
-10164,12114,1193.7,-4.84,Jeita-1,-9.99
-10168,12118,1194.5,-4.82,Jeita-1,-10.28
-10172,12122,1195.1,-4.84,Jeita-1,-10.26
-10177,12127,1195.7,-4.98,Jeita-1,-10.54
-10181,12131,1196.3,-5.03,Jeita-1,-10.04
-10186,12136,1196.9,-4.91,Jeita-1,-10.34
-10190,12140,1197.5,-4.93,Jeita-1,-9.94
-10195,12145,1198.1,-4.88,Jeita-1,-9.8
-10199,12149,1198.7,-5.01,Jeita-1,-9.78
-10204,12154,1199.3,-4.75,Jeita-1,-10.28
-10208,12158,1199.9,-4.71,Jeita-1,-10.32
-10213,12163,1200.5,-4.71,Jeita-1,-9.98
-10217,12167,1201.1,-4.7,Jeita-1,-10.09
-10222,12172,1201.7,-4.81,Jeita-1,-10.14
-10226,12176,1202.3,-5,Jeita-1,-9.9
-10231,12181,1202.9,-5.01,Jeita-1,-10.13
-10235,12185,1203.5,-4.99,Jeita-1,-9.92
-10240,12190,1204.1,-4.86,Jeita-1,-9.76
-10244,12194,1204.7,-4.83,Jeita-1,-9.74
-10249,12199,1205.3,-4.86,Jeita-1,-10.34
-10253,12203,1205.9,-5.06,Jeita-1,-10.03
-10258,12208,1206.5,-4.94,Jeita-1,-10.42
-10262,12212,1207.3,-5.05,Jeita-1,-9.53
-10267,12217,1208.1,-5.12,Jeita-1,-9.99
-10271,12221,1208.9,-5.14,Jeita-1,-10.05
-10276,12226,1209.7,-5.05,Jeita-1,-10.05
-10280,12230,1210.5,-5.31,Jeita-1,-10.5
-10285,12235,1211.3,-5.08,Jeita-1,-9.9
-10289,12239,1212.1,-4.72,Jeita-1,-9.87
-10294,12244,1212.9,-4.97,Jeita-1,-9.49
-10298,12248,1213.7,-5.08,Jeita-1,-9.7
-10302,12252,1214.5,-4.96,Jeita-1,-9.74
-10307,12257,1215.3,-5.25,Jeita-1,-9.46
-10311,12261,1216.1,-5.36,Jeita-1,-10.11
-10316,12266,1216.9,-5.26,Jeita-1,-10.26
-10320,12270,1217.8,-5.29,Jeita-1,-10.83
-10325,12275,1218.6,-5.08,Jeita-1,-9.95
-10329,12279,1219.4,-5.01,Jeita-1,-10.61
-10334,12284,1220.2,-4.84,Jeita-1,-9.95
-10338,12288,1221,-4.55,Jeita-1,-10.19
-11380,13330,0,-4.32,Jeita-2,-9.37
-11435,13385,0.5,-4.55,Jeita-2,-9.43
-11489,13439,1,-4.47,Jeita-2,-9.51
-11543,13493,1.5,-4.65,Jeita-2,-10.4
-11598,13548,2,-4.83,Jeita-2,-10.08
-11652,13602,2.5,-5.08,Jeita-2,-10.13
-11706,13656,3,-5.11,Jeita-2,-10.36
-11761,13711,3.5,-5.14,Jeita-2,-10.47
-11815,13765,4,-5.1,Jeita-2,-9.95
-11869,13819,4.5,-5.11,Jeita-2,-10.43
-11924,13874,5,-5.07,Jeita-2,-10.35
-11978,13928,5.5,-5.09,Jeita-2,-10.34
-12032,13982,6,-5.04,Jeita-2,-10.55
-12087,14037,6.5,-5.01,Jeita-2,-10.33
-12141,14091,7,-5.05,Jeita-2,-10.5
-12195,14145,7.5,-5.06,Jeita-2,-10.35
-12250,14200,8,-4.76,Jeita-2,-9.92
-12264,14214,8.5,-4.98,Jeita-2,-10.2
-12278,14228,9,-4.76,Jeita-2,-10.06
-12293,14243,9.5,-4.78,Jeita-2,-10.01
-12307,14257,10,-4.78,Jeita-2,-10.09
-12321,14271,10.5,-4.71,Jeita-2,-10.21
-12335,14285,11,-4.87,Jeita-2,-10.03
-12349,14299,11.5,-4.61,Jeita-2,-10.23
-12364,14314,12,-4.79,Jeita-2,-10
-12378,14328,12.5,-4.86,Jeita-2,-10.07
-12392,14342,13,-4.83,Jeita-2,-10.15
-12406,14356,13.5,-4.53,Jeita-2,-9.52
-12421,14371,14,-5.01,Jeita-2,-10.12
-12435,14385,14.5,-4.18,Jeita-2,-8.51
-12592,14542,15,-4.13,Jeita-2,-8.24
-12749,14699,15.5,-4.23,Jeita-2,-8.82
-12905,14855,16,-3.87,Jeita-2,-8.43
-13062,15012,16.5,-3.99,Jeita-2,-8.91
-13219,15169,17,-3.82,Jeita-2,-8.14
-13376,15326,17.5,-3.88,Jeita-2,-8.21
-13533,15483,18,-3.96,Jeita-2,-8.19
-13619,15569,18.5,-3.7,Jeita-2,-8.11
-13706,15656,19,-3.72,Jeita-2,-8.25
-13792,15742,19.5,-3.77,Jeita-2,-8.22
-13879,15829,20,-3.72,Jeita-2,-8.27
-13966,15916,20.5,-3.65,Jeita-2,-8.21
-14052,16002,21,-3.72,Jeita-2,-8.33
-14139,16089,21.5,-3.64,Jeita-2,-8.3
-14225,16175,22,-3.49,Jeita-2,-8.23
-14312,16262,22.5,-3.63,Jeita-2,-8.24
-14399,16349,23,-3.72,Jeita-2,-8.52
-14485,16435,23.5,-3.71,Jeita-2,-8.86
-14572,16522,24,-3.84,Jeita-2,-8.88
-14658,16608,24.5,-3.54,Jeita-2,-8.08
-14745,16695,25,-3.6,Jeita-2,-8.26
-14832,16782,25.5,-3.65,Jeita-2,-8.22
-14918,16868,26,-3.77,Jeita-2,-8.58
-15005,16955,26.5,-3.85,Jeita-2,-8.91
-15091,17041,27,-3.83,Jeita-2,-8.75
-15210,17160,27.5,-3.83,Jeita-2,-8.92
-15330,17280,28,-3.61,Jeita-2,-9.1
-15449,17399,28.5,-3.71,Jeita-2,-9.16
-15568,17518,29,-3.51,Jeita-2,-8.97
-15687,17637,29.5,-3.63,Jeita-2,-9.09
-15806,17756,30,-3.72,Jeita-2,-9.23
-15925,17875,30.5,-3.7,Jeita-2,-8.92
-16044,17994,31,-3.76,Jeita-2,-9.45
-16163,18113,31.5,-3.9,Jeita-2,-9.3
-16282,18232,32,-3.91,Jeita-2,-9.38
-16402,18352,32.5,-3.84,Jeita-2,-9.43
-16521,18471,33,-3.91,Jeita-2,-9.7
-16640,18590,33.5,-3.92,Jeita-2,-9.55
-16759,18709,34,-3.96,Jeita-2,-9.42
-16878,18828,34.5,-3.94,Jeita-2,-9.29
-16997,18947,35,-3.92,Jeita-2,-9.36
-17116,19066,35.5,-4.24,Jeita-2,-9.68
-17235,19185,36,-4.1,Jeita-2,-9.91
-17354,19304,36.5,-3.95,Jeita-2,-9.54
-17474,19424,37,-3.81,Jeita-2,-9.6
-17593,19543,37.5,-3.97,Jeita-2,-9.56
-17712,19662,38,-3.94,Jeita-2,-9.73
-17831,19781,38.5,-4.17,Jeita-2,-9.77
-17950,19900,39,-4.08,Jeita-2,-9.66
-18069,20019,39.5,-4.05,Jeita-2,-9.44
-18188,20138,40,-4.06,Jeita-2,-9.51
-18194,20144,40.5,-4.01,Jeita-2,-9.62
-18200,20150,41,-3.94,Jeita-2,-9.42
-18206,20156,41.5,-4.24,Jeita-2,-9.57
-18212,20162,42,-3.85,Jeita-2,-9.59
-18218,20168,42.5,-4.15,Jeita-2,-9.57
-18223,20173,43,-4.12,Jeita-2,-9.7
-18229,20179,43.5,-4.13,Jeita-2,-9.79
-18235,20185,44,-4.13,Jeita-2,-9.75
-18241,20191,44.5,-4,Jeita-2,-9.64
-18247,20197,45,-4.14,Jeita-2,-9.81
-18253,20203,45.5,-4.15,Jeita-2,-9.9
-18259,20209,46,-4.21,Jeita-2,-10.08
-18264,20214,46.5,-4.21,Jeita-2,-10.01
-18270,20220,47,-4.22,Jeita-2,-9.9
-18276,20226,47.5,-4.19,Jeita-2,-9.85
-18282,20232,48,-4.04,Jeita-2,-9.83
-18288,20238,48.5,-4.22,Jeita-2,-9.8
-18294,20244,49,-4.04,Jeita-2,-9.63
-18300,20250,49.5,-4.1,Jeita-2,-9.74
-18305,20255,50,-4.08,Jeita-2,-9.75
-18311,20261,50.5,-3.88,Jeita-2,-9.57
-18317,20267,51,-3.99,Jeita-2,-9.74
-18323,20273,51.5,-4.09,Jeita-2,-9.64
-18329,20279,52,-4.21,Jeita-2,-9.71
-18335,20285,52.5,-4.18,Jeita-2,-9.86
-18340,20290,53,-4.07,Jeita-2,-9.75
-18346,20296,53.5,-4.36,Jeita-2,-9.83
-18352,20302,54,-4.22,Jeita-2,-9.82
-18358,20308,54.5,-4.61,Jeita-2,-9.95
-18364,20314,55,-3.95,Jeita-2,-9.77
-18370,20320,55.5,-4.43,Jeita-2,-10.06
-18376,20326,56,-4.12,Jeita-2,-10.07
-18381,20331,56.5,-4.67,Jeita-2,-10.22
-18387,20337,57,-4.06,Jeita-2,-9.96
-18393,20343,57.5,-4.45,Jeita-2,-10.04
-18399,20349,58,-4.13,Jeita-2,-9.94
-18405,20355,58.5,-3.95,Jeita-2,-9.85
-18411,20361,59,-4.2,Jeita-2,-9.97
-18417,20367,59.5,-4.31,Jeita-2,-9.96
