depth (cm),year (AD),age (BP),clay0x25strd (percent),susc (missing),LOI (missing),LOI (missing),gs500x25 (percent),gs0x2E020x2D30x2E89um (percent),gs30x2E900x2D70x2E79um (percent),gs70x2E800x2D150x2E59um (percent),gs150x2E60um0x2D300x2E99um (percent),gs310x2E000x2D620x2E49um (percent),gs620x2E500x2D1240x2E99um (percent),gs1250x2E000x2D2490x2E99um (percent),gs2500x2E000x2D4990x2E99um (percent),grainSize5000x2E00um0x2D10000x2E00um (percent),gs10000x2E010x2D20000x2E00um (percent),mode (missing),clay0x25 (percent),silt0x25 (percent),sand0x25 (percent),ostracods (missing),C0x2FN (missing)
685.5,-10524.2,12474.2,-0.95,1,9.8,11.52,12.76,19.13,13.55,25.35,23.07,9.83,4.44,2.79,1.37,0.36,0,14.62,19.13,71.8,8.96,NA,NA
686.5,-10538.3,12488.3,-1.11,0.8,9.93,11.29,20.99,16.32,8.35,15.89,21.64,15.86,10.71,7.39,3.02,0.74,0,21.5,16.32,61.74,21.86,NA,16.97
687.5,-10552.4,12502.4,-1.24,0.8,8.95,11.62,22.91,14.09,7.52,15.32,23.9,19.53,10.31,6.07,2.66,0.52,0,24.95,14.09,66.27,19.56,NA,NA
688.5,-10566.8,12516.8,-0.44,0.8,8.91,10.13,15.88,28.02,9.58,11.96,14.03,11.01,12.69,9.18,2.81,0.64,0,19.26,28.02,46.59,25.32,NA,4.05
689.5,-10581,12531,-1.23,0.7,8.31,10.63,22.6,14.15,7.73,15.81,22.97,17.99,10.81,6.99,2.88,0.6,0,23.25,14.15,64.49,21.28,2,NA
690.5,-10595.2,12545.2,-0.52,1,8.26,7.77,34.13,26.53,8.51,6.56,7.13,11.48,18.22,14.13,5.73,1.65,0,104.27,26.53,33.68,39.72,NA,4.33
691.5,-10609.5,12559.5,-0.61,0.9,8.7,8.23,39.74,24.93,8.01,6.38,7.32,11.32,18.53,15.78,6.29,1.39,0,112.06,24.93,33.02,41.98,NA,NA
692.5,-10623,12573,-0.77,0.9,9.25,7.01,48.32,22.17,7.12,6.16,7.55,12.5,20.44,16.16,6.14,1.71,0,106.33,22.17,33.33,44.45,NA,NA
693.5,-10636.5,12586.5,-0.79,0.8,9.86,8.09,47.48,21.86,7.29,6.35,7.77,12.47,19.87,16.25,6.48,1.62,0,108.19,21.86,33.87,44.21,NA,NA
694.5,-10650.4,12600.4,-0.94,0.8,9.13,8.64,61.75,19.34,5.45,4.88,7.27,13.33,22.6,18.37,6.76,1.94,0,108.6,19.34,30.93,49.68,NA,NA
695.5,-10664.5,12614.5,-0.89,0.8,9.22,8.38,59.69,20.11,5.47,4.84,7.24,13.5,22.36,17.33,6.89,2.22,0,104.68,20.11,31.04,48.8,NA,NA
696.5,-10678.6,12628.6,-1.1,0.8,8.73,9.58,65.23,16.4,4.63,4.43,7.72,15.49,23.62,17.98,7.12,2.56,0.01,100.89,16.4,32.28,51.28,NA,NA
697.5,-10693,12643,-0.82,0.8,8.9,10.12,54.25,21.4,5.99,5.38,7.6,12.86,20.87,17.27,6.74,1.83,0,109.23,21.4,31.84,46.71,NA,NA
698.5,-10707.5,12657.5,-0.64,0.8,8.58,9.41,49.53,24.53,7.54,4.97,6.24,11.31,19.45,16.88,7.07,1.94,0,113.11,24.53,30.07,45.34,NA,NA
699.5,-10721.9,12671.9,-1.1,0.8,10.34,8.81,24.83,16.49,9.05,12.85,17.47,17.27,13.23,8.7,3.97,0.91,0,28.75,16.49,56.64,26.8,NA,NA
700.5,-10736.3,12686.3,-0.86,0.9,10.19,10.36,52.18,20.63,5.91,5.62,8.1,14.31,22.21,15.49,5.71,1.97,0,98.17,20.63,33.94,45.38,NA,NA
701.5,-10750.2,12700.2,-1.52,0.9,10.13,8.91,31.64,9.14,5.12,12.3,22.64,23.77,15.44,7.78,3.06,0.69,0,31.6,9.14,63.82,26.98,2,NA
702.5,-10764.7,12714.7,-1.01,0.9,10.32,11,61.16,18.01,5.49,5.29,7.89,13.86,22.71,17.9,6.57,2.2,0.04,105.96,18.01,32.52,49.42,NA,NA
703.5,-10779.1,12729.1,-0.82,0.8,10.71,9.92,53.18,21.38,6.52,5.72,7.42,12.59,20.92,16.89,6.55,1.96,0,107.73,21.38,32.25,46.31,NA,NA
704.5,-10793.7,12743.7,-1.01,0.8,10.63,10.57,59.55,18.09,5.57,5.46,8.22,13.87,22.09,17.8,6.79,2.08,0,107.63,18.09,33.1,48.75,NA,NA
705.5,-10807.5,12757.5,-1.42,0.8,10.85,9.69,33.76,10.86,5.64,11.31,19.44,20.98,16.38,10.04,4.1,1.18,0,32.47,10.86,57.37,31.7,NA,NA
706.5,-10820.8,12770.8,-1.47,0.7,10.32,13.02,32.68,10.09,5.33,11.72,21.01,22.3,16.05,8.93,3.61,0.9,0,31.72,10.09,60.37,29.49,NA,NA
707.5,-10834.3,12784.3,-1.59,0.7,9.64,15.42,30.42,7.95,4.63,12.89,25.26,26.26,14.86,5.63,2,0.46,0,31.36,7.95,69.04,22.95,NA,NA
708.5,-10848.1,12798.1,-0.93,0.8,7.75,17.62,56.51,19.45,5.76,5.65,8.03,13.54,21.42,17.64,6.69,1.78,0,108.39,19.45,32.98,47.52,NA,NA
709.5,-10861.9,12811.9,-1.18,1.1,6.73,20.6,62.12,15,5.64,6.28,8.94,14.25,21.5,18.38,8.06,1.9,0,109.39,15,35.11,49.84,NA,NA
710.5,-10875.9,12825.9,-1.24,1.1,7.38,17.48,94.79,14.02,4.54,4.41,6.22,10.64,18.4,21.83,15.76,4.13,0,157.51,14.02,25.82,60.12,NA,NA
711.5,-10890.3,12840.3,-0.71,1.7,6.7,14.14,45.12,23.28,7.09,6.21,7.69,12.22,19.44,15.99,6.3,1.72,0,108.91,23.28,33.22,43.44,2,NA
712.5,-10904.8,12854.8,-0.89,0.9,7.82,14.69,56.03,20.19,6.34,5.74,7.5,12.72,20.12,16.7,7.89,2.73,0.02,106.41,20.19,32.3,47.46,NA,NA
713.5,-10919.3,12869.3,-1.15,1.2,7.55,13.94,78.24,15.6,5.37,5.17,7.06,11.42,19.35,21.17,11.83,2.98,0,138.69,15.6,29.02,55.34,NA,NA
714.5,-10933.8,12883.8,-0.79,1.3,7.77,12.29,48.51,21.94,6.92,6.19,7.79,12.48,19.56,16.05,7.24,1.77,0,106.56,21.94,33.38,44.62,NA,NA
715.5,-10947.5,12897.5,-0.94,1.3,8.17,13.26,54.39,19.25,6.27,6.15,8.19,13.37,20.07,16.05,8.11,2.48,0,102.05,19.25,33.99,46.71,NA,NA
716.5,-10961,12911,-0.94,1.1,7.74,13.01,42.62,19.28,7.47,8.13,9.95,12.09,15.78,14.87,9.5,2.87,0,114.23,19.28,37.64,43.03,NA,NA
717.5,-10974.7,12924.7,-1.14,0.9,7.43,14.36,25.17,15.79,7.68,13.08,19.61,18.45,13.14,7.66,3.54,0.97,0,26.88,15.79,58.82,25.32,NA,NA
718.5,-10988.7,12938.7,-0.72,1.1,7.69,12.1,41.35,23.15,7.47,6.81,8.17,12.54,19.09,14.94,6.08,1.7,0,104.02,23.15,34.98,41.81,NA,NA
719.5,-11002.7,12952.7,-1.24,1.5,7.53,11.4,75.15,13.99,4.63,5.04,7.63,13.4,22.87,20.19,9.3,2.91,0,113.05,13.99,30.69,55.27,NA,NA
720.5,-11016.2,12966.2,-1.09,1.8,7.24,12.8,71.43,16.66,5.35,5.22,7.01,12.27,20.87,18.38,10.42,3.78,0,110.13,16.66,29.85,53.45,NA,NA
721.5,-11030.7,12980.7,-1.28,2.1,7.36,10.33,67.29,13.38,4.26,4.83,8.11,16.89,25.43,17.33,7.34,2.38,0,92.69,13.38,34.09,52.49,3,NA
722.5,-11044.8,12994.8,-1.36,1.9,7.48,10.62,26.34,12.02,7.88,14.64,20.3,18.36,13.99,8.61,3.22,0.92,0,24.62,12.02,61.17,26.74,NA,NA
723.5,-11059,13009,-1.43,1.3,7.2,9.63,79.02,10.76,4.36,4.83,7.95,14.5,25.35,21.4,8.09,2.68,0.04,111.87,10.76,31.64,57.55,NA,NA
724.5,-11073.3,13023.3,-0.86,1.2,7.37,9.57,51.43,20.6,7.39,6.11,7.52,12.74,20.86,16.5,6.29,1.93,0,106.45,20.6,33.76,45.58,NA,NA
725.5,-11087.5,13037.5,-1.17,1.7,7.22,8.51,27.32,15.31,7.73,12.52,17.68,15.93,14.16,10.82,4.6,1.18,0,24.55,15.31,53.87,30.76,NA,NA
726.5,-11101.6,13051.6,-1.04,1.4,7.66,8.71,66.95,17.47,6.27,5.43,7.15,11.97,20.97,19.94,8.45,2.31,0,121.67,17.47,30.82,51.66,NA,NA
727.5,-11115.6,13065.6,-0.9,1,7.01,9.45,55.98,20.02,7.17,5.77,7.01,12.59,21.08,17.52,6.85,1.95,0,109.1,20.02,32.52,47.4,NA,NA
728.5,-11129.5,13079.5,-1.19,0.8,7.96,10.22,70.82,14.93,5.5,5.17,7.5,13.37,22.95,20.2,8.06,2.28,0,114.38,14.93,31.54,53.48,NA,NA
729.5,-11143.6,13093.6,-1.25,0.8,7.69,8.74,73.61,13.82,4.77,4.66,7.26,14.25,25.53,20.1,7.22,2.35,0,106.89,13.82,30.93,55.2,NA,NA
730.5,-11159.4,13109.4,-0.8,0.9,8.22,8.22,52.06,21.79,7.21,5.78,7.1,12.01,20.51,17.16,6.35,2.04,0,111.64,21.79,32.1,46.06,NA,NA
731.5,-11176.8,13126.8,-1.18,0.8,7.62,7.94,69.66,15.14,5.14,4.94,7.52,14.01,24.24,19.49,7.02,2.42,0.02,108.19,15.14,31.61,53.2,2,NA
732.5,-11194.4,13144.4,-0.96,0.8,7.24,10.13,65.63,18.85,5.04,4.46,7.18,13.13,22.37,19.21,7.6,2.1,0,112.57,18.85,29.81,51.29,NA,NA
733.5,-11212,13162,-1.04,0.8,7.75,9.4,69.13,17.5,4.49,4.15,7.09,13.8,23.95,19.39,7.11,2.47,0.02,108.61,17.5,29.53,52.93,NA,NA
734.5,-11229.8,13179.8,-1.01,0.8,7.59,8.92,68.61,17.98,4.67,4.26,7.03,13.39,23.35,19.17,7.31,2.74,0.06,109.37,17.98,29.35,52.62,NA,NA
735.5,-11247.7,13197.7,-1,0.8,8.6,9.41,62.71,18.18,5.54,5.34,7.66,13.16,22.25,18.66,7.18,2,0,110.94,18.18,31.69,50.08,NA,NA
736.5,-11266.7,13216.7,-0.87,0.8,8.42,11.16,43.8,20.57,7.2,7.4,9.22,12.76,19.36,15.75,6,1.69,0,108.22,20.57,36.57,42.8,NA,NA
737.5,-11285.4,13235.4,-0.65,0.8,8.55,8.97,35.34,24.24,8.13,7.36,8.41,11.9,19.28,14.85,4.78,0.99,0,106.71,24.24,35.79,39.9,NA,NA
738.5,-11304,13254,-0.43,0.8,7.69,9.37,32.46,28.13,8.22,6.24,6.81,11.01,18.52,14.38,5.07,1.55,0,106.55,28.13,32.28,39.52,NA,NA
739.5,-11323,13273,-0.68,0.8,7.6,9.47,32.41,23.79,8.14,7.9,9.44,12.54,17.52,13.86,5.35,1.41,0,105.47,23.79,38.01,38.13,NA,NA
740.5,-11342.2,13292.2,-1.56,0.7,7.58,10.33,24.03,8.52,7,17.47,27.48,22.34,10.24,4.55,1.95,0.38,0,24.92,8.52,74.29,17.12,NA,NA
741.5,-11360.6,13310.6,-0.84,0.7,7.4,10.59,51.6,21.06,6.84,5.92,7.73,12.69,20.63,16.8,6.26,2.01,0.01,108.26,21.06,33.17,45.71,2,NA
742.5,-11379.6,13329.6,-0.92,0.7,7.81,10.24,54.85,19.54,6.62,6.13,7.97,12.69,21.02,17.53,6.57,1.89,0,111.07,19.54,33.4,47,NA,NA
743.5,-11398.6,13348.6,-0.73,0.7,7.47,10.3,45.44,22.91,7.78,6.51,7.35,11.5,19.16,16.27,6.41,2.05,0,112.06,22.91,33.13,43.89,NA,NA
744.5,-11417.2,13367.2,-0.94,0.7,7.42,11.46,28.13,19.28,8.3,10.27,14.2,15.12,16.35,11.58,3.81,1.02,0,97.22,19.28,47.89,32.75,NA,NA
745.5,-11436.5,13386.5,-0.72,0.7,7.27,10.82,42.16,23.12,8.18,6.85,7.58,11.34,18.74,16.09,6.21,1.82,0,113.46,23.12,33.96,42.86,NA,NA
746.5,-11455.8,13405.8,-0.97,0.7,7.24,11.15,24.95,18.7,8.47,11.8,16.25,15.62,15.28,10.12,3.07,0.63,0,25.21,18.7,52.13,29.1,NA,NA
747.5,-11474.8,13424.8,-0.68,0.7,7.1,11.18,15.86,23.74,11.21,14.56,17.89,14.76,10.09,5.38,1.86,0.42,0,22.63,23.74,58.42,17.75,NA,NA
748.5,-11493.7,13443.7,-0.8,0.8,7.14,12.34,43.59,21.7,8.05,7.07,8.1,11.93,19.11,16.37,6.23,1.39,0,112.92,21.7,35.14,43.09,NA,NA
749.5,-11512.9,13462.9,-0.68,0.7,7.27,11.81,36.49,23.8,8.59,7.23,8.05,12.01,19.05,14.93,5.17,1.11,0,107.28,23.8,35.87,40.26,NA,NA
750.5,-11532.2,13482.2,-0.85,0.8,8.1,9.21,50.13,20.83,7.29,6.51,7.8,12.13,19.94,16.83,6.59,2.02,0,111.61,20.83,33.74,45.37,NA,NA
751.5,-11550.9,13500.9,-0.35,0.8,8.2,9.31,19.71,29.47,10.43,7.68,7.08,9.96,16.78,13.11,4.41,1,0,108.71,29.47,35.15,35.3,3,NA
752.5,-11569.4,13519.4,-0.32,0.8,8.76,9.95,19.58,30.1,9.99,7.55,7.19,10.03,16.46,13.07,4.63,0.92,0,109.06,30.1,34.75,35.08,NA,NA
753.5,-11588.6,13538.6,-0.44,0.8,8.59,10.65,23.4,28.06,9.46,7.76,8.2,11.66,17.53,12.34,4.03,0.88,0,100.72,28.06,37.09,34.78,NA,NA
754.5,-11607.3,13557.3,-0.63,0.8,8.51,9.07,34.75,24.72,8.9,7.22,7.62,11.4,19,15.35,4.87,0.86,0,110.59,24.72,35.14,40.07,NA,NA
755.5,-11626.3,13576.3,-0.4,0.8,8.4,9.32,21.11,28.67,10.33,7.84,7.19,9.75,15.72,13.52,5.36,1.55,0,113.91,28.67,35.11,36.15,NA,NA
756.5,-11645.4,13595.4,-0.96,1.3,7.81,8.52,46.84,18.98,7.02,6.48,8.58,17.45,22.28,11.35,4.64,2.56,0.61,78.04,18.98,39.52,41.44,NA,NA
757.5,-11664.5,13614.5,0.88,0.6,8.38,10.89,3.78,51.01,20.81,11.94,4.8,3.68,3.76,2.06,1.6,0.2,0,3.27,51.01,41.23,7.63,NA,NA
758.5,-11683.9,13633.9,0.66,0.7,8.21,9.32,4.24,47.18,21.48,14.59,6.99,4.21,2.59,1.15,1.45,0.22,0,3.8,47.18,47.28,5.41,NA,NA
759.5,-11703.6,13653.6,0.91,0.7,7.26,10.16,3.71,51.49,18.98,11.31,5.91,5.04,3.81,1.8,1.39,0.16,0,2.99,51.49,41.24,7.16,NA,NA
760.5,-11722.6,13672.6,1.03,0.7,8.94,7.62,3.44,53.65,16.99,9.38,4.42,5.11,5.5,3.15,1.67,0.02,0,2.66,53.65,35.9,10.35,NA,NA
761.5,-11741.8,13691.8,0.96,0.7,7.51,9.6,3.56,52.44,15.94,9.29,4.95,5.52,6.14,3.68,1.86,0.08,0,2.58,52.44,35.69,11.76,NA,NA
762.5,-11760.9,13710.9,1.05,0.7,7.43,10.39,3.36,54.02,15.31,8.7,4.7,5.7,6.44,3.4,1.61,0.02,0,2.39,54.02,34.41,11.47,3,NA
763.5,-11779.9,13729.9,1.08,0.6,8.13,10.16,3.33,54.39,15.94,9.32,4.79,5.53,5.52,3,1.39,0.01,0,2.45,54.39,35.58,9.93,NA,NA
764.5,-11799.3,13749.3,1.06,0.6,8.75,11.36,3.35,54.04,14.62,7.84,4.36,6.03,7.02,3.99,1.99,0.01,0,2.35,54.04,32.85,13.01,NA,NA
765.5,-11818,13768,0.88,0.6,8.47,12.84,3.71,50.95,10.51,5.7,4.37,7.52,10.62,6.37,3.48,0.42,0,1.93,50.95,28.09,20.89,NA,NA
766.5,-11837,13787,1.3,0.6,8.12,11.54,2.77,58.36,11.7,6.03,4.09,6.79,7.47,4.3,1.17,0,0,1.84,58.36,28.61,12.94,NA,NA
767.5,-11855.4,13805.4,1.13,0.7,7.28,9.93,2.87,55.37,7.46,4.27,4.59,8.12,10.72,6.6,2.81,0.01,0,1.1,55.37,24.44,20.13,NA,NA
768.5,-11873.8,13823.8,1,0.6,5.73,10.65,3.32,53.04,10.18,5.97,4.82,8.25,10.14,5.33,2.18,0.01,0,1,53.04,29.22,17.66,NA,NA
769.5,-11892.7,13842.7,1.19,0.6,7.22,10.54,2.54,56.47,3.65,2.25,4.74,9.84,11.99,7.23,3.78,0.02,0,1.16,56.47,20.48,23.01,NA,NA
770.5,-11911.6,13861.6,1.8,0.7,6.32,11.96,2.64,67.07,17.92,4.96,1.68,2.62,2.75,2.06,0.82,0,0,2.46,67.07,27.18,5.63,NA,NA
771.5,-11929.6,13879.6,-0.12,0.7,8.5,7.36,6.61,33.59,21.26,16.27,8.68,6.92,6.8,3.33,2.18,0.84,0,5.4,33.59,53.13,13.16,2,NA
772.5,-11948.6,13898.6,0.22,0.7,8.4,9.09,5.26,39.4,23.49,16.27,8.31,5.1,3.49,1.58,1.55,0.68,0,4.5,39.4,53.16,7.3,NA,NA
773.5,-11967.6,13917.6,0.06,0.8,8.11,7.9,5.46,36.74,27.48,19.47,6.17,3.01,3.39,1.67,1.41,0.5,0,5.8,36.74,56.14,6.97,NA,NA
774.5,-11986.8,13936.8,1.06,0.8,6.8,12.37,3.44,54.2,17.73,7.33,3.37,4.98,6.1,3.49,2.38,0.3,0,2.81,54.2,33.42,12.27,NA,NA
775.5,-12005.9,13955.9,0.92,0.8,8.78,6.65,3.66,51.61,13.7,6.55,4.78,7.21,8.3,4.59,2.85,0.32,0,2.47,51.61,32.24,16.06,NA,NA
776.5,-12024.3,13974.3,0.83,0.8,7.88,7.84,3.87,50.12,13.13,7.09,5.49,7.81,8.9,4.48,2.37,0.51,0,2.39,50.12,33.53,16.26,NA,NA
777.5,-12043.1,13993.1,0.76,0.8,7.69,8.23,4.09,48.82,13.15,7.89,6.17,8.22,8.69,4.27,2.39,0.31,0,2.37,48.82,35.43,15.66,NA,NA
778.5,-12062,14012,0.63,0.8,8.25,6.62,4.52,46.67,13.65,9.82,7.9,8.83,7.58,2.75,2.06,0.66,0,2.41,46.67,40.19,13.05,NA,NA
779.5,-12080.6,14030.6,0.49,0.8,8.26,9.88,5.22,44.17,12.56,9.28,7.77,9.13,9.26,4.51,2.27,0.96,0,2.31,44.17,38.75,17,NA,NA
780.5,-12099.7,14049.7,0.64,0.8,9.16,7.24,4.45,46.85,14.62,10.68,7.48,6.99,6.43,2.93,2.77,1.16,0,2.47,46.85,39.77,13.28,NA,NA
781.5,-12118.6,14068.6,0.65,0.8,8.91,9.2,4.46,46.92,13.48,9.06,6.89,8.09,8.38,3.97,2.34,0.78,0,2.4,46.92,37.52,15.46,3,NA
782.5,-12137.1,14087.1,0.73,0.7,9.09,9.18,4.18,48.37,13.36,9.17,7.24,8.02,7.57,3.46,2.26,0.46,0,2.3,48.37,37.8,13.74,NA,NA
783.5,-12156.5,14106.5,0.69,0.7,8.46,9.62,4.25,47.69,15.97,10.93,6.74,6.59,6.68,3.09,1.76,0.45,0,2.65,47.69,40.23,11.98,NA,NA
784.5,-12175.4,14125.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
785.5,-12194.6,14144.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
786.5,-12213.9,14163.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
787.5,-12233.7,14183.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
788.5,-12253,14203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
789.5,-12272.6,14222.6,0.35,0.7,8.94,10.16,5.79,41.68,13.46,8.93,6.96,9.76,10.48,4.62,2.82,1.21,0,2.61,41.68,39.11,19.12,NA,NA
790.5,-12291.7,14241.7,0.74,0.7,8.12,10.9,4.13,48.48,14.81,9.11,6.33,7.46,7.53,3.71,1.96,0.51,0,2.56,48.48,37.72,13.71,NA,NA
791.5,-12310,14260,1.1,0.7,7.51,12.58,3.3,54.87,16.27,9.19,5.2,5.25,4.88,2.46,1.76,0.01,0,2.49,54.87,35.9,9.12,2,NA
792.5,-12328.4,14278.4,1.49,0.7,6.3,11.78,2.68,61.59,15.04,7.46,3.78,4.3,4.5,2.57,0.66,0,0,2.22,61.59,30.58,7.73,NA,NA
793.5,-12346.8,14296.8,1.23,0.7,7.19,10.63,3.17,57.04,17.64,7.86,3.91,4.69,4.72,2.57,1.43,0.02,0,2.66,57.04,34.1,8.74,NA,NA
794.5,-12365.1,14315.1,0.64,0.7,7.48,10.7,4.42,46.78,15.81,10.88,7.43,7.49,6.58,2.75,1.6,0.58,0,2.72,46.78,41.61,11.51,NA,NA
795.5,-12383.9,14333.9,0.55,0.8,7.39,10.79,4.71,45.28,15.49,10.66,7.72,8.11,7.13,2.86,1.94,0.73,0,2.77,45.28,41.97,12.65,NA,NA
796.5,-12402.8,14352.8,0.99,0.7,7.24,10.97,3.51,52.86,16.19,10.27,6.42,5.68,4.65,2.44,1.37,0.01,0,2.54,52.86,38.56,8.47,NA,NA
797.5,-12421.7,14371.7,0.74,0.8,7.06,9.63,4.11,48.52,16.23,11.17,7.51,6.37,5.5,2.51,1.8,0.28,0,2.72,48.52,41.28,10.09,NA,NA
798.5,-12440.3,14390.3,0.71,0.8,6.99,10.01,4.2,47.97,16.4,11.46,7.64,6.79,5.6,2.35,1.49,0.21,0,2.74,47.97,42.29,9.64,NA,NA
799.5,-12459.6,14409.6,0.77,0.8,6.88,8.28,4.03,49.03,16.89,12.36,8.21,6.63,3.97,1.2,1.4,0.21,0,2.74,49.03,44.08,6.77,NA,NA
800.5,-12478.2,14428.2,1.26,0.8,7.17,8.58,2.98,57.66,15.13,9.15,5.9,5.78,3.88,1.77,0.64,0,0,2.22,57.66,35.96,6.28,NA,NA
801.5,-12497.4,14447.4,-0.15,0.7,6.2,8.45,5.68,33.07,31.69,23.93,8.28,1.88,0.61,0.13,0.16,0.08,0,6.14,33.07,65.78,0.98,2,NA
802.5,-12516,14466,-1.31,0.8,6.98,7.55,77.94,12.73,4.21,4.32,7.44,14.25,25.05,20.97,8.15,2.82,0.01,110.9,12.73,30.22,57.01,NA,NA
803.5,-12534.6,14484.6,-1.25,0.8,6.99,7.52,76.57,13.87,3.99,3.84,7,14.56,25.85,20.39,7.89,2.57,0,106.35,13.87,29.4,56.69,NA,NA
804.5,-12553.4,14503.4,-1.27,0.8,7.94,5.41,75.46,13.59,3.99,4.03,7.22,14.87,26.08,20.03,7.57,2.59,0,104.8,13.59,30.1,56.27,NA,NA
805.5,-12572.9,14522.9,-1.44,0.8,7.02,7.6,77.6,10.63,3.84,4.42,7.76,15.69,27.09,20.27,7.44,2.8,0.03,103.02,10.63,31.7,57.63,NA,NA
806.5,-12591.8,14541.8,-1.36,0.8,6.93,7.27,81.12,11.96,3.59,4.04,7.53,14.39,25.31,21.99,8.6,2.54,0.01,113.53,11.96,29.55,58.45,NA,NA
807.5,-12610.5,14560.5,-0.88,0.8,7.49,7.29,63.81,20.25,5.41,4.45,6.85,12.48,21.46,18.41,7.64,2.91,0.09,112.28,20.25,29.19,50.51,NA,NA
808.5,-12629.2,14579.2,-1.27,0.8,7.19,7,79.06,13.44,4,4.22,7.45,13.68,24.26,21.37,8.5,2.94,0.11,114.89,13.44,29.35,57.17,NA,NA
809.5,-12647.6,14597.6,-1.3,0.8,6.99,7.15,80.83,12.96,3.7,4.18,7.54,13.7,24.26,22.06,8.88,2.67,0.01,117.69,12.96,29.12,57.88,NA,NA
810.5,-12666.4,14616.4,-1.12,0.8,7.88,9.64,68.42,16.08,4.64,4.98,7.91,13.81,23.21,19.3,7.63,2.41,0,109.87,16.08,31.34,52.54,NA,NA
811.5,-12685,14635,-1.25,0.7,8.11,13.82,62.31,13.93,5.26,6.12,9.11,15.62,23.84,16.84,6.35,2.83,0.04,98.42,13.93,36.11,49.91,3,NA
812.5,-12703.7,14653.7,-1.03,0.8,7.63,12.14,59.84,17.74,5.93,5.94,8.38,13,20.58,18.13,7.59,2.59,0.08,114.46,17.74,33.25,48.96,NA,NA
813.5,-12722.7,14672.7,-1.09,0.8,7.87,9.69,70.35,16.68,4.81,4.49,7.39,13.31,22.9,19.67,7.81,2.8,0.09,112.86,16.68,30,53.28,NA,NA
814.5,-12741.3,14691.3,-1.03,0.8,8.02,9.82,67.1,17.74,4.54,4.5,7.57,13.63,23.19,18.97,7.22,2.56,0.04,109.03,17.74,30.24,51.97,NA,NA
815.5,-12760.5,14710.5,-1.27,0.7,7.87,7.95,73.63,13.57,3.21,3.75,7.57,16.15,26.61,18.99,7.29,2.82,0,98.9,13.57,30.69,55.71,NA,NA
816.5,-12779.9,14729.9,-0.97,0.8,7.52,8.86,58.76,18.67,6.01,5.46,7.46,14.05,22.97,16.35,6.54,2.45,0,98.99,18.67,32.97,48.31,NA,NA
817.5,-12799,14749,-0.76,0.8,8.09,8.09,44.08,22.37,8.99,6.76,6.86,12.11,20.38,14.78,5.5,2.18,0,101.29,22.37,34.73,42.84,NA,NA
818.5,-12818.1,14768.1,-0.83,1.1,7.77,7.36,49.35,21.23,8.41,5.93,6.79,13.18,21.51,14.92,5.55,2.39,0.04,97.87,21.23,34.31,44.4,NA,NA
819.5,-12837.1,14787.1,-1.01,1.3,7.5,8.52,56.22,18.05,6.47,5.87,7.76,14.75,23.18,15.39,5.95,2.52,0,94.87,18.05,34.85,47.04,NA,NA
820.5,-12856.2,14806.2,-0.99,1,8.03,8.29,62.76,18.4,5.93,5.21,7.45,12.86,21.37,18.73,7.86,2.14,0,113.15,18.4,31.44,50.1,NA,NA
821.5,-12876.1,14826.1,-0.56,1.1,7.63,9.54,43.12,25.91,7.5,5.33,6.68,11.55,19.16,15.88,6.44,1.5,0,109.57,25.91,31.06,42.97,2,NA
